GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6
adamts15	protein_coding	chrNC_030683.1:47049967-47095877:+	gi|847147703|ref|XP_012822382.1|	4946	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 15 isoform X1 [Xenopus tropicalis]	gi|847147702|ref|XM_012966928.1|	3424	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 15 (adamts15), transcript variant X1, mRNA	P59384	1380	0	A disintegrin and metalloproteinase with thrombospondin motifs 15	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	.	GO:0009986|cell surface;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0004175|endopeptidase activity;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;GO:0004222|metalloendopeptidase activity;GO:0008270|zinc ion binding;	K08629	ADAMTS15; a disintegrin and metalloproteinase with thrombospondin motifs 15 [EC:3.4.24.-]	9.545497159	18.19474189	14.87659248	14.9296568	7.738551194	12.4446983	14.06348118	4.732561691	4.728601756	5.620737736	6.168769797	2.990211338	12.52695545	9.523658112	8.012683942	10.44180678	7.261526176	7.503885915	5.96499256	4.538131283	5.737669161	2.777476991	7.104720815	4.059936029	8.653946028	16.98414263	13.95198263	12.05067916	11.06426207	9.612069941	3.25026684	4.395782781	2.74338627	5.788702618	3.044806804	5.179900163	11.76280633	12.44293359	9.73258907	14.73169473	10.39843087	10.06234978	5.546556992	8.048678138	5.241181141	5.356030528	5.081795014	5.177275779
cxcl12	protein_coding	chrNC_030683.1:37782394-37841002:-	gi|62751610|ref|NP_001015764.1|	482	3.00E-53	stromal cell-derived factor 1 precursor [Xenopus tropicalis]	gi|62751609|ref|NM_001015764.1|	2962	0	Xenopus (Silurana) tropicalis chemokine (C-X-C motif) ligand 12 (cxcl12), mRNA	Q5EBF6	190	8.00E-55	Stromal cell-derived factor 1	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0007411|axon guidance;GO:0060326|cell chemotaxis;GO:0070098|chemokine-mediated signaling pathway;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0050930|induction of positive chemotaxis;GO:0006954|inflammatory response;GO:0007509|mesoderm migration involved in gastrulation;GO:0030335|positive regulation of cell migration;	GO:0009897|external side of plasma membrane;GO:0005615|extracellular space;	GO:0042056|chemoattractant activity;GO:0008009|chemokine activity;GO:0045236|CXCR chemokine receptor binding;	K10031	CXCL12; C-X-C motif chemokine 12	16.81719372	21.11283316	30.0146387	15.01214683	28.14382649	16.30939093	243.028183	166.9629715	176.340674	151.3947721	185.4983771	149.7475346	33.26719257	7.880446525	31.00062292	11.28018419	27.52998292	32.54448499	186.7570239	98.38274365	199.2687859	96.62608924	157.5092989	132.2186554	21.03732724	26.61703092	13.34401001	32.50691657	24.67184645	17.86211442	145.7922312	115.214204	80.04909218	176.115735	84.71411645	110.8257122	23.10899084	15.81237414	19.94015115	15.5814619	30.95034504	23.93293008	163.2085788	224.9848818	215.467351	238.8396636	212.1953735	195.7551679
LOC101733634	protein_coding	chrNC_030683.1:32196004-32205067:+	gi|512852418|ref|XP_004915979.1|	590	4.00E-75	PREDICTED: beta-microseminoprotein-like isoform X2 [Xenopus tropicalis]	gi|847147041|ref|XM_012966838.1|	647	0	PREDICTED: Xenopus (Silurana) tropicalis beta-microseminoprotein-like (LOC101733634), transcript variant X1, mRNA	O02826	86.3	6.00E-20	Beta-microseminoprotein	.	.	.	.	pfam05825	PSP94	Beta-microseminoprotein (PSP-94). This family consists of the mammalian specific protein beta-microseminoprotein. Prostatic secretory protein of 94 amino acids (PSP94), also called beta-microseminoprotein, is a small, nonglycosylated protein, rich in cysteine residues. It was first isolated as a major protein from human seminal plasma. The exact function of this protein is unknown.	.	GO:0005576|extracellular region;	.	.	.	5.818463695	23.59179668	22.81461204	17.25946224	10.36639645	10.67631493	6.561923996	10.17093639	4.081630087	40.20827893	7.888839523	4.959925238	20.1443461	17.53374873	5.627946989	18.85623829	12.64930415	6.190321865	15.14794233	167.1520142	5.58859842	23.30855138	9.686247673	16.37178285	14.68936153	25.32960526	44.42726135	10.32057869	52.67367877	11.81755864	18.89524313	32.14855251	15.24056595	5.319255265	67.87208276	32.57075048	8.195320502	6.982333454	10.09200441	12.44590847	17.79716095	17.13739071	10.8056681	14.27179714	9.290287796	4.521785831	9.416218815	7.040333263
bmp5	protein_coding	chrNC_030681.1:88268189-88340156:-	gi|301610724|ref|XP_002934893.1|	2441	0	PREDICTED: bone morphogenetic protein 5 [Xenopus tropicalis]	gi|847130080|ref|XM_002934847.3|	2793	0	PREDICTED: Xenopus (Silurana) tropicalis bone morphogenetic protein 5 (bmp5), transcript variant X1, mRNA	P22003	776	0	Bone morphogenetic protein 5	.	.	.	.	pfam00688	TGFb_propeptide	TGF-beta propeptide. This propeptide is known as latency associated peptide (LAP) in TGF-beta. LAP is a homodimer which is disulfide linked to TGF-beta binding protein.	GO:1905069|allantois development;GO:0030509|BMP signaling pathway;GO:0048738|cardiac muscle tissue development;GO:0060411|cardiac septum morphogenesis;GO:0051216|cartilage development;GO:0060710|chorio-allantoic fusion;GO:0003272|endocardial cushion formation;GO:0040007|growth;GO:0061384|heart trabecula morphogenesis;GO:0030902|hindbrain development;GO:0030539|male genitalia development;GO:0032348|negative regulation of aldosterone biosynthetic process;GO:0008285|negative regulation of cell proliferation;GO:2000065|negative regulation of cortisol biosynthetic process;GO:0010719|negative regulation of epithelial to mesenchymal transition;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043569|negative regulation of insulin-like growth factor receptor signaling pathway;GO:0071676|negative regulation of mononuclear cell migration;GO:0010894|negative regulation of steroid biosynthetic process;GO:0021502|neural fold elevation formation;GO:0001503|ossification;GO:0007389|pattern specification process;GO:0003344|pericardium morphogenesis;GO:0060037|pharyngeal system development;GO:1900006|positive regulation of dendrite development;GO:2000105|positive regulation of DNA-dependent DNA replication;GO:0050679|positive regulation of epithelial cell proliferation;GO:0010862|positive regulation of pathway-restricted SMAD protein phosphorylation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0042981|regulation of apoptotic process;GO:0043408|regulation of MAPK cascade;GO:0001501|skeletal system development;GO:0060395|SMAD protein signal transduction;GO:0003323|type B pancreatic cell development;	GO:0005615|extracellular space;	GO:0070700|BMP receptor binding;GO:0005125|cytokine activity;GO:0005160|transforming growth factor beta receptor binding;	K04663	BMP5; bone morphogenetic protein 5	3.77497148	4.333037646	15.91419254	11.86479265	6.884950021	10.51661382	10.85659453	5.262443071	5.524010645	6.190748367	6.813572597	3.536788795	10.23009762	6.436397083	12.24671752	4.371433688	7.257593733	6.375996488	7.173749766	5.934124219	5.469755285	3.0165858	4.013401782	4.601732003	15.19121414	15.88787849	15.87407818	17.97003314	16.61433857	18.53171814	4.261629566	5.726867653	3.164223347	7.133816027	3.254368405	4.119805238	6.184167025	16.66650387	5.059691847	13.71613162	11.00013457	7.366071445	4.777242739	8.158293396	6.674871475	5.964408862	6.013164296	5.038176544
sfrp4	protein_coding	chrNC_030682.1:80842348-80855380:+	gi|512847981|ref|XP_002939467.2|	1803	0	PREDICTED: secreted frizzled-related protein 4 [Xenopus tropicalis]	gi|847139353|ref|XM_002939421.3|	1925	0	PREDICTED: Xenopus (Silurana) tropicalis secreted frizzled-related protein 4 (sfrp4), mRNA	Q9JLS4	478	6.00E-163	Secreted frizzled-related protein 4	.	.	.	.	pfam01392	Fz	Fz domain. Also known as the CRD (cysteine rich domain), the C6 box in MuSK receptor. This domain of unknown function has been independently identified by several groups. The domain contains 10 conserved cysteines.	GO:0030154|cell differentiation;GO:0046697|decidualization;GO:0007565|female pregnancy;GO:0060056|mammary gland involution;GO:0090090|negative regulation of canonical Wnt signaling pathway;GO:0008285|negative regulation of cell proliferation;GO:0046329|negative regulation of JNK cascade;GO:0035567|non-canonical Wnt signaling pathway;GO:0032355|response to estradiol;GO:0051384|response to glucocorticoid;GO:0043434|response to peptide hormone;GO:0016055|Wnt signaling pathway;	GO:0005737|cytoplasm;GO:0005615|extracellular space;GO:0016021|integral component of membrane;	GO:0004930|G-protein coupled receptor activity;GO:0042813|Wnt-activated receptor activity;GO:0017147|Wnt-protein binding;	K02185	SFRP4; secreted frizzled-related protein 4	3.004623026	9.684113965	10.56002623	9.977718658	3.910226225	11.38438142	0.356334762	0.711179379	0.562545908	0.975123059	0.246506584	0.255913241	2.663424319	5.453177551	2.456631346	4.445382601	3.417016171	5.252306521	0.934979258	0.97447596	0.662137913	0.573563158	0.449071811	0.591254932	4.499843753	5.236900985	3.199088263	4.794280211	4.204318139	4.071193697	0.80722753	0.408103387	0.897864046	0.450161499	0.448529532	0.693986766	3.895629409	10.31171876	2.440711456	11.77109855	4.344663643	5.139552311	0.921785076	1.147413052	0.308611565	0.922666451	0.486822505	0.772351535
pdgfrl	protein_coding	chrNC_030677.1:33242606-33275149:+	gi|71896169|ref|NP_001025586.1|	1907	0	platelet-derived growth factor receptor-like protein precursor [Xenopus tropicalis]	gi|402766827|ref|NM_001030415.2|	1597	0	Xenopus (Silurana) tropicalis platelet-derived growth factor receptor-like (pdgfrl), mRNA	Q15198	540	0	Platelet-derived growth factor receptor-like protein	.	.	.	.	pfam07679	I-set	Immunoglobulin I-set domain.	.	GO:0005576|extracellular region;	GO:0004992|platelet activating factor receptor activity;GO:0005019|platelet-derived growth factor beta-receptor activity;	.	.	23.581657	103.6561957	74.73268393	49.33329623	59.59382157	91.64576835	79.79185657	53.223072	68.60709973	42.19768855	52.89087629	42.25696306	69.22027941	19.61111678	57.6999094	41.66050146	40.30662818	36.81494241	49.19623081	23.14190079	48.93876364	38.28295092	37.95461394	58.0320606	35.88238956	51.57450741	45.69102065	70.97441528	60.8178843	54.0976018	44.90788376	49.79548031	23.46605096	41.23235494	33.15794609	43.75862578	48.09172053	58.7350694	54.10913998	111.6422341	79.53362989	84.72766132	50.51747088	73.57408756	47.16568412	67.49602721	62.42985175	60.96711312
thbs1	protein_coding	chrNC_030684.1:98501300-98515014:+	gi|301615580|ref|XP_002937245.1|	5815	0	PREDICTED: thrombospondin-1 [Xenopus tropicalis]	gi|847159617|ref|XM_002937199.3|	5537	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 1 (thbs1), mRNA	P35448	2152	0	Thrombospondin-1	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0006954|inflammatory response;GO:0016525|negative regulation of angiogenesis;GO:0006986|response to unfolded protein;	GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0016529|sarcoplasmic reticulum;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;	.	.	63.85834341	75.77495163	222.7603465	117.8299326	121.0941886	103.4652769	219.663148	112.3982168	251.5027187	135.6704126	164.4143709	140.9493799	77.22386877	46.00838126	92.34516464	62.87399302	70.6731175	41.41489673	118.3130473	185.4053481	121.47296	58.710893	84.19246226	81.23212081	68.77385287	174.0502798	92.51668748	144.6400212	142.9868349	110.8903712	167.4380297	417.6029128	149.2000215	185.2481642	122.0467498	152.2094134	44.32061483	57.70368158	74.2210254	103.8349837	79.20887562	120.9304525	47.45619928	157.1055427	121.8671232	201.0260598	115.6748013	135.328543
lum	protein_coding	chrNC_030679.1:46030704-46040500:-	gi|58332414|ref|NP_001011006.1|	1735	0	lumican precursor [Xenopus tropicalis]	gi|58332413|ref|NM_001011006.1|	2090	0	Xenopus (Silurana) tropicalis lumican (lum), mRNA	Q9DE67	476	2.00E-161	Lumican	alr0124_1	80.9	3.00E-15	COG4886	pfam13855	LRR_8	Leucine rich repeat.	GO:0030199|collagen fibril organization;GO:0007601|visual perception;	GO:0005578|proteinaceous extracellular matrix;	.	K08122	LUM; lumican	63.79638675	109.5199254	101.4308317	143.9595602	76.51718046	150.5418664	425.8447265	206.3564158	282.929315	257.0535965	281.9199692	215.9769452	107.4579936	42.94519124	56.82697538	69.5915015	64.04626135	70.16187872	244.0816983	112.1546522	200.1841958	103.5458559	193.0528177	229.532905	83.93828528	79.91099119	80.40176357	88.61911384	59.66778397	63.49254724	129.9357863	176.3207915	72.88628392	176.9724726	77.60883431	122.0831026	45.82537114	131.6062468	23.59753719	85.23881837	106.5677698	79.58498211	153.2262529	372.3515057	214.8274151	352.9491049	290.1077181	182.921922
pthlh	protein_coding	chrNC_030679.1:1940371-1945023:-	gi|512828504|ref|XP_004912801.1|	759	3.00E-97	PREDICTED: parathyroid hormone-related protein [Xenopus tropicalis]	gi|847112539|ref|XM_004912744.2|	1093	0	PREDICTED: Xenopus (Silurana) tropicalis parathyroid hormone-like hormone (pthlh), mRNA	P17251	121	5.00E-31	Parathyroid hormone-related protein	.	.	.	.	pfam01279	Parathyroid	Parathyroid hormone family.	GO:0007189|adenylate cyclase-activating G-protein coupled receptor signaling pathway;GO:1903042|negative regulation of chondrocyte hypertrophy;GO:0002076|osteoblast development;GO:1902733|regulation of growth plate cartilage chondrocyte differentiation;GO:0003420|regulation of growth plate cartilage chondrocyte proliferation;	GO:0005737|cytoplasm;GO:0005615|extracellular space;GO:0005634|nucleus;	GO:0005179|hormone activity;GO:0051428|peptide hormone receptor binding;	.	.	36.65625097	39.76905053	39.07535163	45.88275145	69.9755471	56.35708271	9.838550068	5.075476197	3.345965744	7.802155421	6.746792728	2.962370718	14.59770839	42.34422288	77.3381326	41.30085495	64.27485245	88.7963972	6.945459069	13.01288718	10.25699706	6.18925782	4.44059299	6.813652932	24.07985083	36.35553553	32.87175128	58.55411307	33.34959726	83.69865541	14.25388045	8.647460601	5.549013389	9.750616136	6.505759347	12.1985938	28.63081954	43.14429396	58.50832441	33.14763425	41.97970627	67.96413985	8.029847179	7.944372594	5.667384567	4.677461153	6.984433119	7.473649382
colec10	protein_coding	chrNC_030682.1:122553790-122572363:+	gi|58332158|ref|NP_001011227.1|	1218	7.00E-162	collectin-10 precursor [Xenopus tropicalis]	gi|58332157|ref|NM_001011227.1|	1702	0	Xenopus tropicalis collectin subfamily member 10 (colec10), mRNA	Q5M8X6	473	2.00E-163	Collectin-10	.	.	.	.	pfam00059	Lectin_C	Lectin C-type domain. This family includes both long and short form C-type	.	GO:0005581|collagen trimer;GO:0005576|extracellular region;	GO:0005537|mannose binding;	K10065	COLEC10; collectin sub-family member 10	2.389410562	2.103716154	4.291256052	2.038978976	2.728640193	2.445997962	3.526423707	4.099449095	3.928149285	0.898422354	3.31940233	1.354245157	3.373229115	1.536319372	5.372463465	2.636771276	4.527350945	3.621834577	5.520503367	1.415802783	7.952056354	1.73439388	8.996387699	3.281722674	3.973050301	2.399779128	2.624248966	3.706719691	2.793473903	3.297550711	5.821713565	2.064679251	0.712699369	4.798372454	3.088017024	4.972113816	2.62661455	3.091728856	5.409535405	2.5736254	2.601284394	3.151462441	2.160219392	3.115841337	8.01392793	1.113767982	3.691749244	1.366272621
postn	protein_coding	chrNC_030678.1:148502816-148562230:+	gi|163915007|ref|NP_001106376.1|	4014	0	periostin precursor [Xenopus tropicalis]	gi|163915006|ref|NM_001112905.1|	3244	0	Xenopus (Silurana) tropicalis periostin, osteoblast specific factor (postn), mRNA	Q15063	1044	0	Periostin	MA1996	74.7	1.00E-13	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:1990523|bone regeneration;GO:0007155|cell adhesion;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0071356|cellular response to tumor necrosis factor;GO:0071307|cellular response to vitamin K;GO:0030198|extracellular matrix organization;GO:0001953|negative regulation of cell-matrix adhesion;GO:1900025|negative regulation of substrate adhesion-dependent cell spreading;GO:1990138|neuron projection extension;GO:1904209|positive regulation of chemokine (C-C motif) ligand 2 secretion;GO:0014911|positive regulation of smooth muscle cell migration;GO:0008593|regulation of Notch signaling pathway;GO:0003073|regulation of systemic arterial blood pressure;GO:0032355|response to estradiol;GO:0001666|response to hypoxia;GO:0009612|response to mechanical stimulus;GO:0014850|response to muscle activity;GO:0001501|skeletal system development;	GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005578|proteinaceous extracellular matrix;GO:0005802|trans-Golgi network;	GO:0050839|cell adhesion molecule binding;GO:0008201|heparin binding;GO:0046872|metal ion binding;	.	.	204.2148644	206.8069312	253.8360714	267.79097	211.7945705	443.2448829	15.89666939	46.28892033	6.78614503	49.69659069	29.04671747	21.77453172	277.5236992	166.8298516	187.7090553	195.257381	149.4292343	202.8299663	11.34971514	34.41554064	6.36769768	12.54693665	4.55699404	8.101754194	259.7108476	185.3375198	246.6927995	201.2654732	175.8756879	272.9119732	16.66113689	9.298471057	21.51146282	9.594672373	11.6925374	16.49957187	204.7926323	292.8400185	139.3107705	274.9732435	211.6420605	178.030758	26.7434626	38.13526469	8.161666997	21.14771734	12.39190453	9.005562453
LOC101730495	protein_coding	chrNC_030684.1:105420837-105423919:+	gi|512862940|ref|XP_004917389.1|	1369	0	PREDICTED: C-reactive protein-like isoform X1 [Xenopus tropicalis]	gi|847159907|ref|XM_004917332.2|	1547	0	PREDICTED: Xenopus (Silurana) tropicalis C-reactive protein-like (LOC101730495), transcript variant X1, mRNA	Q07203	183	4.00E-52	C-reactive protein	.	.	.	.	pfam00354	Pentaxin	Pentaxin family. Pentaxins are also known as pentraxins.	GO:0006953|acute-phase response;	GO:0005576|extracellular region;	GO:0046872|metal ion binding;	.	.	4.673448855	5.369630095	7.733797899	8.005403039	6.613854747	6.827349574	8.042398302	10.01853455	13.11292924	5.968649767	10.03335176	5.001915556	7.24979811	1.986042855	5.823184969	6.825787615	4.03861946	4.161819079	1.850243152	3.799164923	7.847639712	5.366727024	7.955566945	3.53288551	5.013938417	4.430203714	2.038011365	3.942173465	7.253136714	3.82949777	5.559068659	5.992185822	2.912399344	7.675345706	5.955473145	3.778041606	8.932063866	4.142854149	4.798139149	5.327034915	5.203485972	6.411981875	4.101655591	9.530675995	4.812704593	11.10251118	5.20041768	8.402306007
mmp2	protein_coding	chrNC_030680.1:45322370-45354092:+	gi|62752843|ref|NP_001015789.1|	3410	0	72 kDa type IV collagenase precursor [Xenopus tropicalis]	gi|62752842|ref|NM_001015789.1|	2620	0	Xenopus (Silurana) tropicalis matrix metallopeptidase 2 (mmp2), mRNA	P08253	1101	0	72 kDa type IV collagenase	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0001525|angiogenesis;GO:0001955|blood vessel maturation;GO:0060346|bone trabecula formation;GO:0044267|cellular protein metabolic process;GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0007566|embryo implantation;GO:0035987|endodermal cell differentiation;GO:0048013|ephrin receptor signaling pathway;GO:0022617|extracellular matrix disassembly;GO:0060325|face morphogenesis;GO:0001957|intramembranous ossification;GO:0045089|positive regulation of innate immune response;GO:1904707|positive regulation of vascular smooth muscle cell proliferation;GO:0006508|proteolysis;GO:0001666|response to hypoxia;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;GO:0005578|proteinaceous extracellular matrix;GO:0030017|sarcomere;	GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K01398	MMP2; matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]	54.75833869	110.4222945	106.1972781	100.2248961	73.34027654	124.6749089	177.419968	112.591413	140.7632703	160.7680642	141.7739807	98.69872604	90.76106189	48.65353401	64.11352386	74.41017085	71.03563392	65.87868268	153.0912247	131.5440264	154.8631907	80.84029735	146.1275104	142.6058675	69.53426759	91.76610698	77.56658938	73.84389263	86.4035268	50.34050985	122.6855211	113.312793	66.20650715	140.7784443	101.6704438	103.7775096	51.18890799	107.9667239	38.16512218	105.8948123	88.07661332	75.27141	104.139783	197.8064729	150.3145633	211.2251831	170.9689977	137.8214737
dpt	protein_coding	chrNC_030678.1:68364301-68390621:-	gi|71896109|ref|NP_001025599.1|	896	2.00E-114	dermatopontin precursor [Xenopus tropicalis]	gi|71896108|ref|NM_001030428.1|	1728	0	Xenopus (Silurana) tropicalis dermatopontin (dpt), mRNA	Q9QZZ6	298	6.00E-96	Dermatopontin	.	.	.	.	pfam14704	DERM	Dermatopontin. Members of this family mediate cell adhesion via cell surface integrin binding. They also induce haemagglutination and aggregation of amebocytes.	GO:0007155|cell adhesion;GO:0030199|collagen fibril organization;GO:0008285|negative regulation of cell proliferation;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	.	.	.	23.18592726	53.12769578	54.14186752	39.49656459	33.93075133	54.51918493	157.7486191	156.8110061	147.8173674	133.5184638	150.6015425	111.0604556	41.45366453	17.25051939	27.5164645	33.53311357	27.23746552	25.64520644	128.6620793	148.2591792	108.746085	77.44282798	105.5632345	117.546134	35.02760849	50.51846713	37.28901805	37.76702139	43.91302178	28.65400245	110.4989848	117.0379617	84.33738829	120.1655062	81.83568884	93.68291944	30.30035535	35.56648868	13.46491682	27.926885	52.05812183	35.93037931	115.8232549	184.2050175	142.1836702	193.3396839	187.1794497	145.992855
dcn	protein_coding	chrNC_030679.1:46045982-46203793:-	gi|154147680|ref|NP_001093704.1|	1756	0	decorin precursor [Xenopus tropicalis]	gi|847107955|ref|XM_012958377.1|	2934	0	PREDICTED: Xenopus (Silurana) tropicalis decorin (dcn), transcript variant X2, mRNA	Q9DE68	533	2.00E-180	Decorin	alr0124_1	60.8	1.00E-08	COG4886	pfam13855	LRR_8	Leucine rich repeat.	.	GO:0005578|proteinaceous extracellular matrix;	.	K04660	DCN; decorin	78.67234814	167.3501375	130.8386019	129.953797	84.59892103	118.7958548	399.4261036	189.2468867	236.7016491	212.0043463	241.7685339	164.2122303	113.8165117	40.54747333	69.13956228	86.49554065	88.14066498	76.98552816	262.5348481	133.9064315	235.9154132	116.6302376	196.4109623	211.6774458	83.4343944	129.420711	83.98761865	105.8643433	98.62698192	75.25382342	186.9345786	180.598545	110.9414101	212.8489899	113.2966092	124.3863619	57.84545028	119.5556711	37.01360542	91.31879637	103.8246937	91.81153878	169.0626025	309.1039296	188.3053828	306.5370747	252.8036368	211.8684277
wnt2b	protein_coding	chrNC_030678.1:73920456-73969630:+	gi|512812637|ref|XP_004910783.1|	2108	0	PREDICTED: protein Wnt-2b [Xenopus tropicalis]	gi|847091982|ref|XM_004910726.2|	2860	0	PREDICTED: Xenopus (Silurana) tropicalis wingless-type MMTV integration site family, member 2B (wnt2b), transcript variant X1, mRNA	P87387	727	0	Protein Wnt-2b-A	.	.	.	.	pfam00110	wnt	wnt family. Wnt genes have been identified in vertebrates and invertebrates but not in plants, unicellular eukaryotes or prokaryotes. In humans, 19 WNT proteins are known. Because of their insolubility little is known about Wnt protein structure, but all have 23 or 24 Cys residues whose spacing is highly conserved. Signal transduction by Wnt proteins (including the Wnt/beta-catenin, the Wnt/Ca++, and the Wnt/polarity pathway) is mediated by receptors of the Frizzled and LDL-receptor-related protein (LRP) families.	GO:0007275|multicellular organism development;GO:0016055|Wnt signaling pathway;	GO:0005578|proteinaceous extracellular matrix;	.	K00182	WNT2; wingless-type MMTV integration site family, member 2	6.99650377	4.385333205	10.84291207	4.285425391	2.550119098	5.338118364	15.96732302	7.263255534	10.16004929	7.591959853	7.407848772	3.780819838	6.109081645	1.228253661	7.046665926	7.417180717	2.536198685	1.811225339	11.82135247	8.936616756	9.640836087	4.557838058	8.926435089	6.457288651	5.374679908	5.636479211	7.153412208	7.804947856	5.933465576	9.373580477	7.003724009	6.050333145	3.255928703	7.597819725	5.163507282	5.931398248	5.020012581	7.182919763	2.582714427	7.543084378	6.091962191	5.675642628	8.50112063	11.09159646	11.3569915	10.17352281	8.888131386	7.61397795
col8a1	protein_coding	chrNC_030678.1:23657814-23704186:-	gi|301623466|ref|XP_002941034.1|	991	6.00E-117	PREDICTED: collagen alpha-1(VIII) chain [Xenopus tropicalis]	gi|847106556|ref|XM_002940988.3|	2900	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VIII, alpha 1 (col8a1), mRNA	P14282	285	4.00E-81	Collagen alpha-1(VIII) chain	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0001525|angiogenesis;GO:0007155|cell adhesion;	GO:0005604|basement membrane;GO:0005581|collagen trimer;	.	.	.	9.920093111	7.824019682	6.865954042	11.64979601	1.432524492	14.85205423	4.362393974	4.808065604	1.633763439	5.564930714	1.781257581	4.744489412	2.226800083	6.140989599	2.512892815	3.347014386	1.252289721	3.403664314	0.614196722	2.600578821	0.672218111	1.276862388	0.49166587	1.410508748	4.219619227	2.803974023	4.829004805	2.576788392	2.287162305	5.476163975	2.205945675	1.031103755	1.159970263	0.591430697	0.610332536	1.077549846	2.328528449	17.08391872	3.328117025	21.30240618	3.835844084	3.27618438	0.504607782	7.2994397	0.4257327	3.597546169	0.899432746	1.440916689
