GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
il1b	protein_coding	chrNC_030679.1:108320062-108324881:-	gi|301605960|ref|XP_002932618.1|	1484	0	PREDICTED: interleukin-1 beta [Xenopus tropicalis]	gi|847115698|ref|XM_002932572.3|	1286	0	PREDICTED: Xenopus (Silurana) tropicalis interleukin-1 beta (LOC100487038), mRNA	Q9WVG1	116	3.00E-28	Interleukin-1 beta	.	.	.	.	pfam02394	IL1_propep	Interleukin-1 propeptide. The Interleukin-1 cytokines are translated as precursor proteins. The N terminal approx. 115 amino acids form a propeptide that is cleaved off to release the active interleukin-1.	GO:0000187|activation of MAPK activity;GO:0035690|cellular response to drug;GO:0071260|cellular response to mechanical stimulus;GO:0071407|cellular response to organic cyclic compound;GO:0019221|cytokine-mediated signaling pathway;GO:0035234|ectopic germ cell programmed cell death;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0001660|fever generation;GO:0030213|hyaluronan biosynthetic process;GO:0006955|immune response;GO:0032611|interleukin-1 beta production;GO:0031663|lipopolysaccharide-mediated signaling pathway;GO:0000165|MAPK cascade;GO:0070487|monocyte aggregation;GO:0070164|negative regulation of adiponectin secretion;GO:0008285|negative regulation of cell proliferation;GO:2001240|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;GO:0010829|negative regulation of glucose transport;GO:0046627|negative regulation of insulin receptor signaling pathway;GO:0050995|negative regulation of lipid catabolic process;GO:0043407|negative regulation of MAP kinase activity;GO:0030593|neutrophil chemotaxis;GO:0045766|positive regulation of angiogenesis;GO:0060559|positive regulation of calcidiol 1-monooxygenase activity;GO:0051781|positive regulation of cell division;GO:0045080|positive regulation of chemokine biosynthetic process;GO:0031622|positive regulation of fever generation;GO:0032725|positive regulation of granulocyte macrophage colony-stimulating factor production;GO:0034116|positive regulation of heterotypic cell-cell adhesion;GO:0032729|positive regulation of interferon-gamma production;GO:0045086|positive regulation of interleukin-2 biosynthetic process;GO:0045410|positive regulation of interleukin-6 biosynthetic process;GO:2000778|positive regulation of interleukin-6 secretion;GO:0032757|positive regulation of interleukin-8 production;GO:0046330|positive regulation of JNK cascade;GO:0050996|positive regulation of lipid catabolic process;GO:0051044|positive regulation of membrane protein ectodomain proteolysis;GO:0045840|positive regulation of mitotic nuclear division;GO:0071639|positive regulation of monocyte chemotactic protein-1 production;GO:0035505|positive regulation of myosin light chain kinase activity;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0051092|positive regulation of NF-kappaB transcription factor activity;GO:0045429|positive regulation of nitric oxide biosynthetic process;GO:0050766|positive regulation of phagocytosis;GO:0032308|positive regulation of prostaglandin secretion;GO:0042102|positive regulation of T cell proliferation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0010575|positive regulation of vascular endothelial growth factor production;GO:0043491|protein kinase B signaling;GO:1903140|regulation of establishment of endothelial barrier;GO:0050796|regulation of insulin secretion;GO:0050999|regulation of nitric-oxide synthase activity;GO:0033198|response to ATP;GO:0009743|response to carbohydrate;GO:0030730|sequestering of triglyceride;	GO:0005776|autophagosome;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005764|lysosome;GO:0030141|secretory granule;	.	.	.	3.831457319	3.259294468	2.504946779	5.797728983	1.942371787	4.23726231	2.448515402	4.897663091	5.944555557	4.679705249	0.947255883	2.824550528	2.456817068	8.64986448	1.276314928	3.934108487	1.71701869	1.562389904	6.227225923	85.82397466	2.906787746	4.654044575	3.670831782	2.487833781	2.846677802	4.088078155	5.01999808	2.259423452	7.400003277	4.97803562	11.77640598	6.222565262	16.7249969	9.110204401	7.182801014	18.27966507	2.667625798	2.043248417	5.500968331	6.071887619	2.695762947	2.678743511	3.000050108	2.802453675	2.689860255	6.648251644	9.915621355	7.594662908
prf1	protein_coding	chrNW_016683496.1:365689-374562:+	gi|512869777|ref|XP_002942100.2|	2866	0	PREDICTED: perforin-1-like [Xenopus tropicalis]	gi|847165088|ref|XM_002942054.3|	962	0	PREDICTED: Xenopus (Silurana) tropicalis perforin-1-like (LOC100491518), mRNA	P10820	374	3.00E-119	Perforin-1	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0019835|cytolysis;GO:0002357|defense response to tumor cell;GO:0051607|defense response to virus;GO:0002418|immune response to tumor cell;GO:0001771|immunological synapse formation;GO:0051260|protein homooligomerization;	GO:0044194|cytolytic granule;GO:0031904|endosome lumen;GO:0005576|extracellular region;GO:0016021|integral component of membrane;GO:0016020|membrane;GO:0005886|plasma membrane;	GO:0005509|calcium ion binding;GO:0022829|wide pore channel activity;	K07818	PRF1; perforin 1	19.92357806	3.570128235	5.794201033	3.807526743	5.407563055	8.081843676	5.410088954	2.689491027	5.788716747	4.185528375	1.097620291	5.735842092	1.547045215	9.351739198	2.751394635	3.390769196	1.817398244	2.556576604	3.855898292	3.096323784	2.352788199	3.298042148	2.698513928	5.233636788	2.380348183	1.855734611	2.078109036	2.051918002	3.209000209	2.341804107	4.051083659	4.073973695	5.227276908	6.038109925	1.983002084	5.484449285	2.814167375	2.155490863	3.548124574	4.799633379	3.473854271	5.989670491	4.9798927	2.686680179	4.329137947	9.545733143	7.883854413	8.662712345
penk	protein_coding	chrNC_030682.1:100990380-100999169:-	gi|349585135|ref|NP_001015744.2|	1414	0	proenkephalin-A preproprotein [Xenopus tropicalis]	gi|349585134|ref|NM_001015744.2|	1390	0	Xenopus (Silurana) tropicalis proenkephalin (penk), mRNA	P01212	511	3.00E-180	Proenkephalin-A-A	.	.	.	.	pfam01160	Opiods_neuropep	Vertebrate endogenous opioids neuropeptide.	GO:0007218|neuropeptide signaling pathway;	GO:0005576|extracellular region;	.	.	.	14.50992182	27.00043472	15.64786997	15.0874932	9.971773433	23.46475682	0.326288051	0.84512246	0.135800362	0.092651431	0.04935343	0.586279413	27.12378768	28.17690979	21.35247329	24.30842993	26.8033554	31.392888	0.189677097	0.0	0.056421779	0.138215079	0.398231164	0.189444343	28.26677015	24.74034678	19.37238132	24.42440003	35.38424414	35.21129917	0.045538261	0.049676548	0.048839362	0.047217	0.362316242	0.045352264	16.46072253	19.28277719	18.93183975	23.10508297	23.55155438	8.839211202	0.70710328	0.318353978	0.47549431	0.619976673	0.138902148	0.049461644
col4a2	protein_coding	chrNC_030678.1:113644049-113761497:-	gi|512822856|ref|XP_002933063.2|	6619	0	PREDICTED: collagen alpha-2(IV) chain [Xenopus tropicalis]	gi|847104841|ref|XM_004911987.2|	5843	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type IV, alpha 2 (col4a2), transcript variant X1, mRNA	P08122	72.4	5.00E-11	Collagen alpha-2(IV) chain	.	.	.	.	pfam01413	C4	C-terminal tandem repeated domain in type 4 procollagen. Duplicated domain in C-terminus of type 4 collagens. Mutations in alpha-5 collagen IV are associated with X-linked Alport syndrome.	GO:0001525|angiogenesis;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0038063|collagen-activated tyrosine kinase receptor signaling pathway;GO:0035987|endodermal cell differentiation;GO:0030198|extracellular matrix organization;GO:0016525|negative regulation of angiogenesis;GO:0006351|transcription, DNA-templated;	GO:0005604|basement membrane;GO:0005587|collagen type IV trimer;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0043231|intracellular membrane-bounded organelle;	GO:0005201|extracellular matrix structural constituent;	K06237	COL4A; collagen, type IV, alpha	2.448826252	4.256943263	1.612651301	3.911643697	1.571445235	3.162215206	10.2106924	16.49633279	12.74748739	15.1295273	5.596327961	12.07669157	4.065809163	6.62113059	3.226475952	4.181047293	3.03257081	4.622466625	18.07519155	19.73756372	16.39113078	18.65169745	22.50831672	14.84629945	6.277077906	2.189472827	4.449817208	2.871588969	6.116026795	2.437323506	14.73365744	18.80759296	19.61197139	17.76578412	14.5258554	16.15038992	1.897298079	3.696237419	2.053243615	3.565471045	3.066505269	2.329734791	13.68369391	17.6339941	10.85037463	9.385377269	16.40136335	13.55797603
tgfbi	protein_coding	chrNC_030679.1:26592857-26628941:+	gi|118403632|ref|NP_001072329.1|	3627	0	transforming growth factor-beta-induced protein ig-h3 precursor [Xenopus tropicalis]	gi|118403631|ref|NM_001078861.1|	2703	0	Xenopus tropicalis transforming growth factor beta induced (tgfbi), mRNA	P55906	1066	0	Transforming growth factor-beta-induced protein ig-h3	all4894	95.5	2.00E-21	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:0007155|cell adhesion;GO:0008283|cell proliferation;	GO:0005578|proteinaceous extracellular matrix;	GO:0050840|extracellular matrix binding;	K19519	TGFBI, BIGH3; transforming growth factor-beta-induced protein	62.72268828	64.75744461	105.838533	48.3761995	48.58713462	85.98653967	28.02630549	53.57918482	19.23929954	55.70765156	87.56053081	24.09790208	127.3358435	58.43766342	32.57259516	93.08945522	89.58974071	63.35707782	15.69698228	21.87112941	13.54661832	15.67453478	22.98793422	32.58933546	74.32532252	23.72097371	108.4926717	93.98882701	114.804788	52.88638823	21.37854811	15.60676111	17.01533934	27.61786693	13.44188599	30.85954052	107.898225	75.84153653	72.47945273	110.6044797	162.7446164	146.9548911	16.78458583	39.42578433	25.62619005	33.1327256	23.36850396	19.32930512
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	1.183176205	1.945658019	1.051394824	5.200443723	3.174024504	3.945986056	12.68735543	21.72783678	7.362268899	38.24209217	16.19177499	24.24796963	2.787717927	9.807295129	2.212621339	2.200571153	2.460222794	6.985564981	12.85392191	6.648318861	11.47855387	8.729168672	6.092960835	24.64395156	11.24308742	2.798152309	6.143342092	7.32551053	5.037170536	3.672310421	27.30958965	14.13214894	15.25881489	18.07706726	9.188475392	19.39096499	1.352941431	1.984624723	2.187558375	3.287958651	2.79361019	2.173728014	7.298109527	22.41918606	8.265035599	20.41736917	6.857607049	7.823372309
c9	protein_coding	chrNC_030677.1:183624473-183642059:+	gi|166796971|gb|AAI59018.1|	3203	0	c9 protein, partial [Xenopus tropicalis]	gi|847090069|ref|XM_004910445.2|	2021	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 9 (c9), mRNA	Q3MHN2	513	2.00E-173	Complement component C9	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0006957|complement activation, alternative pathway;GO:0006958|complement activation, classical pathway;GO:0019835|cytolysis;	GO:0072562|blood microparticle;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005579|membrane attack complex;	.	K04000	C9; complement component 9	6.946293724	6.102508792	2.352407834	8.134015646	5.259108569	6.569675711	3.71885809	7.709302199	4.9190954	8.507106733	4.175139032	7.537304361	8.448686462	22.54168645	4.518697959	11.09681664	4.466309391	6.468779362	14.93718873	19.57991982	20.91625993	11.78760566	11.36663272	16.48240777	7.365021717	5.796301205	10.94877331	10.1837503	12.09192025	8.980198828	12.24620941	8.712445528	19.11308251	13.73685271	19.62396916	19.21445944	4.631452449	6.151964973	8.836661894	5.2775121	9.11879827	6.201006255	5.835963736	9.008515198	10.69403408	9.28254192	10.57241683	7.65419554
tfpi2	protein_coding	chrNC_030682.1:24332695-24343724:-	gi|62751741|ref|NP_001015766.1|	1023	6.00E-132	tissue factor pathway inhibitor 2 precursor [Xenopus tropicalis]	gi|62751740|ref|NM_001015766.1|	2027	0	Xenopus (Silurana) tropicalis tissue factor pathway inhibitor 2 (tfpi2), mRNA	Q7YRQ8	236	1.00E-70	Tissue factor pathway inhibitor 2	.	.	.	.	pfam00014	Kunitz_BPTI	Kunitz/Bovine pancreatic trypsin inhibitor domain. Indicative of a protease inhibitor, usually a serine protease inhibitor. Structure is a disulfide rich alpha+beta fold. BPTI (bovine pancreatic trypsin inhibitor) is an extensively studied model structure. Certain family members are similar to the tick anticoagulant peptide (TAP). This is a highly selective inhibitor of factor Xa in the blood coagulation pathways. TAP molecules are highly dipolar, and are arranged to form a twisted two- stranded antiparallel beta-sheet followed by an alpha helix.	GO:0007596|blood coagulation;	GO:0005576|extracellular region;GO:0005634|nucleus;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	14.97046964	10.88795443	11.69790501	10.94245397	8.279275895	10.79363857	227.0418916	118.8049555	225.1429751	164.9686832	96.75926279	156.0830161	19.44795461	20.79729447	10.88786255	17.28561833	10.31084352	11.09336621	352.1635569	151.4097748	285.4994922	212.4966495	250.4863219	194.6701846	10.16753672	6.465774886	12.38920734	14.04940044	22.59001703	11.03316686	289.572789	385.3809539	365.2218087	303.5179556	375.9754932	306.3969422	13.61177888	9.67838715	8.664635737	11.75155535	15.36602401	14.94140666	308.6814543	164.8231782	277.2870756	264.4070755	451.9029826	366.1442736
grem1	protein_coding	chrNC_030684.1:90329424-90343248:-	gi|148225953|ref|NP_001083746.1|	850	1.00E-109	gremlin-1 precursor [Xenopus laevis]	gi|154147687|ref|NM_001100231.1|	1287	0	Xenopus (Silurana) tropicalis gremlin 1, DAN family BMP antagonist (grem1), mRNA	O73754	330	9.00E-111	Gremlin-1	.	.	.	.	pfam03045	DAN	DAN domain. This domain contains 9 conserved cysteines and is extracellular. Therefore the cysteines may form disulphide bridges. This family of proteins has been termed the DAN family after the first member to be reported. This family includes DAN, Cerberus and Gremlin. The gremlin protein is an antagonist of bone morphogenetic protein signaling. It is postulated that all members of this family antagonise different TGF beta pfam00019 ligands. Recent work shows that the DAN protein is not an efficient antagonist of BMP-2/4 class signals, we found that DAN was able to interact with GDF-5 in a frog embryo assay, suggesting that DAN may regulate signaling by the GDF-5/6/7 class of BMPs in vivo.	GO:0048263|determination of dorsal identity;GO:0007399|nervous system development;GO:0014032|neural crest cell development;GO:0014029|neural crest formation;GO:0039022|pronephric duct development;GO:0035582|sequestering of BMP in extracellular matrix;GO:0032525|somite rostral/caudal axis specification;	GO:0005615|extracellular space;	GO:0036122|BMP binding;GO:0016015|morphogen activity;	.	.	5.736814671	3.285961061	4.596110046	3.318655996	3.941827973	4.018152308	10.72341661	6.98128188	10.99776375	7.270951784	10.92951372	5.332983659	13.87027448	3.355559114	2.716487767	5.336823472	7.355801091	3.68486398	16.21057049	3.639916591	16.98326104	4.75468424	16.96370824	5.345978712	3.821718719	1.569767774	8.239727339	8.078985315	13.93640402	4.30145766	6.755722458	6.408389941	4.357770446	10.76094778	6.718822661	9.945930378	3.170066481	2.85089077	6.174230697	4.811869275	6.967107155	6.366556375	12.26374846	12.56497532	14.15928648	6.71613733	11.94579957	10.63444474
fbn1	protein_coding	chrNC_030679.1:93845661-93969772:-	gi|512827448|ref|XP_002936615.2|	14414	0	PREDICTED: fibrillin-1 [Xenopus tropicalis]	gi|847111608|ref|XM_002936569.3|	10642	0	PREDICTED: Xenopus (Silurana) tropicalis fibrillin 1 (fbn1), mRNA	P98133	97.1	3.00E-18	Fibrillin-1	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0034199|activation of protein kinase A activity;GO:0009653|anatomical structure morphogenesis;GO:0042593|glucose homeostasis;GO:0006006|glucose metabolic process;GO:0010737|protein kinase A signaling;GO:0090287|regulation of cellular response to growth factor stimulus;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005622|intracellular;GO:0001527|microfibril;	GO:0005509|calcium ion binding;GO:0005201|extracellular matrix structural constituent;GO:0008201|heparin binding;GO:0005179|hormone activity;	K06825	FBN1; fibrillin 1	4.285817321	4.940636365	2.775377593	6.093669282	4.000825932	4.692186471	30.01522444	44.97909937	24.96849115	33.33392482	17.89486191	25.23494138	4.275003657	5.961227626	2.376377985	3.387448825	3.182126225	5.438037745	22.53868141	10.59651496	19.12386574	14.83948367	23.27011346	18.35400064	5.57771562	1.607550597	4.153016673	3.938063401	5.856855657	2.844185124	20.63941854	12.10750323	15.4885303	18.59418937	9.896583726	26.69795986	3.512449168	5.389475696	3.878642725	4.7662142	4.254638536	4.214032892	23.93302966	47.8010887	20.56966403	40.22736474	32.22133043	27.0626583
nid1	protein_coding	chrNC_030681.1:60252309-60300053:+	gi|512842629|ref|XP_002935874.2|	6427	0	PREDICTED: nidogen-1 isoform X1 [Xenopus tropicalis]	gi|847131246|ref|XM_002935828.3|	5418	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 1 (nid1), transcript variant X1, mRNA	P14543	1304	0	Nidogen-1	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007160|cell-matrix adhesion;GO:0022617|extracellular matrix disassembly;GO:0030198|extracellular matrix organization;GO:0032836|glomerular basement membrane development;GO:0010811|positive regulation of cell-substrate adhesion;	GO:0005605|basal lamina;GO:0005604|basement membrane;GO:0071944|cell periphery;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;GO:0043236|laminin binding;GO:0043394|proteoglycan binding;	K06826	NID; nidogen (entactin)	3.455677373	3.576386913	3.020763002	6.025969802	3.098681091	4.805918771	11.64304454	15.5626103	14.94600461	19.12479191	3.252357288	17.62747064	3.052531198	5.311040421	2.918431946	3.246693536	2.66480681	4.117830886	8.526353259	6.406535038	8.266829395	8.211014531	9.525546071	6.724764926	4.270765885	1.908492137	4.215366724	3.109979693	4.785711017	2.546683352	8.672820332	7.34602676	8.472014049	9.666176796	8.328020047	13.96772888	2.711028681	4.488888278	3.795919089	4.266958622	4.23030119	4.14354226	13.21600376	22.46238273	9.389656948	13.14348371	13.1588928	10.77535374
pyy	protein_coding	chrNC_030686.1:13751554-13785955:+	gi|847168416|ref|XP_012808008.1|	495	2.00E-59	PREDICTED: pancreatic prohormone isoform X1 [Xenopus tropicalis]	gi|847168417|ref|XM_012952555.1|	1680	0	PREDICTED: Xenopus (Silurana) tropicalis peptide YY (pyy), transcript variant X2, mRNA	Q76CL2	94	6.00E-23	Peptide YY	.	.	.	.	pfam00159	Hormone_3	Pancreatic hormone peptide.	GO:0007218|neuropeptide signaling pathway;	GO:0005576|extracellular region;	.	.	.	48.08841874	48.31418541	26.16888095	41.74573571	54.39038827	33.9921009	0.033175363	0.031657645	0.0	0.032971195	0.105378292	0.128390781	69.2973924	16.81192651	56.29221955	51.04992924	44.69825687	61.88241094	0.0	0.031708385	0.0	0.131161604	0.035428912	0.606745708	52.7022328	47.21291014	31.9517713	52.75532793	47.55548972	62.68193021	0.064821487	0.070712137	0.069520444	0.033605545	0.0	0.032278365	27.00207348	42.57973001	35.72953573	37.34898946	40.21732405	23.56014126	0.033550898	0.0	0.20305287	0.033942557	0.0	0.0
col12a1	protein_coding	chrNC_030681.1:82007932-82160037:-	gi|512841700|ref|XP_002936246.2|	15050	0	PREDICTED: collagen alpha-1(XII) chain isoform X1 [Xenopus tropicalis]	gi|512841699|ref|XM_002936200.2|	10383	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type XII, alpha 1 (col12a1), transcript variant X1, mRNA	P13944	162	4.00E-38	Collagen alpha-1(XII) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	.	K08132	COL12A; collagen, type XII, alpha	22.52763635	20.3919362	11.105229	19.28200914	12.74466135	19.17053478	88.13332102	76.70896147	60.43135772	103.4819397	73.17667448	90.17087184	14.68821029	19.87865947	10.85795515	15.99429192	10.41448211	14.09148646	72.9740573	50.48892487	68.53092352	99.18907005	70.99167412	121.2223053	17.71702192	6.469857354	15.25049521	10.29473485	19.17887416	10.41084652	88.85413519	76.12956888	85.33064677	78.15300313	63.40679955	69.23397748	18.17771252	21.66084958	21.49957803	20.67217297	30.57606147	18.30689032	65.09756762	75.84271393	113.6524433	85.35245813	97.68984038	80.37370929
fstl1	protein_coding	chrNW_016683629.1:37140-43868:+	gi|113931544|ref|NP_001039221.1|	1085	2.00E-139	follistatin-related protein 1 precursor [Xenopus tropicalis]	gi|113931543|ref|NM_001045756.1|	2043	0	Xenopus tropicalis follistatin like 1 (fstl1), mRNA	Q58D84	302	2.00E-94	Follistatin-related protein 1	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	GO:0042594|response to starvation;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	.	.	12.18697474	10.12152218	6.538970546	15.64710225	7.298935684	12.8639081	84.14206191	117.452013	73.65490162	131.7327292	73.45378505	116.4763035	10.70197885	16.20975175	7.496840617	7.893120822	7.36593833	11.73899861	69.0210228	21.35790609	59.39077007	37.12701124	72.48755363	77.94522407	15.68538805	4.584642547	14.56014613	9.802659589	14.83587706	8.471852584	71.34580126	32.7853733	57.59228781	76.52472024	22.58488162	99.79091594	8.485097314	15.28010166	10.44370155	18.51881625	12.84828209	10.22455221	65.52490395	173.047601	50.35711171	142.0496003	90.39278292	79.11370534
col6a3	protein_coding	chrNC_030685.1:55178804-55266755:-	gi|512867316|ref|XP_002932067.2|	11604	0	PREDICTED: collagen alpha-3(VI) chain isoform X1 [Xenopus tropicalis]	gi|847166752|ref|XM_002932021.3|	11067	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VI, alpha 3 (col6a3), transcript variant X1, mRNA	P15989	1061	0	Collagen alpha-3(VI) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	7.039800871	6.909781147	4.725007097	10.64799587	4.947537533	8.877134814	42.1601257	56.29151677	27.04322446	79.52515548	33.81717737	63.36645331	6.849043689	9.328716709	3.892814346	4.643740744	4.493687382	6.436169212	24.16643541	7.65968063	15.55345771	17.71100279	21.48048395	30.37618004	9.69701709	2.57263534	8.145008614	5.050525906	10.64395867	4.982787019	37.79132524	19.59589009	27.39266902	27.07571565	11.88747872	37.91036232	4.830970376	8.314970017	8.099862748	10.80911692	9.644689215	8.847437067	22.37840052	59.08080481	23.30716902	53.43672895	34.90031507	46.17817387
igfbp5	protein_coding	chrNC_030685.1:80037309-80055187:+	gi|847163481|ref|XP_012825854.1|	1320	5.00E-164	PREDICTED: insulin-like growth factor-binding protein 5 isoform X1 [Xenopus tropicalis]	gi|847163480|ref|XM_012970400.1|	6100	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor binding protein 5 (igfbp5), transcript variant X1, mRNA	Q90WV8	330	2.00E-111	Insulin-like growth factor-binding protein 5	.	.	.	.	pfam00086	Thyroglobulin_1	Thyroglobulin type-1 repeat. Thyroglobulin type 1 repeats are thought to be involved in the control of proteolytic degradation. The domain usually contains six conserved cysteines. These form three disulphide bridges. Cysteines 1 pairs with 2, 3 with 4 and 5 with 6.	GO:0009952|anterior/posterior pattern specification;GO:0048009|insulin-like growth factor receptor signaling pathway;GO:0007399|nervous system development;GO:0001558|regulation of cell growth;	GO:0005576|extracellular region;	GO:0005520|insulin-like growth factor binding;	.	.	6.013869464	9.316411764	4.204514847	1.939999796	3.277792154	2.221741219	18.08134451	17.98320124	18.73404464	19.67849013	19.60517736	18.51036657	7.150516517	3.572052549	4.170493851	7.44320417	6.468739247	3.206854345	20.17540239	13.89441069	23.67173628	27.45755199	21.60995936	17.21807388	4.095761778	1.747539144	3.480084608	4.134426689	8.48963244	1.505335919	16.57612075	27.03889785	25.50476905	19.6701412	20.83637334	18.38742405	5.410395984	3.765460619	8.493572582	3.939964237	12.43920126	6.318313333	18.715269	21.96926973	27.09344152	16.36075155	20.33189858	13.50037187
