GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
tnfsf11	protein_coding	chrNC_030678.1:129629524-129641108:+	gi|301617319|ref|XP_002938089.1|	1578	0	PREDICTED: tumor necrosis factor ligand superfamily member 11 [Xenopus tropicalis]	gi|847103818|ref|XM_002938043.3|	3434	0	PREDICTED: Xenopus (Silurana) tropicalis tumor necrosis factor (ligand) superfamily, member 11 (tnfsf11), mRNA	O14788	218	2.00E-61	Tumor necrosis factor ligand superfamily member 11	.	.	.	.	pfam00229	TNF	TNF(tumor Necrosis Factor) family.	GO:0007257|activation of JUN kinase activity;GO:0009887|animal organ morphogenesis;GO:0045453|bone resorption;GO:0055074|calcium ion homeostasis;GO:0019722|calcium-mediated signaling;GO:0019221|cytokine-mediated signaling pathway;GO:0070371|ERK1 and ERK2 cascade;GO:0006955|immune response;GO:0060749|mammary gland alveolus development;GO:0033598|mammary gland epithelial cell proliferation;GO:0002548|monocyte chemotaxis;GO:0001503|ossification;GO:0030316|osteoclast differentiation;GO:0002158|osteoclast proliferation;GO:0038001|paracrine signaling;GO:0045780|positive regulation of bone resorption;GO:0051466|positive regulation of corticotropin-releasing hormone secretion;GO:0071848|positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling;GO:0071812|positive regulation of fever generation by positive regulation of prostaglandin secretion;GO:0034112|positive regulation of homotypic cell-cell adhesion;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:1902533|positive regulation of intracellular signal transduction;GO:0043406|positive regulation of MAP kinase activity;GO:0051092|positive regulation of NF-kappaB transcription factor activity;GO:2001206|positive regulation of osteoclast development;GO:0045672|positive regulation of osteoclast differentiation;GO:0051897|positive regulation of protein kinase B signaling;GO:0051091|positive regulation of DNA binding transcription factor activity;GO:0050870|positive regulation of T cell activation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0051260|protein homooligomerization;GO:0071847|TNFSF11-mediated signaling pathway;GO:0033209|tumor necrosis factor-mediated signaling pathway;	GO:0005737|cytoplasm;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;GO:0005886|plasma membrane;	GO:0005125|cytokine activity;GO:0005164|tumor necrosis factor receptor binding;GO:0032813|tumor necrosis factor receptor superfamily binding;	K05473	TNFSF11, RANKL; tumor necrosis factor ligand superfamily member 11	1.248386662	2.299355258	1.002235127	1.872592801	1.026999906	2.769132572	0.052135121	0.122017443	0.017598539	0.081792624	0.154065768	0.101547599	2.803963421	2.172669225	1.034478823	2.588720925	1.122558354	1.247854056	0.231627537	0.069813094	0.056501708	0.107164448	0.020995906	0.018338577	2.32052866	5.100741736	14.05878399	1.312829326	3.703973539	2.694165373	0.121750034	0.304210917	0.486209516	0.233863226	0.088976743	0.102968398	2.928271909	1.478141249	1.044665969	2.3250173	1.014104084	1.20666902	0.07117242	0.06745654	0.103904263	0.085233041	0.23084817	0.05034892
nid1	protein_coding	chrNC_030681.1:60252309-60300053:+	gi|512842629|ref|XP_002935874.2|	6427	0	PREDICTED: nidogen-1 isoform X1 [Xenopus tropicalis]	gi|847131246|ref|XM_002935828.3|	5418	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 1 (nid1), transcript variant X1, mRNA	P14543	1304	0	Nidogen-1	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007160|cell-matrix adhesion;GO:0022617|extracellular matrix disassembly;GO:0030198|extracellular matrix organization;GO:0032836|glomerular basement membrane development;GO:0010811|positive regulation of cell-substrate adhesion;	GO:0005605|basal lamina;GO:0005604|basement membrane;GO:0071944|cell periphery;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;GO:0043236|laminin binding;GO:0043394|proteoglycan binding;	K06826	NID; nidogen (entactin)	44.71574299	43.56852341	31.69946339	37.09053044	34.11418387	27.86874904	17.17656591	16.75504025	14.07897493	23.08242206	23.78257056	21.80677064	28.10137882	38.37773055	30.29297133	28.72545124	30.69769449	33.22915384	15.38372134	10.43255345	16.45460216	17.43765303	11.21905858	18.56851733	32.02197176	28.07287317	30.33994468	28.24322144	28.21672078	25.5607358	20.86639613	16.15271751	9.296175976	17.63937285	13.47356641	13.27334455	30.26908113	49.53218094	30.18857636	53.75611715	36.05846426	39.54636156	19.78881997	28.13348199	26.23380632	39.36841667	33.06327019	33.93615126
LOC101733634	protein_coding	chrNC_030683.1:32196004-32205067:+	gi|512852418|ref|XP_004915979.1|	590	4.00E-75	PREDICTED: beta-microseminoprotein-like isoform X2 [Xenopus tropicalis]	gi|847147041|ref|XM_012966838.1|	647	0	PREDICTED: Xenopus (Silurana) tropicalis beta-microseminoprotein-like (LOC101733634), transcript variant X1, mRNA	O02826	86.3	6.00E-20	Beta-microseminoprotein	.	.	.	.	pfam05825	PSP94	Beta-microseminoprotein (PSP-94). This family consists of the mammalian specific protein beta-microseminoprotein. Prostatic secretory protein of 94 amino acids (PSP94), also called beta-microseminoprotein, is a small, nonglycosylated protein, rich in cysteine residues. It was first isolated as a major protein from human seminal plasma. The exact function of this protein is unknown.	.	GO:0005576|extracellular region;	.	.	.	6.561923996	10.17093639	4.081630087	40.20827893	7.888839523	4.959925238	0.1877675	0.188336795	3.517706893	0.0	0.0	1.737213958	15.14794233	167.1520142	5.58859842	23.30855138	9.686247673	16.37178285	0.208554823	10.65458738	3.968133098	0.868406949	0.680561166	6.241478553	18.89524313	32.14855251	15.24056595	5.319255265	67.87208276	32.57075048	1.785278398	1.160081283	10.21480991	0.0	0.961363876	0.18542317	10.8056681	14.27179714	9.290287796	4.521785831	9.416218815	7.040333263	0.384497067	1.093267949	19.27217077	0.920914429	9.531548821	20.03745137
il1b	protein_coding	chrNC_030679.1:108320062-108324881:-	gi|301605960|ref|XP_002932618.1|	1484	0	PREDICTED: interleukin-1 beta [Xenopus tropicalis]	gi|847115698|ref|XM_002932572.3|	1286	0	PREDICTED: Xenopus (Silurana) tropicalis interleukin-1 beta (LOC100487038), mRNA	Q9WVG1	116	3.00E-28	Interleukin-1 beta	.	.	.	.	pfam02394	IL1_propep	Interleukin-1 propeptide. The Interleukin-1 cytokines are translated as precursor proteins. The N terminal approx. 115 amino acids form a propeptide that is cleaved off to release the active interleukin-1.	GO:0000187|activation of MAPK activity;GO:0035690|cellular response to drug;GO:0071260|cellular response to mechanical stimulus;GO:0071407|cellular response to organic cyclic compound;GO:0019221|cytokine-mediated signaling pathway;GO:0035234|ectopic germ cell programmed cell death;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0001660|fever generation;GO:0030213|hyaluronan biosynthetic process;GO:0006955|immune response;GO:0032611|interleukin-1 beta production;GO:0031663|lipopolysaccharide-mediated signaling pathway;GO:0000165|MAPK cascade;GO:0070487|monocyte aggregation;GO:0070164|negative regulation of adiponectin secretion;GO:0008285|negative regulation of cell proliferation;GO:2001240|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;GO:0010829|negative regulation of glucose transport;GO:0046627|negative regulation of insulin receptor signaling pathway;GO:0050995|negative regulation of lipid catabolic process;GO:0043407|negative regulation of MAP kinase activity;GO:0030593|neutrophil chemotaxis;GO:0045766|positive regulation of angiogenesis;GO:0060559|positive regulation of calcidiol 1-monooxygenase activity;GO:0051781|positive regulation of cell division;GO:0045080|positive regulation of chemokine biosynthetic process;GO:0031622|positive regulation of fever generation;GO:0032725|positive regulation of granulocyte macrophage colony-stimulating factor production;GO:0034116|positive regulation of heterotypic cell-cell adhesion;GO:0032729|positive regulation of interferon-gamma production;GO:0045086|positive regulation of interleukin-2 biosynthetic process;GO:0045410|positive regulation of interleukin-6 biosynthetic process;GO:2000778|positive regulation of interleukin-6 secretion;GO:0032757|positive regulation of interleukin-8 production;GO:0046330|positive regulation of JNK cascade;GO:0050996|positive regulation of lipid catabolic process;GO:0051044|positive regulation of membrane protein ectodomain proteolysis;GO:0045840|positive regulation of mitotic nuclear division;GO:0071639|positive regulation of monocyte chemotactic protein-1 production;GO:0035505|positive regulation of myosin light chain kinase activity;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0051092|positive regulation of NF-kappaB transcription factor activity;GO:0045429|positive regulation of nitric oxide biosynthetic process;GO:0050766|positive regulation of phagocytosis;GO:0032308|positive regulation of prostaglandin secretion;GO:0042102|positive regulation of T cell proliferation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0010575|positive regulation of vascular endothelial growth factor production;GO:0043491|protein kinase B signaling;GO:1903140|regulation of establishment of endothelial barrier;GO:0050796|regulation of insulin secretion;GO:0050999|regulation of nitric-oxide synthase activity;GO:0033198|response to ATP;GO:0009743|response to carbohydrate;GO:0030730|sequestering of triglyceride;	GO:0005776|autophagosome;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005764|lysosome;GO:0030141|secretory granule;	.	.	.	5.724992556	9.808865785	5.89700626	9.574064335	2.852471715	5.982467965	0.093610832	0.234736631	0.284390351	0.484645072	0.138315828	0.136749783	9.858239101	5.552689373	2.955035414	10.23488811	3.905227686	2.968034629	0.259935699	0.235035724	0.0	0.673464174	0.113097132	0.098783091	10.46180959	25.97871906	28.04172101	6.650787187	40.26334864	20.04313193	0.327911064	0.915727921	0.970011018	0.242256573	0.431356146	0.87819971	6.378359714	4.997549121	4.112204247	9.309508949	4.737099616	4.333251345	0.287534507	0.181681641	0.046641134	0.275471206	0.177641885	0.361614533
LOC101730495	protein_coding	chrNC_030684.1:105420837-105423919:+	gi|512862940|ref|XP_004917389.1|	1369	0	PREDICTED: C-reactive protein-like isoform X1 [Xenopus tropicalis]	gi|847159907|ref|XM_004917332.2|	1547	0	PREDICTED: Xenopus (Silurana) tropicalis C-reactive protein-like (LOC101730495), transcript variant X1, mRNA	Q07203	183	4.00E-52	C-reactive protein	.	.	.	.	pfam00354	Pentaxin	Pentaxin family. Pentaxins are also known as pentraxins.	GO:0006953|acute-phase response;	GO:0005576|extracellular region;	GO:0046872|metal ion binding;	.	.	8.042398302	10.01853455	13.11292924	5.968649767	10.03335176	5.001915556	0.70773904	0.41757932	0.421591385	1.097279504	0.820179181	1.175794729	1.850243152	3.799164923	7.847639712	5.366727024	7.955566945	3.53288551	0.971053904	0.334489109	0.857253026	0.513447246	0.653872493	0.702911612	5.559068659	5.992185822	2.912399344	7.675345706	5.955473145	3.778041606	0.999993997	0.685900246	0.301976281	1.33596592	0.852612306	0.616678869	4.101655591	9.530675995	4.812704593	11.10251118	5.20041768	8.402306007	0.511502886	1.090794492	1.3690243	0.653390871	1.65906267	1.125750222
LOC101732593	protein_coding	chrNC_030682.1:4869522-4872931:-	gi|512849524|ref|XP_004915576.1|	774	7.00E-102	PREDICTED: cathelicidin-related peptide Oh-Cath-like [Xenopus tropicalis]	gi|847136883|ref|XM_004915519.2|	633	0	PREDICTED: Xenopus (Silurana) tropicalis cathelicidin-related peptide Oh-Cath-like (LOC101732593), mRNA	.	.	.	.	.	.	.	.	pfam00666	Cathelicidins	Cathelicidin. A novel protein family, showing a conserved proregion and a variable carboxyl-terminal antimicrobial domain. This region shows similarity to cystatins.	.	.	.	.	.	17.02437611	116.618857	40.68855032	160.1456502	21.96377519	95.50178428	0.503945639	2.931746639	2.041320415	7.589945865	0.099281471	1.766832876	252.2087754	67.23493345	35.72520882	144.2669418	34.63217447	21.89946714	7.388519687	6.984423105	0.873845931	11.39453805	0.608848409	0.638148042	101.1325979	207.2685719	602.2133873	93.81534716	92.60435167	164.7327514	2.824448355	12.97300078	28.09419079	5.008000674	3.921883181	6.569029309	126.1201054	81.25878866	10.81251286	83.24352705	37.40257683	48.70818638	5.882083066	4.303495014	0.502176837	5.140979577	0.860687441	4.185447713
c7	protein_coding	chrNC_030677.1:182893667-182929038:-	gi|847090059|ref|XP_012823262.1|	4152	0	PREDICTED: complement component C7 [Xenopus tropicalis]	gi|847090058|ref|XM_012967808.1|	2014	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 7 (c7), mRNA	Q9TUQ3	841	0	Complement component C7	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0006957|complement activation, alternative pathway;GO:0006958|complement activation, classical pathway;GO:0019835|cytolysis;	GO:0005576|extracellular region;GO:0005579|membrane attack complex;	.	K03996	C7; complement component 7	10.76652044	9.656400873	5.934144303	17.86113	8.219571883	6.211576152	2.766712383	3.137070489	2.679947926	6.046616706	4.455316256	5.998123713	9.901990731	20.68145037	8.61440368	6.041898542	7.014824897	9.063824311	3.901385289	1.570533821	3.102732463	2.348984387	1.278922813	4.163576279	9.684076794	7.0840256	6.020082843	6.707299836	5.982348496	8.824074607	3.828469733	1.684580739	1.495780905	2.714576757	1.453501738	2.518347263	7.022255349	17.41546657	9.300309822	11.22260461	8.379593754	8.619754725	3.768775044	8.451420006	3.644036744	8.991248433	4.770915555	3.113370103
abcb6	protein_coding	chrNC_030685.1:77841741-77861436:-	gi|118404630|ref|NP_001072643.1|	3835	0	ATP-binding cassette sub-family B member 6, mitochondrial [Xenopus tropicalis]	gi|118404629|ref|NM_001079175.1|	5558	0	Xenopus tropicalis ATP binding cassette subfamily B member 6 (Langereis blood group) (abcb6), mRNA	Q08D64	1481	0	ATP-binding cassette sub-family B member 6, mitochondrial	YPO2588	494	2.00E-154	COG5265	pfam00005	ABC_tran	ABC transporter. ABC transporters for a large family of proteins responsible for translocation of a variety of compounds across biological membranes. ABC transporters are the largest family of proteins in many completely sequenced bacteria. ABC transporters are composed of two copies of this domain and two copies of a transmembrane domain pfam00664. These four domains may belong to a single polypeptide or belong in different polypeptide chains.	GO:0006879|cellular iron ion homeostasis;GO:0055085|transmembrane transport;	GO:0005783|endoplasmic reticulum;GO:0005794|Golgi apparatus;GO:0016021|integral component of membrane;GO:0005743|mitochondrial inner membrane;GO:0005741|mitochondrial outer membrane;GO:0005886|plasma membrane;	GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;	K05661	ABCB6; ATP-binding cassette, subfamily B (MDR/TAP), member 6	11.99594151	14.46992984	14.82774519	11.11518199	16.39400657	20.39835464	2.559492866	3.136462975	3.072772714	2.267566276	2.783594634	2.278359748	9.499835449	7.65180919	15.90853149	11.5234063	14.63996178	14.36406067	5.762878673	10.80550644	4.882502178	5.320586696	7.19200951	4.521888795	9.446870126	7.506724587	7.104767038	11.34251554	10.34071025	10.82752546	3.361410619	4.209718924	3.252231871	4.279956159	5.597589142	2.939262342	12.39135957	8.58271131	12.16732034	9.40002139	12.52390506	13.03806057	4.648259095	2.742246034	3.15062912	2.930962109	3.87905221	2.751417755
kitlg	protein_coding	chrNC_030679.1:45163481-45200603:-	gi|847110277|ref|XP_012814626.1|	1520	0	PREDICTED: kit ligand isoform X1 [Xenopus tropicalis]	gi|847110276|ref|XM_012959172.1|	4614	0	PREDICTED: Xenopus (Silurana) tropicalis KIT ligand (kitlg), transcript variant X1, mRNA	Q09108	166	3.00E-43	Kit ligand	.	.	.	.	pfam02404	SCF	Stem cell factor. Stem cell factor (SCF) is a homodimer involved in hematopoiesis. SCF binds to and activates the SCF receptor (SCFR), a receptor tyrosine kinase. The crystal structure of human SCF has been resolved and a potential receptor-binding site identified.	GO:0007155|cell adhesion;GO:0035234|ectopic germ cell programmed cell death;GO:0035162|embryonic hemopoiesis;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0008584|male gonad development;GO:0033026|negative regulation of mast cell apoptotic process;GO:0001755|neural crest cell migration;GO:0045740|positive regulation of DNA replication;GO:1902035|positive regulation of hematopoietic stem cell proliferation;GO:0002687|positive regulation of leukocyte migration;GO:0043406|positive regulation of MAP kinase activity;GO:0070668|positive regulation of mast cell proliferation;GO:0045636|positive regulation of melanocyte differentiation;GO:0002763|positive regulation of myeloid leukocyte differentiation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0046579|positive regulation of Ras protein signal transduction;	GO:0005737|cytoplasm;GO:0005856|cytoskeleton;GO:0005615|extracellular space;GO:0030175|filopodium;GO:0016021|integral component of membrane;GO:0030027|lamellipodium;GO:0005886|plasma membrane;	.	K05461	KITLG; KIT ligand	24.40453739	14.36267224	29.6044103	17.95303624	17.83190148	9.837617467	3.97384975	3.636257934	4.235993977	4.606899134	4.573675313	5.092219672	18.91387146	15.052729	14.02200085	11.62337722	17.43799932	15.46010279	3.825281045	2.758675207	3.460455426	3.611249333	2.29103105	3.207595386	15.67730585	21.83988922	13.25575714	19.39888417	10.46837103	15.03915721	2.888676099	4.982104147	3.525388388	5.340448868	3.669417062	2.960387896	13.41633997	25.54880334	23.09495548	31.99868775	17.56984999	19.15659215	3.212119631	5.236396074	4.765776687	5.963234942	5.516859293	4.268601606
crispld2	protein_coding	chrNC_030680.1:64499673-64533829:-	gi|73853836|ref|NP_001027499.1|	2724	0	cysteine-rich secretory protein LCCL domain-containing 2 precursor [Xenopus tropicalis]	gi|73853835|ref|NM_001032328.1|	4415	0	Xenopus (Silurana) tropicalis cysteine-rich secretory protein LCCL domain containing 2 (crispld2), mRNA	Q4V9Y5	1053	0	Cysteine-rich secretory protein LCCL domain-containing 2	YJL078c_1	64.3	2.00E-10	COG2340	pfam03815	LCCL	LCCL domain.	.	GO:0005576|extracellular region;	.	.	.	80.78816726	59.28917777	60.65034207	52.07169558	41.04285764	36.60683214	5.703751477	6.042944977	5.524881096	6.055603496	8.08996693	6.947074817	39.09642404	86.51557322	42.78612078	46.37128577	42.18047271	28.40391938	3.921019621	5.801586686	6.165660941	6.131934345	4.035940951	6.342165296	52.18335624	42.77502282	40.68893444	35.46089856	35.83933097	31.81285922	6.073500723	4.776697087	2.20692337	6.825456864	4.152656446	4.739399433	62.39082624	99.24825393	65.44403566	76.1141677	61.88855137	57.11356791	4.630076234	4.62899307	6.730352545	7.426429166	9.176702134	5.846442898
col5a2	protein_coding	chrNC_030685.1:39677783-39793267:+	gi|512867119|ref|XP_002931546.2|	2285	0	PREDICTED: collagen alpha-2(V) chain [Xenopus tropicalis]	gi|847166874|ref|XM_002931500.3|	6892	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 2 (col5a2), mRNA	P05997	58.2	1.00E-06	Collagen alpha-2(V) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030198|extracellular matrix organization;GO:0048592|eye morphogenesis;GO:1903225|negative regulation of endodermal cell differentiation;GO:0001503|ossification;GO:0001501|skeletal system development;GO:0043588|skin development;	GO:0005588|collagen type V trimer;GO:0005788|endoplasmic reticulum lumen;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	122.3019215	78.76266917	78.6221553	95.18466465	81.46134241	68.46959032	17.06110043	11.83652905	7.001731986	17.54624427	15.31489779	24.49574215	90.04630851	89.34054063	79.22255743	58.18868823	80.8911258	93.73499192	6.745582149	4.654314284	6.946428609	6.42425447	4.0751064	10.46111928	77.57876984	80.98863606	64.99443271	85.76779296	69.69107423	73.46770179	13.64342721	8.245250087	3.785590077	9.091668132	5.022997244	7.003120829	64.60964951	127.2394313	78.19190888	116.9952528	81.09442915	83.14531787	7.337434565	15.44101537	8.779927807	26.83528346	16.05513592	19.87835957
eln1	protein_coding	chrNC_030678.1:37685141-37763603:-	gi|847100706|ref|XP_012812664.1|	324	4.00E-27	PREDICTED: elastin isoform X26 [Xenopus tropicalis]	gi|847100625|ref|XM_012957183.1|	5503	0	PREDICTED: Xenopus (Silurana) tropicalis elastin (eln), transcript variant X1, mRNA	Q99372	68.6	5.00E-10	Elastin	.	.	.	.	pfam03940	MSSP	Male specific sperm protein. This family of drosophila proteins are typified by the repetitive motif C-G-P.	GO:0007568|aging;GO:0035904|aorta development;GO:0001974|blood vessel remodeling;GO:0071280|cellular response to copper ion;GO:0071549|cellular response to dexamethasone stimulus;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071456|cellular response to hypoxia;GO:0071298|cellular response to L-ascorbic acid;GO:0071407|cellular response to organic cyclic compound;GO:0071300|cellular response to retinoic acid;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0048251|elastic fiber assembly;GO:0042493|response to drug;GO:0055093|response to hyperoxia;	GO:0071953|elastic fiber;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0030023|extracellular matrix constituent conferring elasticity;	K14211	ELN; elastin	203.9725964	113.1658535	96.05806859	152.2277471	114.0781422	91.33569141	5.323148944	1.924490718	3.175115384	3.138608063	2.984774324	6.095653661	102.1702252	80.78763064	86.8095006	89.04746011	80.71437002	172.5620439	1.507353187	4.018380804	1.496133762	2.597175659	0.734997817	3.728384282	112.3195008	82.33537863	92.08437119	72.00904909	96.39433305	73.65508293	2.657938933	2.108200999	0.860728396	2.434236295	1.880850358	1.432591876	74.37195297	204.2588854	83.20291124	138.1042256	93.12470137	92.73639612	1.856656364	2.985849482	2.984490307	6.529776795	8.236645918	6.880726457
wnt2b	protein_coding	chrNC_030678.1:73920456-73969630:+	gi|512812637|ref|XP_004910783.1|	2108	0	PREDICTED: protein Wnt-2b [Xenopus tropicalis]	gi|847091982|ref|XM_004910726.2|	2860	0	PREDICTED: Xenopus (Silurana) tropicalis wingless-type MMTV integration site family, member 2B (wnt2b), transcript variant X1, mRNA	P87387	727	0	Protein Wnt-2b-A	.	.	.	.	pfam00110	wnt	wnt family. Wnt genes have been identified in vertebrates and invertebrates but not in plants, unicellular eukaryotes or prokaryotes. In humans, 19 WNT proteins are known. Because of their insolubility little is known about Wnt protein structure, but all have 23 or 24 Cys residues whose spacing is highly conserved. Signal transduction by Wnt proteins (including the Wnt/beta-catenin, the Wnt/Ca++, and the Wnt/polarity pathway) is mediated by receptors of the Frizzled and LDL-receptor-related protein (LRP) families.	GO:0007275|multicellular organism development;GO:0016055|Wnt signaling pathway;	GO:0005578|proteinaceous extracellular matrix;	.	K00182	WNT2; wingless-type MMTV integration site family, member 2	15.96732302	7.263255534	10.16004929	7.591959853	7.407848772	3.780819838	0.022409274	0.0	0.0	0.0	0.0	0.0	11.82135247	8.936616756	9.640836087	4.557838058	8.926435089	6.457288651	0.024890155	0.045011713	0.024286167	0.0	0.0	0.0	7.003724009	6.050333145	3.255928703	7.597819725	5.163507282	5.931398248	0.0	0.02307515	0.0	0.023197289	0.0	0.022129488	8.50112063	11.09159646	11.3569915	10.17352281	8.888131386	7.61397795	0.022944066	0.0	0.0	0.021981465	0.021262633	0.51939624
c1ql1	protein_coding	chrNC_030686.1:6561657-6590110:-	gi|313760697|ref|NP_001186529.1|	678	4.00E-82	C1q-related factor precursor [Xenopus tropicalis]	gi|313760696|ref|NM_001199600.1|	1319	0	Xenopus (Silurana) tropicalis complement component 1, q subcomponent-like 1 (c1ql1), mRNA	O88992	191	4.00E-55	C1q-related factor	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0099558|maintenance of synapse structure;GO:0061743|motor learning;GO:0016322|neuron remodeling;	GO:0044301|climbing fiber;GO:0005581|collagen trimer;GO:0005737|cytoplasm;GO:0098793|presynapse;GO:0043083|synaptic cleft;	GO:0005102|receptor binding;	.	.	5.476572673	5.08984985	5.045546934	9.23189385	2.792200976	3.422737477	0.451326227	0.316886227	0.22852203	0.424840172	0.311202535	0.483495612	12.99432063	7.619495482	4.599785228	7.326406291	3.198784354	3.409098351	0.701808171	0.362617134	0.489127146	0.603009668	0.109055118	0.476263255	8.734122681	20.59216081	10.36245429	7.26546569	12.04595229	8.063501072	0.677553746	0.650631899	0.140301524	0.467196979	0.369724243	0.534829551	11.9683489	13.43585855	3.714800877	8.654756058	4.897009662	13.83045077	0.415887332	0.656956739	0.404767903	0.885420179	0.813642157	0.610208687
crp.1	protein_coding	chrNC_030684.1:105623428-105626400:-	gi|512879712|ref|XP_002934127.2|	1273	4.00E-171	PREDICTED: C-reactive protein-like [Xenopus tropicalis]	gi|847172473|ref|XM_002934081.3|	1628	0	PREDICTED: Xenopus (Silurana) tropicalis C-reactive protein-like (LOC100494488), mRNA	Q07203	186	4.00E-53	C-reactive protein	.	.	.	.	pfam00354	Pentaxin	Pentaxin family. Pentaxins are also known as pentraxins.	GO:0006953|acute-phase response;	GO:0005576|extracellular region;	GO:0046872|metal ion binding;	.	.	2.688230193	11.27653974	3.861001434	8.272710732	4.164341105	7.28126617	0.118681055	1.230089155	0.08012308	0.446865056	0.233811522	0.693492757	4.624792556	7.581294279	2.604663016	7.970656724	2.448930923	1.660108977	0.04393999	0.675424529	0.257242422	2.642797286	0.095590696	0.208730855	11.56021224	15.4446422	36.58060638	3.415475944	25.02945135	14.92121926	1.187799995	1.507226818	1.68071688	0.081902959	0.445605148	1.054793599	5.609601969	4.2597691	3.402499373	6.809939491	3.859556028	3.186377057	0.28353116	0.230338395	0.906694468	0.659686982	0.187680615	2.292298516
