GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lliv1	Lliv2	Lliv3	Lliv4	Lliv5	Lliv6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMliv1	LMliv2	LMliv3	LMliv4	LMliv5	LMliv6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mliv1	Mliv2	Mliv3	Mliv4	Mliv5	Mliv6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLliv1	MLliv2	MLliv3	MLliv4	MLliv5	MLliv6
igfbp5	protein_coding	chrNC_030685.1:80037309-80055187:+	gi|847163481|ref|XP_012825854.1|	1320	5.00E-164	PREDICTED: insulin-like growth factor-binding protein 5 isoform X1 [Xenopus tropicalis]	gi|847163480|ref|XM_012970400.1|	6100	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor binding protein 5 (igfbp5), transcript variant X1, mRNA	Q90WV8	330	2.00E-111	Insulin-like growth factor-binding protein 5	.	.	.	.	pfam00086	Thyroglobulin_1	Thyroglobulin type-1 repeat. Thyroglobulin type 1 repeats are thought to be involved in the control of proteolytic degradation. The domain usually contains six conserved cysteines. These form three disulphide bridges. Cysteines 1 pairs with 2, 3 with 4 and 5 with 6.	GO:0009952|anterior/posterior pattern specification;GO:0048009|insulin-like growth factor receptor signaling pathway;GO:0007399|nervous system development;GO:0001558|regulation of cell growth;	GO:0005576|extracellular region;	GO:0005520|insulin-like growth factor binding;	.	.	6.013869464	9.316411764	4.204514847	1.939999796	3.277792154	2.221741219	5.073122765	1.436823807	2.403386057	2.320291165	4.30403272	1.773948867	7.150516517	3.572052549	4.170493851	7.44320417	6.468739247	3.206854345	2.890847055	3.529433927	5.00018024	1.166565004	4.586660926	1.945337246	4.095761778	1.747539144	3.480084608	4.134426689	8.48963244	1.505335919	2.067435216	5.693687389	1.270537298	5.781085261	1.440293946	3.302294686	5.410395984	3.765460619	8.493572582	3.939964237	12.43920126	6.318313333	1.870530091	2.242722329	6.148861677	1.180368104	5.290665473	1.840131
LOC100496716	protein_coding	chrNC_030683.1:74219445-74235579:+	gi|512853816|ref|XP_002942520.2|	1045	8.00E-129	PREDICTED: interleukin-18 [Xenopus tropicalis]	gi|847148398|ref|XM_002942474.3|	2671	0	PREDICTED: Xenopus (Silurana) tropicalis interleukin-18 (LOC100496716), mRNA	Q9TU73	60.1	1.00E-08	Interleukin-18	.	.	.	.	pfam00340	IL1	Interleukin-1 / 18. This family includes interleukin-1 and interleukin-18.	GO:0001525|angiogenesis;GO:0071222|cellular response to lipopolysaccharide;GO:0071407|cellular response to organic cyclic compound;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0042095|interferon-gamma biosynthetic process;GO:0031663|lipopolysaccharide-mediated signaling pathway;GO:0000165|MAPK cascade;GO:0030101|natural killer cell activation;GO:0045662|negative regulation of myoblast differentiation;GO:0042104|positive regulation of activated T cell proliferation;GO:0010628|positive regulation of gene expression;GO:0032725|positive regulation of granulocyte macrophage colony-stimulating factor production;GO:0032729|positive regulation of interferon-gamma production;GO:0032740|positive regulation of interleukin-17 production;GO:0032819|positive regulation of natural killer cell proliferation;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0051142|positive regulation of NK T cell proliferation;GO:0042088|T-helper 1 type immune response;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005622|intracellular;	GO:0005125|cytokine activity;	K05482	IL18, IL1F4; interleukin 18	7.05297614	7.495801309	7.04648743	7.535104748	7.151065889	6.085848138	3.598149869	3.689026773	3.23470328	5.219679581	1.757088298	2.543257052	5.475528098	14.26211108	6.350228659	5.44728804	3.669787485	6.439327186	6.023178346	4.114100324	3.725789571	4.365144363	3.444444456	1.197524446	7.371798831	7.039613129	5.690267442	5.474818039	6.563824546	6.818119495	5.208205849	15.21780199	10.04877963	3.791695807	4.405132891	11.34317095	6.033005796	6.483980804	7.706070042	6.511203353	7.714115605	6.64953997	5.893553249	3.379828363	3.913330188	2.470996477	3.169003144	2.545574052
c3	protein_coding	chrNC_030679.1:130561577-130587377:+	gi|197246359|gb|AAI68633.1|	8682	0	Unknown (protein for IMAGE:7685509), partial [Xenopus tropicalis]	gi|847170837|ref|XM_012953413.1|	5117	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 3 (c3), transcript variant X1, mRNA	Q0ZZJ6	1751	0	A.superbus venom factor 1	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006954|inflammatory response;	GO:0005615|extracellular space;	GO:0004866|endopeptidase inhibitor activity;GO:0046872|metal ion binding;	.	.	10.80560414	12.21537911	4.266307854	22.74027769	6.929052351	2.44836287	3845.629478	2355.663785	2546.853311	2832.542351	2104.242915	2382.314054	15.41694432	317.6258224	3.747035495	23.65599098	11.0081061	9.020817697	5581.367113	4360.059561	2417.071512	1381.579889	2089.186126	726.7056197	8.488263234	5.776605794	14.19040861	9.000277053	100.7915173	9.328490096	3106.071681	3989.098172	4038.825009	6174.914273	4361.503571	5266.741682	2.832734881	6.296420612	11.9306264	1.84450531	11.09993006	6.776699927	3143.536084	3006.857271	2190.185515	2341.643156	1966.384622	2324.2263
insl5	protein_coding	chrNC_030680.1:79760070-79764295:-	gi|512840178|ref|XP_004914375.1|	723	4.00E-89	PREDICTED: insulin-like peptide INSL5 [Xenopus tropicalis]	gi|847119592|ref|XM_004914318.2|	960	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like 5 (insl5), mRNA	Q5CZK5	88.6	6.00E-19	Insulin-like peptide INSL5	.	.	.	.	pfam00049	Insulin	Insulin/IGF/Relaxin family. Superfamily includes insulins; relaxins; insulin-like growth factor; and bombyxin. All are secreted regulatory hormones. Disulfide rich, all-alpha fold. Alignment includes B chain, linker (which is processed out of the final product), and A chain.	GO:2000253|positive regulation of feeding behavior;	GO:0005576|extracellular region;	GO:0001664|G-protein coupled receptor binding;GO:0005179|hormone activity;	K05255	RLN; relaxin	4.246408991	5.871841404	2.907677602	7.209903429	3.075333011	6.029805617	0.072005941	0.0	0.065858457	0.0316615	0.129576068	0.065437064	11.24539616	10.73354629	3.121720838	2.975994105	2.764230425	4.855310659	0.067155466	0.0	0.110424686	0.0	0.031876718	0.0	6.162027571	12.84808013	3.41124682	6.01625216	11.56879383	19.82615902	0.0	0.076297444	0.0	0.033003207	0.0	0.075666266	3.598679508	13.97940868	6.07934117	5.635551854	12.36488974	2.971996466	0.073011345	0.0	0.097821962	0.0	0.17175677	0.28897929
LOC101733520	protein_coding	chrNW_016684970.1:11388-12401:-	gi|847176056|ref|XP_012810718.1|	484	8.00E-61	PREDICTED: C-C motif chemokine 21c-like, partial [Xenopus tropicalis]	gi|847176055|ref|XM_012955264.1|	290	5.00E-149	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 21c-like (LOC101733520), partial mRNA	Q99731	59.3	4.00E-11	C-C motif chemokine 19	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0007257|activation of JUN kinase activity;GO:0007154|cell communication;GO:0048469|cell maturation;GO:0006874|cellular calcium ion homeostasis;GO:0071346|cellular response to interferon-gamma;GO:0071347|cellular response to interleukin-1;GO:0071356|cellular response to tumor necrosis factor;GO:0098586|cellular response to virus;GO:0070098|chemokine-mediated signaling pathway;GO:0002407|dendritic cell chemotaxis;GO:0001768|establishment of T cell polarity;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0001771|immunological synapse formation;GO:0006954|inflammatory response;GO:0072610|interleukin-12 secretion;GO:0048247|lymphocyte chemotaxis;GO:0097029|mature conventional dendritic cell differentiation;GO:0002548|monocyte chemotaxis;GO:0002408|myeloid dendritic cell chemotaxis;GO:2000107|negative regulation of leukocyte apoptotic process;GO:2000147|positive regulation of cell motility;GO:0050921|positive regulation of chemotaxis;GO:0002606|positive regulation of dendritic cell antigen processing and presentation;GO:2000549|positive regulation of dendritic cell dendrite assembly;GO:0045807|positive regulation of endocytosis;GO:0070374|positive regulation of ERK1 and ERK2 cascade;GO:0010560|positive regulation of glycoprotein biosynthetic process;GO:0043547|positive regulation of GTPase activity;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0050718|positive regulation of interleukin-1 beta secretion;GO:0032735|positive regulation of interleukin-12 production;GO:0046330|positive regulation of JNK cascade;GO:0090023|positive regulation of neutrophil chemotaxis;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0043552|positive regulation of phosphatidylinositol 3-kinase activity;GO:0045860|positive regulation of protein kinase activity;GO:0051897|positive regulation of protein kinase B signaling;GO:0048260|positive regulation of receptor-mediated endocytosis;GO:0042102|positive regulation of T cell proliferation;GO:0045627|positive regulation of T-helper 1 cell differentiation;GO:0032760|positive regulation of tumor necrosis factor production;GO:0060491|regulation of cell projection assembly;GO:0051209|release of sequestered calcium ion into cytosol;GO:0071731|response to nitric oxide;GO:0034695|response to prostaglandin E;GO:0009615|response to virus;GO:0031295|T cell costimulation;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005622|intracellular;	GO:0048020|CCR chemokine receptor binding;GO:0031735|CCR10 chemokine receptor binding;GO:0031732|CCR7 chemokine receptor binding;GO:0008009|chemokine activity;GO:0042379|chemokine receptor binding;	K05512	CCL19, ELC; C-C motif chemokine 19	17.12265064	8.749815567	11.68061747	16.04704758	7.930235158	7.962407563	0.0	0.593187705	1.032728731	1.787346239	1.625509435	0.410448343	25.88287653	24.46352703	17.36023027	19.28205108	15.66722624	16.02869344	6.529016534	0.882051512	1.154382205	1.228111365	1.199663809	0.462818205	21.19559272	7.798884682	14.73549875	12.65027818	42.13408762	19.58232745	2.280153592	0.47856914	0.891712729	2.898136831	0.0	1.186525324	7.383497611	13.7882474	27.12072232	10.62498662	27.20610592	15.04037506	1.373872101	0.219632118	0.818106431	1.759494085	1.077329533	0.0
grem1	protein_coding	chrNC_030684.1:90329424-90343248:-	gi|148225953|ref|NP_001083746.1|	850	1.00E-109	gremlin-1 precursor [Xenopus laevis]	gi|154147687|ref|NM_001100231.1|	1287	0	Xenopus (Silurana) tropicalis gremlin 1, DAN family BMP antagonist (grem1), mRNA	O73754	330	9.00E-111	Gremlin-1	.	.	.	.	pfam03045	DAN	DAN domain. This domain contains 9 conserved cysteines and is extracellular. Therefore the cysteines may form disulphide bridges. This family of proteins has been termed the DAN family after the first member to be reported. This family includes DAN, Cerberus and Gremlin. The gremlin protein is an antagonist of bone morphogenetic protein signaling. It is postulated that all members of this family antagonise different TGF beta pfam00019 ligands. Recent work shows that the DAN protein is not an efficient antagonist of BMP-2/4 class signals, we found that DAN was able to interact with GDF-5 in a frog embryo assay, suggesting that DAN may regulate signaling by the GDF-5/6/7 class of BMPs in vivo.	GO:0048263|determination of dorsal identity;GO:0007399|nervous system development;GO:0014032|neural crest cell development;GO:0014029|neural crest formation;GO:0039022|pronephric duct development;GO:0035582|sequestering of BMP in extracellular matrix;GO:0032525|somite rostral/caudal axis specification;	GO:0005615|extracellular space;	GO:0036122|BMP binding;GO:0016015|morphogen activity;	.	.	5.736814671	3.285961061	4.596110046	3.318655996	3.941827973	4.018152308	0.0	0.0	0.138975096	0.0	0.136716281	0.0	13.87027448	3.355559114	2.716487767	5.336823472	7.355801091	3.68486398	0.0	0.0	0.0	0.055089296	0.08968871	0.0	3.821718719	1.569767774	8.239727339	8.078985315	13.93640402	4.30145766	0.0	0.0	0.0	0.046429106	0.0	0.0	3.170066481	2.85089077	6.174230697	4.811869275	6.967107155	6.366556375	0.0	0.0	0.0	0.0	0.14497706	0.05081722
clu	protein_coding	chrNW_016683964.1:36869-39048:+	gi|49522319|gb|AAH75303.1|	796	6.00E-101	MGC89163 protein [Xenopus tropicalis]	gi|56789335|gb|BC088762.1|	702	0	Xenopus tropicalis MGC89163 protein, mRNA (cDNA clone MGC:108473 IMAGE:6998203), complete cds	P14018	185	7.00E-54	Clusterin	.	.	.	.	pfam01093	Clusterin	Clusterin.	GO:0008219|cell death;	GO:0042583|chromaffin granule;GO:0005829|cytosol;GO:0005783|endoplasmic reticulum;GO:0005576|extracellular region;GO:0031966|mitochondrial membrane;GO:0005634|nucleus;	.	.	.	5.50157974	2.605871661	5.587219931	11.27811702	4.33851704	3.618245032	15.11293915	6.698007424	8.105890751	38.64096594	6.463252436	6.612778867	10.6923564	95.88186551	2.835285737	9.6603111	7.335178099	4.221231767	75.78183468	58.48303079	6.771717832	20.29357811	9.168370845	2.867890585	4.206320493	3.634807821	7.42152017	7.17453847	30.24041398	4.003083944	18.32508831	22.53774327	35.73202147	18.89922563	27.05979949	76.2689013	5.315998076	3.826999757	7.83417819	6.246225424	5.70336787	4.463046169	34.33701711	8.256540722	7.435212296	7.541136507	8.455962575	7.394339905
pla2g3	protein_coding	chrNC_030677.1:131647707-131654460:-	gi|847096505|ref|XP_012811325.1|	1158	3.00E-155	PREDICTED: group 3 secretory phospholipase A2 [Xenopus tropicalis]	gi|847096504|ref|XM_012955871.1|	829	0	PREDICTED: Xenopus (Silurana) tropicalis phospholipase A2, group III (pla2g3), mRNA	Q9NZ20	179	7.00E-49	Group 3 secretory phospholipase A2	.	.	.	.	pfam05826	Phospholip_A2_2	Phospholipase A2. This family consists of several phospholipase A2 like proteins mostly from insects.	GO:0001675|acrosome assembly;GO:0050482|arachidonic acid secretion;GO:0060271|cilium assembly;GO:0016042|lipid catabolic process;GO:0019372|lipoxygenase pathway;GO:0043303|mast cell degranulation;GO:0036151|phosphatidylcholine acyl-chain remodeling;GO:0036152|phosphatidylethanolamine acyl-chain remodeling;GO:0036148|phosphatidylglycerol acyl-chain remodeling;GO:0006644|phospholipid metabolic process;GO:0007288|sperm axoneme assembly;	GO:0005814|centriole;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0042629|mast cell granule;GO:0005886|plasma membrane;	GO:0047498|calcium-dependent phospholipase A2 activity;GO:0046872|metal ion binding;GO:0004623|phospholipase A2 activity;	K01047	PLA2G, SPLA2; secretory phospholipase A2 [EC:3.1.1.4]	2.939524873	5.750431857	9.605869997	17.34114612	7.306803072	18.26026993	0.0	0.266085746	0.092650064	0.178166335	0.045572094	0.230143116	2.171384823	9.613223409	6.564845438	5.934915758	7.449505564	11.95333925	0.141712057	0.296745868	0.258910162	0.220357182	0.224221774	0.0	6.058822359	4.215947735	6.474071481	15.05191907	1.718186798	3.893951145	0.092982429	0.483010617	0.399994882	0.092858212	0.272062949	0.532238738	5.86698871	5.025298985	2.652632447	3.666186114	1.958075867	5.748905383	0.205425578	0.049260104	0.091744341	0.098656861	0.048325687	0.0
ag1	protein_coding	chrNC_030685.1:55625444-55632155:+	gi|47498026|ref|NP_998864.1|	925	7.00E-118	anterior gradient protein 1 precursor [Xenopus tropicalis]	gi|47498025|ref|NM_213699.1|	1998	0	Xenopus (Silurana) tropicalis anterior gradient 1 (ag1), mRNA	Q6NVS9	360	2.00E-119	Anterior gradient protein 1	.	.	.	.	pfam13899	Thioredoxin_7	Thioredoxin-like. Thioredoxins are small enzymes that participate in redox reactions, via the reversible oxidation of an active centre disulfide bond.	GO:0030154|cell differentiation;GO:0060548|negative regulation of cell death;	GO:0005783|endoplasmic reticulum;GO:0005576|extracellular region;	GO:0002162|dystroglycan binding;	.	.	69.96042226	64.57573465	55.21675789	74.43031399	99.49906096	77.4020315	0.163396714	0.228908097	0.567897735	0.287386565	1.47017757	0.237584869	77.31223224	458.0812689	87.75204361	82.31434482	68.34892598	75.32646092	0.274301931	4.180281553	0.20046158	0.604250402	0.491878125	0.703234248	83.95780751	87.59525743	80.5631655	88.02533377	60.75692281	129.6814924	0.479945231	0.623286156	0.0	0.778869108	0.409587783	0.549448853	42.43353132	63.00799899	64.15188642	50.05901352	97.13253342	49.84494712	0.298220741	0.286047818	0.147985819	0.095481528	0.311801961	0.229514302
bpi	protein_coding	chrNC_030686.1:30711073-30727760:-	gi|166795971|ref|NP_001107736.1|	2371	0	bactericidal/permeability-increasing protein precursor [Xenopus tropicalis]	gi|166795970|ref|NM_001114264.1|	1586	0	Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), mRNA	P17453	410	2.00E-136	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;	GO:0005615|extracellular space;GO:0016020|membrane;	GO:0001530|lipopolysaccharide binding;	.	.	48.60532088	53.91436841	49.60985962	39.29535219	28.82197735	41.18228943	10.32749033	6.423106756	10.5702823	7.316164171	7.669800463	6.033436538	53.92750206	47.14743299	45.64532415	56.39741927	70.58814207	37.26947064	16.70277899	4.762139811	9.804302428	7.577708422	12.73610545	2.057774309	32.31822045	50.51592966	42.27357836	52.76293873	64.76236341	45.09951276	7.410693747	14.76436709	9.95225064	8.527818147	12.36430763	18.2166535	62.51748549	41.09159814	44.33305423	44.49667064	35.77684497	40.98064082	16.95416635	6.377303043	11.24640365	5.268572714	9.658212072	9.251564361
bpi	protein_coding	chrNC_030686.1:30827952-30849637:-	gi|847168170|ref|XP_012827185.1|	2355	0	PREDICTED: bactericidal permeability-increasing protein isoform X1 [Xenopus tropicalis]	gi|847168169|ref|XM_012971731.1|	2487	0	PREDICTED: Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), transcript variant X1, mRNA	P17213	394	9.00E-128	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;GO:0032715|negative regulation of interleukin-6 production;GO:0032717|negative regulation of interleukin-8 production;GO:0043031|negative regulation of macrophage activation;GO:0032720|negative regulation of tumor necrosis factor production;	GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0001530|lipopolysaccharide binding;	.	.	20.05523065	20.08225282	13.96310888	19.84415291	14.56691634	13.71912575	13.25077414	12.27152257	10.1294584	13.82490234	3.597917471	9.20959595	16.60114812	33.90489047	18.50301372	19.49669586	18.98449528	11.32167403	17.40381849	8.594128056	9.659356154	13.36770365	17.19901137	3.756155529	17.7304776	14.63244797	15.38360138	16.02406647	25.65619051	19.73115403	14.0521887	32.54656905	12.36480738	10.88892476	21.30388883	34.44013164	19.37319654	16.51244253	22.19569099	15.39452509	14.08088293	12.8896124	19.79593024	8.845764072	11.36190913	4.963553352	6.471071257	6.726034053
cfb	protein_coding	chrNC_030684.1:53744892-53777706:-	gi|512861354|ref|XP_002943021.2|	3444	0	PREDICTED: complement factor B-like [Xenopus tropicalis]	gi|847158885|ref|XM_002942975.3|	3130	0	PREDICTED: Xenopus (Silurana) tropicalis complement factor B-like (LOC100491419), mRNA	P04186	448	3.00E-141	Complement factor B	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0008283|cell proliferation;GO:0006957|complement activation, alternative pathway;	GO:0072562|blood microparticle;GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0004252|serine-type endopeptidase activity;	K01335	CFB; component factor B [EC:3.4.21.47]	15.9209124	10.32963438	2.26967675	12.07969241	9.178973995	4.115515558	646.2440926	562.629036	697.7709568	982.9544711	554.1211374	488.2238631	10.32165867	197.5970547	1.863154404	13.49915931	6.82536578	4.068390523	2215.891315	1094.760817	728.5474364	491.9481108	516.9079753	188.4039818	6.501849455	6.515299947	9.427234577	4.076684494	33.95902513	7.229630757	899.4203791	1287.427906	787.312524	1320.665036	822.7545528	2060.370637	3.037459597	5.010965945	5.382790304	3.526618423	8.976125516	8.094545637	896.0077267	865.5155126	716.4719393	625.2510909	573.1447977	583.957015
thbs1	protein_coding	chrNC_030684.1:98501300-98515014:+	gi|301615580|ref|XP_002937245.1|	5815	0	PREDICTED: thrombospondin-1 [Xenopus tropicalis]	gi|847159617|ref|XM_002937199.3|	5537	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 1 (thbs1), mRNA	P35448	2152	0	Thrombospondin-1	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0006954|inflammatory response;GO:0016525|negative regulation of angiogenesis;GO:0006986|response to unfolded protein;	GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0016529|sarcoplasmic reticulum;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;	.	.	44.47452137	32.34540647	35.536414	39.50176241	27.27809828	42.0158286	49.17914711	6.306837677	58.72994189	12.01355774	132.194841	6.92209975	28.62311497	63.40725721	22.35040966	40.14874254	30.6346101	23.35913574	19.86658692	29.65872322	23.73686681	8.477672493	28.66200574	4.932854679	17.62039814	11.35326169	22.8042398	21.08954093	33.73683205	18.46121533	10.2160854	25.94230223	12.52818539	24.85014563	15.33242025	22.81934417	33.2018318	25.99770685	34.83830702	27.83484933	36.36730901	33.50662885	15.42266755	11.48021086	89.08155112	7.383789856	52.83642743	30.73510293
crispld2	protein_coding	chrNC_030680.1:64499673-64533829:-	gi|73853836|ref|NP_001027499.1|	2724	0	cysteine-rich secretory protein LCCL domain-containing 2 precursor [Xenopus tropicalis]	gi|73853835|ref|NM_001032328.1|	4415	0	Xenopus (Silurana) tropicalis cysteine-rich secretory protein LCCL domain containing 2 (crispld2), mRNA	Q4V9Y5	1053	0	Cysteine-rich secretory protein LCCL domain-containing 2	YJL078c_1	64.3	2.00E-10	COG2340	pfam03815	LCCL	LCCL domain.	.	GO:0005576|extracellular region;	.	.	.	4.34607888	5.29289062	5.626450694	3.504383851	4.64585415	3.543406627	0.370834671	0.792260514	1.261730187	0.560921294	1.041025578	0.202202751	5.022494848	15.29866273	1.471794918	4.419432542	2.799163774	3.092739123	1.646267202	8.241637596	1.122221613	1.919914981	2.600403771	0.608005796	2.306743942	1.129623277	3.420810178	2.858981808	5.059927152	1.657562363	1.293487727	3.960796463	0.834655233	1.482124336	1.128768533	1.200231505	3.090055269	3.679338385	4.045049533	3.543204877	4.707643656	4.271751525	0.857308638	0.461650295	1.397173837	0.375611138	1.88233749	0.669716867
tgfbr3	protein_coding	chrNC_030680.1:94552854-94677662:+	gi|512835964|ref|XP_004913781.1|	4224	0	PREDICTED: transforming growth factor beta receptor type 3 isoform X1 [Xenopus tropicalis]	gi|847125798|ref|XM_004913724.2|	7692	0	PREDICTED: Xenopus (Silurana) tropicalis transforming growth factor, beta receptor III (tgfbr3), transcript variant X1, mRNA	P35054	487	5.00E-147	Transforming growth factor beta receptor type 3	.	.	.	.	pfam00100	Zona_pellucida	Zona pellucida-like domain.	GO:0030509|BMP signaling pathway;GO:0016049|cell growth;GO:0001837|epithelial to mesenchymal transition;GO:0006955|immune response;GO:0035556|intracellular signal transduction;GO:0051271|negative regulation of cellular component movement;GO:0032354|response to follicle-stimulating hormone;GO:0007165|signal transduction;GO:0007179|transforming growth factor beta receptor signaling pathway;	GO:0009897|external side of plasma membrane;GO:0031012|extracellular matrix;GO:0016021|integral component of membrane;GO:0005622|intracellular;GO:0005578|proteinaceous extracellular matrix;	GO:0015026|coreceptor activity;GO:0005539|glycosaminoglycan binding;GO:0008201|heparin binding;GO:0050431|transforming growth factor beta binding;GO:0070123|transforming growth factor beta receptor activity, type III;GO:0005160|transforming growth factor beta receptor binding;GO:0005024|transforming growth factor beta-activated receptor activity;	K05843	TGFBR3; transforming growth factor, beta receptor III	3.591813635	6.302221486	3.525994733	3.481286837	2.973341435	2.383309013	49.33157252	14.77127819	50.37673727	5.709394154	24.81539071	4.77444269	4.348696434	3.920851941	3.581885554	4.831035417	4.013701932	2.5855927	39.7270571	5.715072326	44.9064666	7.105436409	44.15079167	7.308122567	4.499163845	2.150495919	2.901588549	2.743884058	5.74397917	2.294041724	9.585408008	32.08010442	5.521950364	70.42912619	8.479183153	18.07654464	4.060858495	4.618274614	6.257096488	2.9004789	6.011614314	5.22442179	69.81019456	25.32773691	53.13216994	16.95062673	37.41383028	54.14911523
gpi	protein_coding	chrNC_030680.1:19407485-19430385:-	gi|58332406|ref|NP_001011010.1|	2989	0	glucose-6-phosphate isomerase [Xenopus tropicalis]	gi|58332405|ref|NM_001011010.1|	2119	0	Xenopus (Silurana) tropicalis glucose-6-phosphate isomerase (gpi), mRNA	P06744	965	0	Glucose-6-phosphate isomerase	HI1576	722	0	COG0166	pfam00342	PGI	Phosphoglucose isomerase. Phosphoglucose isomerase catalyses the interconversion of glucose-6-phosphate and fructose-6-phosphate.	GO:0046185|aldehyde catabolic process;GO:0001525|angiogenesis;GO:0061621|canonical glycolysis;GO:0005975|carbohydrate metabolic process;GO:0034101|erythrocyte homeostasis;GO:0006094|gluconeogenesis;GO:0051156|glucose 6-phosphate metabolic process;GO:0042593|glucose homeostasis;GO:0007599|hemostasis;GO:0006959|humoral immune response;GO:0001701|in utero embryonic development;GO:0007611|learning or memory;GO:0001707|mesoderm formation;GO:0019242|methylglyoxal biosynthetic process;GO:0043154|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0046686|response to cadmium ion;GO:0032355|response to estradiol;GO:0035902|response to immobilization stress;GO:0043278|response to morphine;GO:0035994|response to muscle stretch;GO:0032570|response to progesterone;GO:0033574|response to testosterone;	GO:0060170|ciliary membrane;GO:0005737|cytoplasm;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0016020|membrane;GO:0043209|myelin sheath;GO:0043005|neuron projection;GO:0005654|nucleoplasm;GO:0005886|plasma membrane;	GO:0004347|glucose-6-phosphate isomerase activity;GO:0016866|intramolecular transferase activity;GO:0048029|monosaccharide binding;GO:0031625|ubiquitin protein ligase binding;	K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	103.823851	104.5160421	123.8263321	93.09786866	88.44363565	98.60869282	111.4673955	202.0963752	183.4665885	329.2881209	81.43683869	131.3077871	115.3229368	100.6490657	92.9822615	118.6668582	102.7126075	101.627415	285.6424939	130.3616592	134.002726	242.7124339	208.9921843	69.69459292	84.21951432	84.5076514	119.1947269	89.93796439	119.4211146	97.0341058	136.102025	358.017169	463.5722409	181.0012525	144.6177583	399.7809733	106.6294826	113.3588076	95.95609456	123.8836031	108.599449	134.8455314	250.6993776	206.9134778	100.8148942	161.9119034	106.7943401	157.9677177
