GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6
c7	protein_coding	chrNC_030677.1:182893667-182929038:-	gi|847090059|ref|XP_012823262.1|	4152	0	PREDICTED: complement component C7 [Xenopus tropicalis]	gi|847090058|ref|XM_012967808.1|	2014	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 7 (c7), mRNA	Q9TUQ3	841	0	Complement component C7	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0006957|complement activation, alternative pathway;GO:0006958|complement activation, classical pathway;GO:0019835|cytolysis;	GO:0005576|extracellular region;GO:0005579|membrane attack complex;	.	K03996	C7; complement component 7	2.531924278	4.440546377	2.884226038	15.04788498	2.981742721	3.455849027	8.289802313	16.70895447	7.259192697	20.58964601	6.060025837	11.04088789	6.658399282	10.06073978	4.984448498	5.17718907	3.630449519	6.65228173	4.623220666	16.535993	4.351707869	4.599867773	4.344919224	6.728518588	8.543860944	4.111758218	7.581685863	4.92284622	2.865364725	23.31815773	9.882334299	2.599553527	8.11270186	4.48285818	9.843417496	6.473421888	3.7700739	7.812313723	5.758842393	5.879499637	3.833950623	3.128998186	9.552565029	19.30119638	10.64746635	15.31724889	8.269877146	9.477635366
enpp2	protein_coding	chrNC_030682.1:122888601-122942850:-	gi|847135208|ref|XP_012820111.1|	4946	0	PREDICTED: ectonucleotide pyrophosphatase/phosphodiesterase family member 2 isoform X1 [Xenopus tropicalis]	gi|847135211|ref|XM_012964658.1|	3508	0	PREDICTED: Xenopus (Silurana) tropicalis ectonucleotide pyrophosphatase/phosphodiesterase 2 (enpp2), transcript variant X2, mRNA	Q64610	1380	0	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	SPBC725.05c	214	3.00E-59	COG1524	pfam01663	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase. This family consists of phosphodiesterases, including human plasma-cell membrane glycoprotein PC-1 / alkaline phosphodiesterase i / nucleotide pyrophosphatase (nppase). These enzymes catalyse the cleavage of phosphodiester and phosphosulfate bonds in NAD, deoxynucleotides and nucleotide sugars. Also in this family is ATX an autotaxin, tumor cell motility-stimulating protein which exhibits type I phosphodiesterases activity. The alignment encompasses the active site. Also present with in this family is 60-kDa Ca2+-ATPase form F. odoratum.	GO:0006935|chemotaxis;GO:0006955|immune response;GO:0034638|phosphatidylcholine catabolic process;GO:0009395|phospholipid catabolic process;GO:0010634|positive regulation of epithelial cell migration;GO:2000394|positive regulation of lamellipodium morphogenesis;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0045765|regulation of angiogenesis;GO:0030334|regulation of cell migration;	GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0047391|alkylglycerophosphoethanolamine phosphodiesterase activity;GO:0005509|calcium ion binding;GO:0004622|lysophospholipase activity;GO:0003676|nucleic acid binding;GO:0004551|nucleotide diphosphatase activity;GO:0004528|phosphodiesterase I activity;GO:0030247|polysaccharide binding;GO:0005044|scavenger receptor activity;GO:0008270|zinc ion binding;	K01122	ENPP2; ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]	12.81669886	14.08103833	14.16086654	13.34376424	10.23622796	13.12023132	25.36971365	29.73379223	20.75127109	13.61163079	19.69460167	9.423316832	14.83919848	12.9413461	11.88898559	9.926854807	15.00408211	10.81467097	25.05925152	32.83243933	25.49310915	37.57084982	27.95125806	22.33814474	10.14888292	12.1143548	10.87996605	9.288993111	11.19501148	8.880060227	17.32350781	7.576260895	23.13067595	17.4427732	40.70686572	7.585993802	11.87123708	11.58930782	16.81816353	15.25314472	13.9253028	11.52304095	32.32946757	17.29286772	37.23808719	19.85183951	54.82044284	35.74673361
postn	protein_coding	chrNC_030678.1:148502816-148562230:+	gi|163915007|ref|NP_001106376.1|	4014	0	periostin precursor [Xenopus tropicalis]	gi|163915006|ref|NM_001112905.1|	3244	0	Xenopus (Silurana) tropicalis periostin, osteoblast specific factor (postn), mRNA	Q15063	1044	0	Periostin	MA1996	74.7	1.00E-13	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:1990523|bone regeneration;GO:0007155|cell adhesion;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0071356|cellular response to tumor necrosis factor;GO:0071307|cellular response to vitamin K;GO:0030198|extracellular matrix organization;GO:0001953|negative regulation of cell-matrix adhesion;GO:1900025|negative regulation of substrate adhesion-dependent cell spreading;GO:1990138|neuron projection extension;GO:1904209|positive regulation of chemokine (C-C motif) ligand 2 secretion;GO:0014911|positive regulation of smooth muscle cell migration;GO:0008593|regulation of Notch signaling pathway;GO:0003073|regulation of systemic arterial blood pressure;GO:0032355|response to estradiol;GO:0001666|response to hypoxia;GO:0009612|response to mechanical stimulus;GO:0014850|response to muscle activity;GO:0001501|skeletal system development;	GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005578|proteinaceous extracellular matrix;GO:0005802|trans-Golgi network;	GO:0050839|cell adhesion molecule binding;GO:0008201|heparin binding;GO:0046872|metal ion binding;	.	.	204.2148644	206.8069312	253.8360714	267.79097	211.7945705	443.2448829	2.706754257	2.713327647	0.59717241	5.539438691	1.04097879	2.126986003	277.5236992	166.8298516	187.7090553	195.257381	149.4292343	202.8299663	5.722818047	6.016701304	0.695210762	3.15187854	0.682538926	1.822385327	259.7108476	185.3375198	246.6927995	201.2654732	175.8756879	272.9119732	3.376432458	2.207357895	1.497325136	1.438985791	2.799945137	3.957677465	204.7926323	292.8400185	139.3107705	274.9732435	211.6420605	178.030758	1.453059996	1.636147277	0.900356418	1.605868223	1.23710205	0.69214469
crispld2	protein_coding	chrNC_030680.1:64499673-64533829:-	gi|73853836|ref|NP_001027499.1|	2724	0	cysteine-rich secretory protein LCCL domain-containing 2 precursor [Xenopus tropicalis]	gi|73853835|ref|NM_001032328.1|	4415	0	Xenopus (Silurana) tropicalis cysteine-rich secretory protein LCCL domain containing 2 (crispld2), mRNA	Q4V9Y5	1053	0	Cysteine-rich secretory protein LCCL domain-containing 2	YJL078c_1	64.3	2.00E-10	COG2340	pfam03815	LCCL	LCCL domain.	.	GO:0005576|extracellular region;	.	.	.	8.290145183	12.2135232	15.86548849	10.20303576	4.339094141	8.119777554	4.34607888	5.29289062	5.626450694	3.504383851	4.64585415	3.543406627	12.21764769	10.0535661	7.548030613	9.013837124	8.820899848	4.219722126	5.022494848	15.29866273	1.471794918	4.419432542	2.799163774	3.092739123	9.475062837	15.24103193	11.39603408	14.9246425	14.08579003	9.110401901	2.306743942	1.129623277	3.420810178	2.858981808	5.059927152	1.657562363	6.597049057	8.129190049	3.879809006	9.383316583	10.14960662	7.089697779	3.090055269	3.679338385	4.045049533	3.543204877	4.707643656	4.271751525
pthlh	protein_coding	chrNC_030679.1:1940371-1945023:-	gi|512828504|ref|XP_004912801.1|	759	3.00E-97	PREDICTED: parathyroid hormone-related protein [Xenopus tropicalis]	gi|847112539|ref|XM_004912744.2|	1093	0	PREDICTED: Xenopus (Silurana) tropicalis parathyroid hormone-like hormone (pthlh), mRNA	P17251	121	5.00E-31	Parathyroid hormone-related protein	.	.	.	.	pfam01279	Parathyroid	Parathyroid hormone family.	GO:0007189|adenylate cyclase-activating G-protein coupled receptor signaling pathway;GO:1903042|negative regulation of chondrocyte hypertrophy;GO:0002076|osteoblast development;GO:1902733|regulation of growth plate cartilage chondrocyte differentiation;GO:0003420|regulation of growth plate cartilage chondrocyte proliferation;	GO:0005737|cytoplasm;GO:0005615|extracellular space;GO:0005634|nucleus;	GO:0005179|hormone activity;GO:0051428|peptide hormone receptor binding;	.	.	36.65625097	39.76905053	39.07535163	45.88275145	69.9755471	56.35708271	0.168261621	0.0	0.108742366	0.0	0.227468974	0.105631207	14.59770839	42.34422288	77.3381326	41.30085495	64.27485245	88.7963972	0.0	1.555641553	0.0	0.054425598	0.110850762	0.053160122	24.07985083	36.35553553	32.87175128	58.55411307	33.34959726	83.69865541	0.055134473	0.106114742	0.160672322	0.056888686	0.112921395	0.05356368	28.63081954	43.14429396	58.50832441	33.14763425	41.97970627	67.96413985	0.055972142	0.0	0.10820752	0.108425861	0.107738126	0.056205414
cfb	protein_coding	chrNC_030684.1:53744892-53777706:-	gi|512861354|ref|XP_002943021.2|	3444	0	PREDICTED: complement factor B-like [Xenopus tropicalis]	gi|847158885|ref|XM_002942975.3|	3130	0	PREDICTED: Xenopus (Silurana) tropicalis complement factor B-like (LOC100491419), mRNA	P04186	448	3.00E-141	Complement factor B	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0008283|cell proliferation;GO:0006957|complement activation, alternative pathway;	GO:0072562|blood microparticle;GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0004252|serine-type endopeptidase activity;	K01335	CFB; component factor B [EC:3.4.21.47]	7.118800849	27.50918872	13.52663325	26.31311263	11.03945338	17.98538259	15.9209124	10.32963438	2.26967675	12.07969241	9.178973995	4.115515558	26.11275216	19.32816411	2.586868327	25.47872681	8.174783904	13.90785502	10.32165867	197.5970547	1.863154404	13.49915931	6.82536578	4.068390523	17.61828951	49.02331221	47.55880111	10.10645421	34.58179626	27.13131622	6.501849455	6.515299947	9.427234577	4.076684494	33.95902513	7.229630757	12.37421557	7.192915839	6.178634945	14.36647683	11.82788354	12.09019188	3.037459597	5.010965945	5.382790304	3.526618423	8.976125516	8.094545637
edn1	protein_coding	chrNC_030682.1:85350572-85358429:+	gi|301606183|ref|XP_002932710.1|	1033	1.00E-133	PREDICTED: endothelin-1 [Xenopus tropicalis]	gi|847138916|ref|XM_002932664.3|	1955	0	PREDICTED: Xenopus (Silurana) tropicalis endothelin 1 (edn1), mRNA	P05305	140	1.00E-36	Endothelin-1	.	.	.	.	pfam00322	Endothelin	Endothelin family.	GO:0014824|artery smooth muscle contraction;GO:0007589|body fluid secretion;GO:0019722|calcium-mediated signaling;GO:0051216|cartilage development;GO:0016049|cell growth;GO:0007166|cell surface receptor signaling pathway;GO:0007267|cell-cell signaling;GO:0071277|cellular response to calcium ion;GO:0035690|cellular response to drug;GO:0071398|cellular response to fatty acid;GO:0071385|cellular response to glucocorticoid stimulus;GO:0071456|cellular response to hypoxia;GO:0071346|cellular response to interferon-gamma;GO:0071347|cellular response to interleukin-1;GO:0071389|cellular response to mineralocorticoid stimulus;GO:0071375|cellular response to peptide hormone stimulus;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0071356|cellular response to tumor necrosis factor;GO:0009953|dorsal/ventral pattern formation;GO:0042045|epithelial fluid transport;GO:0007186|G-protein coupled receptor signaling pathway;GO:0015758|glucose transport;GO:0007507|heart development;GO:0001821|histamine secretion;GO:0001701|in utero embryonic development;GO:0048016|inositol phosphate-mediated signaling;GO:0045321|leukocyte activation;GO:0060137|maternal process involved in parturition;GO:0051899|membrane depolarization;GO:0042474|middle ear morphogenesis;GO:0010259|multicellular organism aging;GO:0030195|negative regulation of blood coagulation;GO:0030818|negative regulation of cAMP biosynthetic process;GO:0032269|negative regulation of cellular protein metabolic process;GO:0046888|negative regulation of hormone secretion;GO:0051771|negative regulation of nitric-oxide synthase biosynthetic process;GO:0034392|negative regulation of smooth muscle cell apoptotic process;GO:0000122|negative regulation of transcription from RNA polymerase II promoter;GO:0014032|neural crest cell development;GO:0030185|nitric oxide transport;GO:0001569|branching involved in blood vessel morphogenesis;GO:0030072|peptide hormone secretion;GO:0014065|phosphatidylinositol 3-kinase signaling;GO:0031583|phospholipase D-activating G-protein coupled receptor signaling pathway;GO:0010613|positive regulation of cardiac muscle hypertrophy;GO:0061051|positive regulation of cell growth involved in cardiac muscle cell development;GO:0030335|positive regulation of cell migration;GO:0008284|positive regulation of cell proliferation;GO:0045793|positive regulation of cell size;GO:0070101|positive regulation of chemokine-mediated signaling pathway;GO:0007204|positive regulation of cytosolic calcium ion concentration;GO:0051482|positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway;GO:0010595|positive regulation of endothelial cell migration;GO:0010460|positive regulation of heart rate;GO:0046887|positive regulation of hormone secretion;GO:0043507|positive regulation of JUN kinase activity;GO:0043406|positive regulation of MAP kinase activity;GO:0045840|positive regulation of mitotic nuclear division;GO:0045429|positive regulation of nitric oxide biosynthetic process;GO:0042482|positive regulation of odontogenesis;GO:0032308|positive regulation of prostaglandin secretion;GO:0060585|positive regulation of prostaglandin-endoperoxide synthase activity;GO:0010870|positive regulation of receptor biosynthetic process;GO:0035815|positive regulation of renal sodium excretion;GO:0060298|positive regulation of sarcomere organization;GO:0051091|positive regulation of DNA binding transcription factor activity;GO:0048661|positive regulation of smooth muscle cell proliferation;GO:0045987|positive regulation of smooth muscle contraction;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0035810|positive regulation of urine volume;GO:0001516|prostaglandin biosynthetic process;GO:0042313|protein kinase C deactivation;GO:0007205|protein kinase C-activating G-protein coupled receptor signaling pathway;GO:0006885|regulation of pH;GO:0051930|regulation of sensory perception of pain;GO:0003100|regulation of systemic arterial blood pressure by endothelin;GO:0019229|regulation of vasoconstriction;GO:0007585|respiratory gaseous exchange;GO:0014823|response to activity;GO:0043200|response to amino acid;GO:0071548|response to dexamethasone;GO:0044321|response to leptin;GO:0032496|response to lipopolysaccharide;GO:0035994|response to muscle stretch;GO:0035094|response to nicotine;GO:0010193|response to ozone;GO:0034696|response to prostaglandin F;GO:1902074|response to salt;GO:0033574|response to testosterone;GO:0043179|rhythmic excitation;GO:0019233|sensory perception of pain;GO:0042554|superoxide anion generation;GO:0042310|vasoconstriction;GO:0014826|vein smooth muscle contraction;	GO:0045178|basal part of cell;GO:0005737|cytoplasm;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0048237|rough endoplasmic reticulum lumen;GO:0033093|Weibel-Palade body;	GO:0005125|cytokine activity;GO:0031707|endothelin A receptor binding;GO:0031708|endothelin B receptor binding;GO:0005179|hormone activity;	K16366	EDN1; endothelin-1	1.653067527	5.8852936	5.006559274	2.188306956	4.03755002	3.699263814	1.752417436	0.331349783	0.849400552	0.617018197	0.412468945	0.176806906	5.895472417	3.103341604	3.561246593	4.143752211	7.689640485	3.496320374	1.140694674	1.556326122	0.776951555	1.609403002	1.298804258	0.415240527	5.380791152	4.947347494	1.709981524	4.75909086	4.724559586	4.138256879	0.461424038	0.858478556	1.135505228	1.206133062	2.04760095	0.926441135	2.385759274	3.925877715	5.064192169	5.002560774	2.910636327	6.151177273	2.186027879	0.701641609	2.928093276	0.756185976	2.705002418	2.41465231
anxa9	protein_coding	chrNC_030684.1:106114846-106130934:+	gi|56118278|ref|NP_001008048.1|	1764	0	annexin A9 [Xenopus tropicalis]	gi|89886037|ref|NM_001008047.2|	1661	0	Xenopus (Silurana) tropicalis annexin A9 (anxa9), mRNA	Q07936	304	3.00E-96	Annexin A2	.	.	.	.	pfam00191	Annexin	Annexin. This family of annexins also includes giardin that has been shown to function as an annexin.	GO:0001525|angiogenesis;GO:0007589|body fluid secretion;GO:0030199|collagen fibril organization;GO:0042730|fibrinolysis;GO:0006900|vesicle budding from membrane;GO:0001765|membrane raft assembly;GO:0032804|negative regulation of low-density lipoprotein particle receptor catabolic process;GO:1900121|negative regulation of receptor binding;GO:0002091|negative regulation of receptor internalization;GO:0036035|osteoclast development;GO:0051099|positive regulation of binding;GO:0048146|positive regulation of fibroblast proliferation;GO:0001934|positive regulation of protein phosphorylation;GO:0031340|positive regulation of vesicle fusion;GO:0051290|protein heterotetramerization;GO:0051917|regulation of fibrinolysis;GO:0097066|response to thyroid hormone;	GO:0005604|basement membrane;GO:0016323|basolateral plasma membrane;GO:0005938|cell cortex;GO:0009986|cell surface;GO:0005737|cytoplasm;GO:0005829|cytosol;GO:0005769|early endosome;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0019897|extrinsic component of plasma membrane;GO:0031902|late endosome membrane;GO:0005811|lipid droplet;GO:0005765|lysosomal membrane;GO:0044354|macropinosome;GO:0042470|melanosome;GO:0045121|membrane raft;GO:0030496|midbody;GO:0035749|myelin sheath adaxonal region;GO:0005634|nucleus;GO:1990667|PCSK9-AnxA2 complex;GO:0048471|perinuclear region of cytoplasm;GO:0005886|plasma membrane;GO:0043234|protein complex;GO:0001726|ruffle;GO:0042383|sarcolemma;GO:0043220|Schmidt-Lanterman incisure;GO:0031982|vesicle;	GO:0051015|actin filament binding;GO:0005509|calcium ion binding;GO:0005544|calcium-dependent phospholipid binding;GO:0005546|phosphatidylinositol-4,5-bisphosphate binding;GO:0019834|phospholipase A2 inhibitor activity;GO:0017137|Rab GTPase binding;GO:0030546|receptor activator activity;	K17092	ANXA2; annexin A2	14.93078037	15.98746	14.47802311	14.99384063	12.48789153	10.44357911	3.777995124	6.724439114	7.324809892	4.954422949	3.433029205	3.356247374	18.90198695	14.93637383	9.529852463	13.89003134	16.91088413	11.4685813	26.55028072	14.55563402	9.529818132	9.407274799	11.34112858	11.24920731	11.3318895	16.8641475	10.2725795	16.09813037	11.86780319	14.42989446	8.093323966	14.19448168	9.087047371	11.42364497	25.15104144	9.020030355	15.08281114	11.96293505	10.3738837	16.83406649	11.15426715	20.33421153	8.963222681	5.267040363	6.463637789	6.338878422	7.120237371	5.178904121
pdgfrl	protein_coding	chrNC_030677.1:33242606-33275149:+	gi|71896169|ref|NP_001025586.1|	1907	0	platelet-derived growth factor receptor-like protein precursor [Xenopus tropicalis]	gi|402766827|ref|NM_001030415.2|	1597	0	Xenopus (Silurana) tropicalis platelet-derived growth factor receptor-like (pdgfrl), mRNA	Q15198	540	0	Platelet-derived growth factor receptor-like protein	.	.	.	.	pfam07679	I-set	Immunoglobulin I-set domain.	.	GO:0005576|extracellular region;	GO:0004992|platelet activating factor receptor activity;GO:0005019|platelet-derived growth factor beta-receptor activity;	.	.	23.581657	103.6561957	74.73268393	49.33329623	59.59382157	91.64576835	3.678199026	3.134926653	2.562819688	3.437350532	1.709287173	2.742054104	69.22027941	19.61111678	57.6999094	41.66050146	40.30662818	36.81494241	4.29734782	2.308619003	0.731753892	3.680769193	1.741673317	2.796255661	35.88238956	51.57450741	45.69102065	70.97441528	60.8178843	54.0976018	3.050762703	0.688651516	4.390371202	2.914656253	4.011250261	1.75635308	48.09172053	58.7350694	54.10913998	111.6422341	79.53362989	84.72766132	1.491202821	2.772461074	2.291497121	4.036728691	2.612750564	2.649277332
LOC101733634	protein_coding	chrNC_030683.1:32196004-32205067:+	gi|512852418|ref|XP_004915979.1|	590	4.00E-75	PREDICTED: beta-microseminoprotein-like isoform X2 [Xenopus tropicalis]	gi|847147041|ref|XM_012966838.1|	647	0	PREDICTED: Xenopus (Silurana) tropicalis beta-microseminoprotein-like (LOC101733634), transcript variant X1, mRNA	O02826	86.3	6.00E-20	Beta-microseminoprotein	.	.	.	.	pfam05825	PSP94	Beta-microseminoprotein (PSP-94). This family consists of the mammalian specific protein beta-microseminoprotein. Prostatic secretory protein of 94 amino acids (PSP94), also called beta-microseminoprotein, is a small, nonglycosylated protein, rich in cysteine residues. It was first isolated as a major protein from human seminal plasma. The exact function of this protein is unknown.	.	GO:0005576|extracellular region;	.	.	.	5.818463695	23.59179668	22.81461204	17.25946224	10.36639645	10.67631493	1.429814976	1.462356456	6.497197839	3.788320837	3.443038036	0.0	20.1443461	17.53374873	5.627946989	18.85623829	12.64930415	6.190321865	7.600751247	32.56361109	2.90141485	6.243552302	3.797284961	2.540991854	14.68936153	25.32960526	44.42726135	10.32057869	52.67367877	11.81755864	1.669063567	3.127832572	24.66117157	3.081774542	16.91220115	2.048225167	8.195320502	6.982333454	10.09200441	12.44590847	17.79716095	17.13739071	1.159341357	0.637530572	8.016899547	1.641166076	65.23025266	10.83576481
col12a1	protein_coding	chrNC_030681.1:82007932-82160037:-	gi|512841700|ref|XP_002936246.2|	15050	0	PREDICTED: collagen alpha-1(XII) chain isoform X1 [Xenopus tropicalis]	gi|512841699|ref|XM_002936200.2|	10383	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type XII, alpha 1 (col12a1), transcript variant X1, mRNA	P13944	162	4.00E-38	Collagen alpha-1(XII) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	.	K08132	COL12A; collagen, type XII, alpha	5.920074405	15.37446255	11.7343375	10.11813332	6.120681033	10.26358863	22.52763635	20.3919362	11.105229	19.28200914	12.74466135	19.17053478	8.103908383	4.81467128	4.594053203	9.601104633	7.901736516	5.437741949	14.68821029	19.87865947	10.85795515	15.99429192	10.41448211	14.09148646	7.234846695	10.69113804	6.53407119	8.545883433	10.39649045	6.225189512	17.71702192	6.469857354	15.25049521	10.29473485	19.17887416	10.41084652	5.371665539	9.738153147	3.729979498	9.244811402	6.24150601	8.395495943	18.17771252	21.66084958	21.49957803	20.67217297	30.57606147	18.30689032
pm20d1	protein_coding	chrNC_030678.1:65198752-65225406:+	gi|187608159|ref|NP_001120523.1|	2611	0	probable carboxypeptidase PM20D1 precursor [Xenopus tropicalis]	gi|187608158|ref|NM_001127051.1|	3624	0	Xenopus (Silurana) tropicalis peptidase M20 domain containing 1 (pm20d1), mRNA	Q08BT9	1010	0	N-fatty-acyl-amino acid synthase/hydrolase PM20D1	RSp0487	348	9.00E-106	COG0624	pfam01546	Peptidase_M20	Peptidase family M20/M25/M40. This family includes a range of zinc metallopeptidases belonging to several families in the peptidase classification. Family M20 are Glutamate carboxypeptidases. Peptidase family M25 contains X-His dipeptidases.	GO:1990845|adaptive thermogenesis;GO:0043604|amide biosynthetic process;GO:0043605|cellular amide catabolic process;GO:0006520|cellular amino acid metabolic process;GO:0044255|cellular lipid metabolic process;GO:0097009|energy homeostasis;GO:0043171|peptide catabolic process;GO:2000275|regulation of oxidative phosphorylation uncoupler activity;	GO:0005615|extracellular space;	GO:0016811|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides;GO:0070573|metallodipeptidase activity;GO:0008270|zinc ion binding;	K13049	PM20D1; carboxypeptidase PM20D1 [EC:3.4.17.-]	6.01254211	10.79035568	13.19161175	7.731648793	11.3493681	3.739175287	40.47355241	52.03204436	22.60519707	38.09008848	43.71236257	34.667932	8.640412768	5.147695505	6.385711484	8.038306484	5.504370549	4.88968502	22.06049944	21.85504638	30.70574916	25.56165697	26.98861153	34.70408668	14.43325094	10.41242364	10.98899523	7.334524296	18.0161154	7.935226831	36.71547295	29.20127352	17.73694015	28.53133446	20.14453076	29.97445448	16.27850386	6.617634685	5.173034626	10.6407578	11.4422577	4.965173717	32.28907834	41.04480884	33.4832101	37.10282741	34.52516691	22.83214015
clu	protein_coding	chrNW_016683964.1:36869-39048:+	gi|49522319|gb|AAH75303.1|	796	6.00E-101	MGC89163 protein [Xenopus tropicalis]	gi|56789335|gb|BC088762.1|	702	0	Xenopus tropicalis MGC89163 protein, mRNA (cDNA clone MGC:108473 IMAGE:6998203), complete cds	P14018	185	7.00E-54	Clusterin	.	.	.	.	pfam01093	Clusterin	Clusterin.	GO:0008219|cell death;	GO:0042583|chromaffin granule;GO:0005829|cytosol;GO:0005783|endoplasmic reticulum;GO:0005576|extracellular region;GO:0031966|mitochondrial membrane;GO:0005634|nucleus;	.	.	.	30.78940948	38.55949887	50.93082282	56.41414364	44.86198348	40.85335374	5.50157974	2.605871661	5.587219931	11.27811702	4.33851704	3.618245032	65.52228801	106.5295233	29.71754044	101.8156285	35.99523467	25.46531497	10.6923564	95.88186551	2.835285737	9.6603111	7.335178099	4.221231767	45.61350719	85.49895394	36.11651776	49.62791938	52.91799912	124.8983606	4.206320493	3.634807821	7.42152017	7.17453847	30.24041398	4.003083944	33.3849671	37.28730249	38.83792903	49.70655035	36.12086512	35.58693918	5.315998076	3.826999757	7.83417819	6.246225424	5.70336787	4.463046169
ltbp1	protein_coding	chrNC_030681.1:56674598-56879202:+	gi|847131761|ref|XP_012819247.1|	8511	0	PREDICTED: latent-transforming growth factor beta-binding protein 1 isoform X1 [Xenopus tropicalis]	gi|847131760|ref|XM_012963793.1|	5632	0	PREDICTED: Xenopus (Silurana) tropicalis latent transforming growth factor beta binding protein 1 (ltbp1), transcript variant X1, mRNA	Q14766	1904	0	Latent-transforming growth factor beta-binding protein 1	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0035904|aorta development;GO:0060976|coronary vasculature development;GO:0035583|sequestering of TGFbeta in extracellular matrix;GO:0003281|ventricular septum development;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0001527|microfibril;GO:0043234|protein complex;GO:0005578|proteinaceous extracellular matrix;	GO:0005509|calcium ion binding;GO:0050436|microfibril binding;GO:0050431|transforming growth factor beta binding;GO:0005024|transforming growth factor beta-activated receptor activity;	K19559	LTBP1; latent transforming growth factor beta binding protein 1	14.03217258	75.67401559	37.37271544	38.62224579	13.69776103	26.30351977	1.576396173	2.551662922	1.17813863	2.42233934	1.500099228	1.376635182	34.42942419	30.57692681	15.81178825	44.92070098	23.73482648	18.07520283	2.205984228	3.335456272	1.530575589	1.79461393	1.91460812	2.612635584	44.59059044	75.29401017	26.42056346	39.96835338	62.04541104	44.9897525	2.787581862	1.158001324	2.026680955	1.527462435	2.588675536	1.227924866	15.05326288	41.5187415	13.75975481	24.74396139	35.86808504	25.1536631	1.353446768	2.728531934	1.902935173	1.915287307	2.224557823	1.535592315
