GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
tnfsf10l	protein_coding	chrNC_030684.1:18400127-18406521:+	gi|512858823|ref|XP_004916844.1|	1763	0	PREDICTED: tumor necrosis factor ligand superfamily member 10-like isoform X1 [Xenopus tropicalis]	gi|847156288|ref|XM_004916787.2|	1953	0	PREDICTED: Xenopus (Silurana) tropicalis tumor necrosis factor ligand superfamily member 10-like (LOC100497331), transcript variant X1, mRNA	P50591	130	3.00E-32	Tumor necrosis factor ligand superfamily member 10	.	.	.	.	pfam00229	TNF	TNF(tumor Necrosis Factor) family.	GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0097296|activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway;GO:0006915|apoptotic process;GO:0007166|cell surface receptor signaling pathway;GO:0007267|cell-cell signaling;GO:0006955|immune response;GO:0008584|male gonad development;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043065|positive regulation of apoptotic process;GO:0043280|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:2001238|positive regulation of extrinsic apoptotic signaling pathway;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0090200|positive regulation of release of cytochrome c from mitochondria;GO:1902041|regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0032868|response to insulin;GO:0007165|signal transduction;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0046872|metal ion binding;GO:0005102|receptor binding;	K04721	TNFSF10, TRAIL; tumor necrosis factor ligand superfamily member 10	114.9281128	52.85094988	103.9682216	41.01956768	37.21758406	51.67253849	3.049692206	2.335318724	3.187952127	2.006418034	2.325734163	3.033932727	84.77999162	150.1912159	83.66733913	83.96051927	104.2875673	67.63023188	5.973332941	7.179551547	3.660509014	4.381338067	2.971391037	3.356613211	67.16571931	104.7925493	75.61691608	77.15429507	67.96439225	60.39326783	2.724037449	5.368919969	2.548501453	3.835844203	4.096663214	2.169658796	90.20885414	77.39763969	107.0097992	130.2759355	123.9934177	163.1527562	4.599771304	2.89580554	5.064980123	6.208107359	4.418253963	9.785686976
nampt	protein_coding	chrNC_030679.1:67220810-67247172:+	gi|58332628|ref|NP_001011388.1|	2559	0	nicotinamide phosphoribosyltransferase [Xenopus tropicalis]	gi|89886121|ref|NM_001011388.2|	2507	0	Xenopus (Silurana) tropicalis nicotinamide phosphoribosyltransferase (nampt), mRNA	Q52I78	887	0	Nicotinamide phosphoribosyltransferase	PM0999	392	7.00E-126	COG1488	pfam04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family. Nicotinate phosphoribosyltransferase (EC:2.4.2.11) is the rate limiting enzyme that catalyses the first reaction in the NAD salvage synthesis. This family also includes Pre-B cell enhancing factor that is a cytokine. This family is related to Quinolinate phosphoribosyltransferase pfam01729.	GO:0032922|circadian regulation of gene expression;GO:0009435|NAD biosynthetic process;GO:0051770|positive regulation of nitric-oxide synthase biosynthetic process;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;	GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005654|nucleoplasm;	GO:0047280|nicotinamide phosphoribosyltransferase activity;GO:0004514|nicotinate-nucleotide diphosphorylase (carboxylating) activity;	K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	24.18142726	23.93133991	24.31240281	18.0951766	35.39809115	22.70232184	20.86442718	19.46940012	24.71909672	25.78650291	22.73820911	21.13936816	11.75459364	21.1538146	10.17789968	15.85539461	9.116981291	11.16057294	21.84275191	10.88704092	18.078488	15.49283853	18.48970138	18.46433972	13.24570238	12.70075792	10.68758349	9.899442388	12.26898785	10.43378068	12.68736608	18.07000801	14.61601077	29.38717108	17.00323358	16.54863241	14.82798479	11.97598023	21.99134637	8.917543988	13.54797336	14.20855066	30.21545457	24.72712314	19.46950535	17.31362892	18.05432515	15.518634
tnc	protein_coding	chrNC_030684.1:14856879-14917280:+	gi|512858279|ref|XP_004916768.1|	9680	0	PREDICTED: tenascin isoform X1 [Xenopus tropicalis]	gi|847159454|ref|XM_004916711.2|	7530	0	PREDICTED: Xenopus (Silurana) tropicalis tenascin C (tnc), transcript variant X1, mRNA	P10039	2519	0	Tenascin	.	.	.	.	pfam00147	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain.	GO:0007155|cell adhesion;GO:0042127|regulation of cell proliferation;	GO:0005578|proteinaceous extracellular matrix;	.	K06252	TN; tenascin	27.87400428	32.06168323	24.85602253	25.069957	19.76340133	34.03380684	20.1625926	7.68552857	12.55497246	9.943477667	10.80041132	11.5423484	30.85041784	17.15914024	14.61181063	26.69357113	18.25905761	18.97540989	8.055664892	8.406581421	5.640838722	12.6631047	8.27796685	13.74022014	25.63609109	7.529394869	28.88912335	23.9062567	38.45933967	13.34096139	11.25537537	10.14802158	4.005266481	16.34927605	4.971555475	5.333716654	24.21003534	26.75263423	30.50785438	32.16304205	46.4447386	35.43682866	10.95526282	6.234944192	3.171498213	9.215073863	5.497202021	12.68180444
ccl5	protein_coding	chrNC_030678.1:44440323-44444827:+	gi|512820816|ref|XP_004911784.1|	493	2.00E-61	PREDICTED: C-C motif chemokine 5-like isoform X2 [Xenopus tropicalis]	gi|512820815|ref|XM_004911727.1|	446	0	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 5-like (LOC100496523), transcript variant X2, mRNA	Q91ZL1	97.1	7.00E-25	C-C motif chemokine 5	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0060326|cell chemotaxis;GO:0070098|chemokine-mediated signaling pathway;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0050796|regulation of insulin secretion;GO:1901214|regulation of neuron death;GO:0009615|response to virus;	GO:0005615|extracellular space;	.	.	.	345.1404243	198.7300378	173.8859917	119.1122502	192.3209375	187.4200776	1.010829077	1.013893824	0.584934415	1.35929804	0.28448816	3.937739639	89.9295508	99.64741712	99.49227809	197.2680214	120.2090767	88.84963536	1.283126533	0.580106111	0.938992517	1.187298788	0.348927474	0.609531538	110.9306839	93.22881981	70.48219239	114.3207475	205.7512638	217.903297	1.011671804	2.230425336	0.44890196	1.195856663	1.922296648	0.285202455	179.6919117	105.0638947	316.2285915	122.0966361	168.4517006	234.0220803	1.774203955	1.261180179	1.438973089	2.26635802	1.233137388	3.625874873
mdk	protein_coding	chrNC_030680.1:5256993-5278581:-	gi|45360801|ref|NP_989074.1|	575	1.00E-70	midkine precursor [Xenopus tropicalis]	gi|45360800|ref|NM_203743.1|	918	0	Xenopus (Silurana) tropicalis midkine (neurite growth-promoting factor 2) (mdk), mRNA	Q6P8F3	226	4.00E-72	Midkine	.	.	.	.	pfam05196	PTN_MK_N	PTN/MK heparin-binding protein family, N-terminal domain.	GO:0030154|cell differentiation;GO:0042742|defense response to bacterium;GO:0007399|nervous system development;GO:0007528|neuromuscular junction development;GO:0051781|positive regulation of cell division;GO:0009617|response to bacterium;	GO:0005576|extracellular region;	GO:0043395|heparan sulfate proteoglycan binding;GO:0008201|heparin binding;	K06828	MDK; midkine	10.10712017	8.648073526	5.251154782	16.02099717	6.496898736	10.32624731	4.37227146	3.132519865	1.757009355	5.487579933	2.187615851	9.732812138	7.594450889	48.77542063	5.803565353	5.57692302	5.809929732	8.515243393	1.079181314	0.697002493	1.579490645	1.854514647	1.509261723	4.613851603	12.01343338	4.624338673	9.335846808	8.57645978	25.26981265	7.065788254	5.487260521	2.286826896	1.07871915	3.017347389	1.705592118	1.781900681	5.66947138	9.694861453	13.25448835	8.683883296	12.8797563	7.083275227	2.984409886	2.222467657	4.356925199	8.441450965	9.021451229	12.064209
pyy	protein_coding	chrNC_030686.1:13751554-13785955:+	gi|847168416|ref|XP_012808008.1|	495	2.00E-59	PREDICTED: pancreatic prohormone isoform X1 [Xenopus tropicalis]	gi|847168417|ref|XM_012952555.1|	1680	0	PREDICTED: Xenopus (Silurana) tropicalis peptide YY (pyy), transcript variant X2, mRNA	Q76CL2	94	6.00E-23	Peptide YY	.	.	.	.	pfam00159	Hormone_3	Pancreatic hormone peptide.	GO:0007218|neuropeptide signaling pathway;	GO:0005576|extracellular region;	.	.	.	48.08841874	48.31418541	26.16888095	41.74573571	54.39038827	33.9921009	0.0	0.0	0.0	0.0	0.0	0.0	69.2973924	16.81192651	56.29221955	51.04992924	44.69825687	61.88241094	0.0	0.066238435	0.03573909	0.067784851	0.0	0.0	52.7022328	47.21291014	31.9517713	52.75532793	47.55548972	62.68193021	0.0	0.0	0.0	0.0	0.0	0.03256536	27.00207348	42.57973001	35.72953573	37.34898946	40.21732405	23.56014126	0.0	0.0	0.0	0.0	0.031289712	0.0
col6a3	protein_coding	chrNC_030685.1:55178804-55266755:-	gi|512867316|ref|XP_002932067.2|	11604	0	PREDICTED: collagen alpha-3(VI) chain isoform X1 [Xenopus tropicalis]	gi|847166752|ref|XM_002932021.3|	11067	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VI, alpha 3 (col6a3), transcript variant X1, mRNA	P15989	1061	0	Collagen alpha-3(VI) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	7.039800871	6.909781147	4.725007097	10.64799587	4.947537533	8.877134814	11.34697259	7.838557678	4.749500446	11.70536394	10.17988496	15.71464389	6.849043689	9.328716709	3.892814346	4.643740744	4.493687382	6.436169212	4.310930695	3.062276801	4.351366658	5.214974997	3.60651916	9.001934915	9.69701709	2.57263534	8.145008614	5.050525906	10.64395867	4.982787019	9.510284282	5.392679978	2.478208128	6.933143235	2.872035493	5.033766636	4.830970376	8.314970017	8.099862748	10.80911692	9.644689215	8.847437067	5.963786434	10.98862041	6.279814812	20.56546363	14.93488675	15.58876211
mmp2	protein_coding	chrNC_030680.1:45322370-45354092:+	gi|62752843|ref|NP_001015789.1|	3410	0	72 kDa type IV collagenase precursor [Xenopus tropicalis]	gi|62752842|ref|NM_001015789.1|	2620	0	Xenopus (Silurana) tropicalis matrix metallopeptidase 2 (mmp2), mRNA	P08253	1101	0	72 kDa type IV collagenase	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0001525|angiogenesis;GO:0001955|blood vessel maturation;GO:0060346|bone trabecula formation;GO:0044267|cellular protein metabolic process;GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0007566|embryo implantation;GO:0035987|endodermal cell differentiation;GO:0048013|ephrin receptor signaling pathway;GO:0022617|extracellular matrix disassembly;GO:0060325|face morphogenesis;GO:0001957|intramembranous ossification;GO:0045089|positive regulation of innate immune response;GO:1904707|positive regulation of vascular smooth muscle cell proliferation;GO:0006508|proteolysis;GO:0001666|response to hypoxia;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;GO:0005578|proteinaceous extracellular matrix;GO:0030017|sarcomere;	GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K01398	MMP2; matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]	18.22720764	12.61290652	16.10445384	16.0550019	11.71947069	14.49796385	17.94469634	16.10056758	10.82854254	41.16462906	16.22342595	52.04536675	14.49944837	15.70968656	9.607761029	14.62203939	11.86164503	10.44541621	8.300163545	9.060393936	10.49640719	13.36470192	6.088251702	15.77151222	11.22436867	4.205505441	17.13697054	11.70015701	18.08949031	7.999674335	33.28687078	17.18698794	6.469899445	20.33150312	9.590375224	9.564296975	11.48830359	14.33178459	17.3117783	16.14804558	20.20309865	23.75234373	10.34421852	26.43065677	28.70872142	77.44932524	37.94810349	64.52417859
dcn	protein_coding	chrNC_030679.1:46045982-46203793:-	gi|154147680|ref|NP_001093704.1|	1756	0	decorin precursor [Xenopus tropicalis]	gi|847107955|ref|XM_012958377.1|	2934	0	PREDICTED: Xenopus (Silurana) tropicalis decorin (dcn), transcript variant X2, mRNA	Q9DE68	533	2.00E-180	Decorin	alr0124_1	60.8	1.00E-08	COG4886	pfam13855	LRR_8	Leucine rich repeat.	.	GO:0005578|proteinaceous extracellular matrix;	.	K04660	DCN; decorin	42.77550118	32.94411088	32.56918126	44.56895916	30.36506322	37.13095746	48.4928486	33.22089428	28.12190964	116.2129879	37.34475899	108.6465298	41.41936399	42.61967987	26.87482987	29.50387049	26.47790374	32.47412795	22.83953297	9.604028898	26.98036557	30.44909814	18.45173043	39.54312233	37.45358603	14.86644184	41.15462652	33.47969688	43.27077157	26.13296586	89.15417134	38.93560264	24.01778553	54.62064188	20.09560426	34.61929908	34.34362864	39.16010787	40.98784122	43.93593351	47.8915675	43.87492906	23.5884064	51.93999898	36.84377742	147.4403412	53.28551699	92.91094701
bpi	protein_coding	chrNC_030686.1:30711073-30727760:-	gi|166795971|ref|NP_001107736.1|	2371	0	bactericidal/permeability-increasing protein precursor [Xenopus tropicalis]	gi|166795970|ref|NM_001114264.1|	1586	0	Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), mRNA	P17453	410	2.00E-136	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;	GO:0005615|extracellular space;GO:0016020|membrane;	GO:0001530|lipopolysaccharide binding;	.	.	48.60532088	53.91436841	49.60985962	39.29535219	28.82197735	41.18228943	0.12090911	0.363827088	0.408136341	0.455254262	0.516102112	0.745762688	53.92750206	47.14743299	45.64532415	56.39741927	70.58814207	37.26947064	0.223824481	0.404767405	0.436786256	0.787012666	0.535618957	0.467828805	32.31822045	50.51592966	42.27357836	52.76293873	64.76236341	45.09951276	1.008415932	1.90902821	0.125288031	0.41720281	0.619050957	0.955196206	62.51748549	41.09159814	44.33305423	44.49667064	35.77684497	40.98064082	0.825297209	0.273773086	1.285170458	0.830206086	0.956020155	2.568866197
bpi	protein_coding	chrNC_030686.1:30827952-30849637:-	gi|847168170|ref|XP_012827185.1|	2355	0	PREDICTED: bactericidal permeability-increasing protein isoform X1 [Xenopus tropicalis]	gi|847168169|ref|XM_012971731.1|	2487	0	PREDICTED: Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), transcript variant X1, mRNA	P17213	394	9.00E-128	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;GO:0032715|negative regulation of interleukin-6 production;GO:0032717|negative regulation of interleukin-8 production;GO:0043031|negative regulation of macrophage activation;GO:0032720|negative regulation of tumor necrosis factor production;	GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0001530|lipopolysaccharide binding;	.	.	20.05523065	20.08225282	13.96310888	19.84415291	14.56691634	13.71912575	0.212046327	0.734744624	0.136648103	0.489933164	0.22786301	0.657075681	16.60114812	33.90489047	18.50301372	19.49669586	18.98449528	11.32167403	0.25693255	0.638880705	0.062674448	1.80289242	0.372634908	0.162736346	17.7304776	14.63244797	15.38360138	16.02406647	25.65619051	19.73115403	1.331217689	1.885725262	1.218480168	0.259412486	0.769839244	1.104103128	19.37319654	16.51244253	22.19569099	15.39452509	14.08088293	12.8896124	0.690794267	0.299304325	0.729952586	0.434905353	0.603588948	1.768566739
nid1	protein_coding	chrNC_030681.1:60252309-60300053:+	gi|512842629|ref|XP_002935874.2|	6427	0	PREDICTED: nidogen-1 isoform X1 [Xenopus tropicalis]	gi|847131246|ref|XM_002935828.3|	5418	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 1 (nid1), transcript variant X1, mRNA	P14543	1304	0	Nidogen-1	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007160|cell-matrix adhesion;GO:0022617|extracellular matrix disassembly;GO:0030198|extracellular matrix organization;GO:0032836|glomerular basement membrane development;GO:0010811|positive regulation of cell-substrate adhesion;	GO:0005605|basal lamina;GO:0005604|basement membrane;GO:0071944|cell periphery;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;GO:0043236|laminin binding;GO:0043394|proteoglycan binding;	K06826	NID; nidogen (entactin)	3.455677373	3.576386913	3.020763002	6.025969802	3.098681091	4.805918771	17.17656591	16.75504025	14.07897493	23.08242206	23.78257056	21.80677064	3.052531198	5.311040421	2.918431946	3.246693536	2.66480681	4.117830886	15.38372134	10.43255345	16.45460216	17.43765303	11.21905858	18.56851733	4.270765885	1.908492137	4.215366724	3.109979693	4.785711017	2.546683352	20.86639613	16.15271751	9.296175976	17.63937285	13.47356641	13.27334455	2.711028681	4.488888278	3.795919089	4.266958622	4.23030119	4.14354226	19.78881997	28.13348199	26.23380632	39.36841667	33.06327019	33.93615126
igfbp5	protein_coding	chrNC_030685.1:80037309-80055187:+	gi|847163481|ref|XP_012825854.1|	1320	5.00E-164	PREDICTED: insulin-like growth factor-binding protein 5 isoform X1 [Xenopus tropicalis]	gi|847163480|ref|XM_012970400.1|	6100	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor binding protein 5 (igfbp5), transcript variant X1, mRNA	Q90WV8	330	2.00E-111	Insulin-like growth factor-binding protein 5	.	.	.	.	pfam00086	Thyroglobulin_1	Thyroglobulin type-1 repeat. Thyroglobulin type 1 repeats are thought to be involved in the control of proteolytic degradation. The domain usually contains six conserved cysteines. These form three disulphide bridges. Cysteines 1 pairs with 2, 3 with 4 and 5 with 6.	GO:0009952|anterior/posterior pattern specification;GO:0048009|insulin-like growth factor receptor signaling pathway;GO:0007399|nervous system development;GO:0001558|regulation of cell growth;	GO:0005576|extracellular region;	GO:0005520|insulin-like growth factor binding;	.	.	6.013869464	9.316411764	4.204514847	1.939999796	3.277792154	2.221741219	11.98218653	7.363456674	8.534380875	7.089097693	15.79268043	11.62822567	7.150516517	3.572052549	4.170493851	7.44320417	6.468739247	3.206854345	8.540535177	5.58259501	8.436169583	4.986616019	5.479635678	5.95481167	4.095761778	1.747539144	3.480084608	4.134426689	8.48963244	1.505335919	10.97875274	7.993782063	5.628796332	15.31880439	7.64695215	7.37453396	5.410395984	3.765460619	8.493572582	3.939964237	12.43920126	6.318313333	8.337150785	6.468889969	7.000111536	10.0152536	10.86868094	8.831543675
LOC100494394	protein_coding	chrNC_030680.1:122474148-122488238:-	gi|301617718|ref|XP_002938270.1|	3407	0	PREDICTED: netrin-4-like [Xenopus tropicalis]	gi|847121230|ref|XM_002938224.3|	2527	0	PREDICTED: Xenopus (Silurana) tropicalis netrin-4-like (LOC100494394), mRNA	Q9JI33	687	0	Netrin-4	.	.	.	.	pfam00055	Laminin_N	Laminin N-terminal (Domain VI).	GO:0030198|extracellular matrix organization;GO:0016322|neuron remodeling;GO:0060668|regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling;	GO:0005604|basement membrane;GO:0005886|plasma membrane;	GO:0043237|laminin-1 binding;	K06845	NTN4; netrin 4	2.959637787	6.842122093	3.292393513	2.272065129	2.48426815	2.421491972	0.892025659	0.741347884	0.980754696	1.583391259	1.933100987	1.787109154	4.897650068	2.041780865	6.046308378	4.07252946	5.825455393	5.357433795	0.198155967	0.153577756	0.441937119	0.550071253	0.492668471	2.286044776	5.985657621	2.639116051	3.636925359	4.010776156	4.395756884	2.409454166	0.382615432	1.023506616	0.369732732	1.187220183	0.130489834	1.963122872	3.195661581	5.340422296	3.674024258	5.018010636	4.007585431	3.865362223	0.130473381	0.865629978	1.16826165	1.674992836	1.54767065	1.673701457
dpt	protein_coding	chrNC_030678.1:68364301-68390621:-	gi|71896109|ref|NP_001025599.1|	896	2.00E-114	dermatopontin precursor [Xenopus tropicalis]	gi|71896108|ref|NM_001030428.1|	1728	0	Xenopus (Silurana) tropicalis dermatopontin (dpt), mRNA	Q9QZZ6	298	6.00E-96	Dermatopontin	.	.	.	.	pfam14704	DERM	Dermatopontin. Members of this family mediate cell adhesion via cell surface integrin binding. They also induce haemagglutination and aggregation of amebocytes.	GO:0007155|cell adhesion;GO:0030199|collagen fibril organization;GO:0008285|negative regulation of cell proliferation;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	.	.	.	15.68059384	18.64564218	12.62150866	27.00075916	13.92033114	21.44735301	22.25077477	20.00043033	18.418664	42.06539723	27.64523572	50.67170352	17.64034753	25.00664616	11.28120584	13.32264944	13.14668869	16.44262889	12.54334154	14.29887707	19.87316801	22.83007918	11.88776518	19.07519776	17.82052745	8.725604003	23.88280631	18.31555596	16.57069196	15.07671915	36.55601126	18.30652573	14.4828034	31.79124039	15.87674639	14.31739429	13.17016737	19.705155	15.94739633	21.74045183	18.26335814	15.00261721	18.31701306	26.58355674	31.53199745	64.38119166	35.46998539	51.6874403
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	1.183176205	1.945658019	1.051394824	5.200443723	3.174024504	3.945986056	2.149398057	1.376668516	0.944079912	6.703574774	1.734611362	4.917933489	2.787717927	9.807295129	2.212621339	2.200571153	2.460222794	6.985564981	2.243536683	0.988303012	3.311707423	3.300280064	1.126332834	4.263044458	11.24308742	2.798152309	6.143342092	7.32551053	5.037170536	3.672310421	7.930893282	3.439895223	2.012568096	4.932487998	1.511509863	2.352719566	1.352941431	1.984624723	2.187558375	3.287958651	2.79361019	2.173728014	0.954517448	4.121331501	1.574133569	6.629917362	1.69541929	3.801387359
crispld2	protein_coding	chrNC_030680.1:64499673-64533829:-	gi|73853836|ref|NP_001027499.1|	2724	0	cysteine-rich secretory protein LCCL domain-containing 2 precursor [Xenopus tropicalis]	gi|73853835|ref|NM_001032328.1|	4415	0	Xenopus (Silurana) tropicalis cysteine-rich secretory protein LCCL domain containing 2 (crispld2), mRNA	Q4V9Y5	1053	0	Cysteine-rich secretory protein LCCL domain-containing 2	YJL078c_1	64.3	2.00E-10	COG2340	pfam03815	LCCL	LCCL domain.	.	GO:0005576|extracellular region;	.	.	.	4.34607888	5.29289062	5.626450694	3.504383851	4.64585415	3.543406627	5.703751477	6.042944977	5.524881096	6.055603496	8.08996693	6.947074817	5.022494848	15.29866273	1.471794918	4.419432542	2.799163774	3.092739123	3.921019621	5.801586686	6.165660941	6.131934345	4.035940951	6.342165296	2.306743942	1.129623277	3.420810178	2.858981808	5.059927152	1.657562363	6.073500723	4.776697087	2.20692337	6.825456864	4.152656446	4.739399433	3.090055269	3.679338385	4.045049533	3.543204877	4.707643656	4.271751525	4.630076234	4.62899307	6.730352545	7.426429166	9.176702134	5.846442898
thbs1	protein_coding	chrNC_030684.1:98501300-98515014:+	gi|301615580|ref|XP_002937245.1|	5815	0	PREDICTED: thrombospondin-1 [Xenopus tropicalis]	gi|847159617|ref|XM_002937199.3|	5537	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 1 (thbs1), mRNA	P35448	2152	0	Thrombospondin-1	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0006954|inflammatory response;GO:0016525|negative regulation of angiogenesis;GO:0006986|response to unfolded protein;	GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0016529|sarcoplasmic reticulum;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;	.	.	44.47452137	32.34540647	35.536414	39.50176241	27.27809828	42.0158286	11.02677108	8.33015312	6.867142708	12.40523329	11.98467387	10.67087922	28.62311497	63.40725721	22.35040966	40.14874254	30.6346101	23.35913574	4.98685957	31.71594224	3.617871293	9.097352636	5.775735912	6.468552994	17.62039814	11.35326169	22.8042398	21.08954093	33.73683205	18.46121533	7.205972333	19.3671977	5.06220668	22.47986992	11.45809618	11.89990116	33.2018318	25.99770685	34.83830702	27.83484933	36.36730901	33.50662885	8.443623646	3.183054471	3.685870963	10.90753868	5.893462822	16.31046777
