GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
c1ql1	protein_coding	chrNC_030686.1:6561657-6590110:-	gi|313760697|ref|NP_001186529.1|	678	4.00E-82	C1q-related factor precursor [Xenopus tropicalis]	gi|313760696|ref|NM_001199600.1|	1319	0	Xenopus (Silurana) tropicalis complement component 1, q subcomponent-like 1 (c1ql1), mRNA	O88992	191	4.00E-55	C1q-related factor	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0099558|maintenance of synapse structure;GO:0061743|motor learning;GO:0016322|neuron remodeling;	GO:0044301|climbing fiber;GO:0005581|collagen trimer;GO:0005737|cytoplasm;GO:0098793|presynapse;GO:0043083|synaptic cleft;	GO:0005102|receptor binding;	.	.	5.476572673	5.08984985	5.045546934	9.23189385	2.792200976	3.422737477	0.363231868	2.556282702	2.381026662	1.624484087	0.288442613	1.273943354	12.99432063	7.619495482	4.599785228	7.326406291	3.198784354	3.409098351	3.233283386	1.56226568	2.747942302	1.795084887	3.200221359	1.937589481	8.734122681	20.59216081	10.36245429	7.26546569	12.04595229	8.063501072	2.350948602	2.322648407	2.188359357	1.931694775	2.867490583	3.578284095	11.9683489	13.43585855	3.714800877	8.654756058	4.897009662	13.83045077	3.765271285	2.214996644	2.084244506	1.393619064	1.127505172	1.878987895
grn	protein_coding	chrNC_030686.1:9263066-9286816:+	gi|133777115|gb|AAH91093.2|	3495	0	GRN protein [Xenopus tropicalis]	gi|60551345|gb|BC091093.1|	1394	0	Xenopus tropicalis GRN protein, mRNA (cDNA clone MGC:108442 IMAGE:7025242), complete cds	P23785	94.7	1.00E-18	Granulins	.	.	.	.	pfam00396	Granulin	Granulin.	GO:0035988|chondrocyte proliferation;GO:0060179|male mating behavior;GO:0061351|neural precursor cell proliferation;GO:0060999|positive regulation of dendritic spine development;GO:0010976|positive regulation of neuron projection development;GO:0032355|response to estradiol;GO:0048488|synaptic vesicle endocytosis;	GO:0005623|cell;GO:0005615|extracellular space;GO:0045202|synapse;	.	.	.	40.2855828	42.95917566	36.86108653	54.62470404	40.22515319	39.52316361	60.96258223	49.14935543	45.78504276	49.49232281	41.44405556	32.13563201	64.04093147	51.86844738	38.17359322	53.63896583	45.0890054	35.70616576	68.47046104	76.45461648	42.71705167	42.51831737	66.48309091	41.01311543	52.33466722	73.74481954	139.6460407	41.36314837	90.07498568	58.82255996	51.15232236	65.48603414	81.63806224	71.72983372	71.3341542	57.38425677	58.54150146	35.70447316	44.59200904	38.40468376	39.61552792	36.40363066	44.57746225	33.12707661	43.97619877	70.51404867	65.09115856	94.69571746
creg1	protein_coding	chrNC_030678.1:1993154-1999642:-	gi|301613575|ref|XP_002936276.1|	1043	6.00E-134	PREDICTED: protein CREG1 [Xenopus tropicalis]	gi|847106670|ref|XM_002936230.3|	2346	0	PREDICTED: Xenopus (Silurana) tropicalis cellular repressor of E1A-stimulated genes 1 (creg1), mRNA	O75629	248	6.00E-75	Protein CREG1	.	.	.	.	pfam13883	Pyrid_oxidase_2	Pyridoxamine 5'-phosphate oxidase.	GO:0008283|cell proliferation;GO:0007275|multicellular organism development;GO:0040008|regulation of growth;GO:0006357|regulation of transcription from RNA polymerase II promoter;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005667|transcription factor complex;	GO:0010181|FMN binding;GO:0016491|oxidoreductase activity;GO:0003714|transcription corepressor activity;	.	.	188.8110087	176.3622306	203.0610969	146.4301501	240.7360291	235.5697826	45.94906297	25.44596249	112.8401695	26.44701995	55.00935024	24.76021943	152.4129417	96.1809482	170.9038557	149.7985314	174.0295832	171.5462256	67.0617813	51.39476213	69.02312319	33.29953063	59.98462738	24.46304792	151.1316642	153.1177853	103.5649785	154.2337765	153.3468908	152.0227206	29.33461673	27.12694349	25.14002003	25.97918672	37.87317715	29.85806408	206.7736629	119.9722947	174.2290733	110.4662509	169.6774096	145.84427	44.10115772	25.39928741	19.55834249	35.7096912	32.72625947	37.67896357
tnfsf11	protein_coding	chrNC_030678.1:129629524-129641108:+	gi|301617319|ref|XP_002938089.1|	1578	0	PREDICTED: tumor necrosis factor ligand superfamily member 11 [Xenopus tropicalis]	gi|847103818|ref|XM_002938043.3|	3434	0	PREDICTED: Xenopus (Silurana) tropicalis tumor necrosis factor (ligand) superfamily, member 11 (tnfsf11), mRNA	O14788	218	2.00E-61	Tumor necrosis factor ligand superfamily member 11	.	.	.	.	pfam00229	TNF	TNF(tumor Necrosis Factor) family.	GO:0007257|activation of JUN kinase activity;GO:0009887|animal organ morphogenesis;GO:0045453|bone resorption;GO:0055074|calcium ion homeostasis;GO:0019722|calcium-mediated signaling;GO:0019221|cytokine-mediated signaling pathway;GO:0070371|ERK1 and ERK2 cascade;GO:0006955|immune response;GO:0060749|mammary gland alveolus development;GO:0033598|mammary gland epithelial cell proliferation;GO:0002548|monocyte chemotaxis;GO:0001503|ossification;GO:0030316|osteoclast differentiation;GO:0002158|osteoclast proliferation;GO:0038001|paracrine signaling;GO:0045780|positive regulation of bone resorption;GO:0051466|positive regulation of corticotropin-releasing hormone secretion;GO:0071848|positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling;GO:0071812|positive regulation of fever generation by positive regulation of prostaglandin secretion;GO:0034112|positive regulation of homotypic cell-cell adhesion;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:1902533|positive regulation of intracellular signal transduction;GO:0043406|positive regulation of MAP kinase activity;GO:0051092|positive regulation of NF-kappaB transcription factor activity;GO:2001206|positive regulation of osteoclast development;GO:0045672|positive regulation of osteoclast differentiation;GO:0051897|positive regulation of protein kinase B signaling;GO:0051091|positive regulation of DNA binding transcription factor activity;GO:0050870|positive regulation of T cell activation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0051260|protein homooligomerization;GO:0071847|TNFSF11-mediated signaling pathway;GO:0033209|tumor necrosis factor-mediated signaling pathway;	GO:0005737|cytoplasm;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;GO:0005886|plasma membrane;	GO:0005125|cytokine activity;GO:0005164|tumor necrosis factor receptor binding;GO:0032813|tumor necrosis factor receptor superfamily binding;	K05473	TNFSF11, RANKL; tumor necrosis factor ligand superfamily member 11	1.248386662	2.299355258	1.002235127	1.872592801	1.026999906	2.769132572	2.377669155	1.518157467	1.443138399	1.772277364	0.407239045	1.420855667	2.803963421	2.172669225	1.034478823	2.588720925	1.122558354	1.247854056	2.543316017	1.353492858	0.486725387	0.933119612	1.306931068	0.692780481	2.32052866	5.100741736	14.05878399	1.312829326	3.703973539	2.694165373	1.622592365	2.310375014	2.637799969	1.186540525	0.951251224	2.075239322	2.928271909	1.478141249	1.044665969	2.3250173	1.014104084	1.20666902	3.076452587	1.211099919	2.799976344	1.842377439	3.594739614	3.116644125
tnxb	protein_coding	chrNC_030684.1:54121735-54164968:+	gi|512860516|ref|XP_002941313.2|	14254	0	PREDICTED: tenascin-X [Xenopus tropicalis]	gi|847160309|ref|XM_002941267.3|	9544	0	PREDICTED: Xenopus (Silurana) tropicalis tenascin XB (tnxb), mRNA	P22105	304	5.00E-81	Tenascin-X	.	.	.	.	pfam00147	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain.	GO:0030036|actin cytoskeleton organization;GO:0007155|cell adhesion;GO:0030199|collagen fibril organization;GO:0032963|collagen metabolic process;GO:0048251|elastic fiber assembly;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005622|intracellular;GO:0005578|proteinaceous extracellular matrix;	GO:0008201|heparin binding;GO:0005178|integrin binding;	K06252	TN; tenascin	33.95806359	24.37851357	21.617079	12.76890479	21.6378073	7.713432122	9.995586158	14.49848174	8.230846451	16.60399416	9.290054434	10.01229244	25.06444873	10.51981525	22.74102159	14.7627836	31.96449382	18.7888975	7.310603896	9.01527034	8.074259181	6.807734411	21.91439238	3.702527784	17.57669466	18.03415586	19.96402776	24.1680337	17.34924657	12.51043497	5.641679202	7.687534239	4.024285674	7.994300926	7.160280431	10.85433385	28.48310735	24.84747087	22.40750095	19.66721452	26.96286938	29.38187669	10.38324044	14.07595569	7.531415534	8.650723462	12.46986711	9.425634272
sftpc	protein_coding	chrNC_030679.1:119275322-119280631:+	gi|350276199|ref|NP_001122132.2|	735	8.00E-93	pulmonary surfactant-associated protein C proprotein [Xenopus tropicalis]	gi|350276198|ref|NM_001128660.2|	1251	0	Xenopus (Silurana) tropicalis surfactant, pulmonary-associated protein C (sftpc), mRNA	P35245	95.1	2.00E-21	Pulmonary surfactant-associated protein C	.	.	.	.	pfam04089	BRICHOS	BRICHOS domain. The BRICHOS domain is about 100 amino acids long. It is found in a variety of proteins implicated in dementia, respiratory distress and cancer. Its exact function is unknown; roles that have been proposed for it include (a) in targeting of the protein to the secretory pathway, (b) intramolecular chaperone-like function, and (c) assisting the specialized intracellular protease processing system. This C-terminal domain is embedded in the endoplasmic reticulum lumen, and binds to the N-terminal, transmembrane, SP_C, pfam08999, provided that it is in non-helical conformation. Thus the Brichos domain of proSP-C is a chaperone that induces alpha-helix formation of an aggregation-prone TM region.	GO:0007585|respiratory gaseous exchange;	GO:0005615|extracellular space;	.	.	.	21252.64028	19102.41693	19776.34934	14810.9671	24498.0041	9161.707212	0.0	0.0	0.0	0.0	0.0	0.200437406	21041.67354	23034.72565	22980.42974	20305.39151	26350.29688	24639.76687	16.70212218	0.099003159	0.062690866	0.05119077	0.055309884	0.052623429	21520.22162	15145.94553	12843.10258	28060.64996	16450.98837	20160.94771	0.0	0.0	0.0	0.052463333	14.7442582	14.61350729	20501.87232	17792.03592	26137.59081	18860.82159	21954.64353	22237.60911	0.0	0.0	0.052832701	0.0	0.10289048	0.0
LOC101730495	protein_coding	chrNC_030684.1:105420837-105423919:+	gi|512862940|ref|XP_004917389.1|	1369	0	PREDICTED: C-reactive protein-like isoform X1 [Xenopus tropicalis]	gi|847159907|ref|XM_004917332.2|	1547	0	PREDICTED: Xenopus (Silurana) tropicalis C-reactive protein-like (LOC101730495), transcript variant X1, mRNA	Q07203	183	4.00E-52	C-reactive protein	.	.	.	.	pfam00354	Pentaxin	Pentaxin family. Pentaxins are also known as pentraxins.	GO:0006953|acute-phase response;	GO:0005576|extracellular region;	GO:0046872|metal ion binding;	.	.	8.042398302	10.01853455	13.11292924	5.968649767	10.03335176	5.001915556	16.96221798	9.591836577	10.20887484	11.94616522	7.228187919	14.87139959	1.850243152	3.799164923	7.847639712	5.366727024	7.955566945	3.53288551	8.350941886	4.643484925	6.539747418	4.801939101	3.086162814	12.51104158	5.559068659	5.992185822	2.912399344	7.675345706	5.955473145	3.778041606	7.201344577	4.597408769	4.827109529	6.703165791	4.720416202	9.576158394	4.101655591	9.530675995	4.812704593	11.10251118	5.20041768	8.402306007	13.76573612	8.45876721	17.81582204	11.91245517	13.77019807	15.46579604
wnt2b	protein_coding	chrNC_030678.1:73920456-73969630:+	gi|512812637|ref|XP_004910783.1|	2108	0	PREDICTED: protein Wnt-2b [Xenopus tropicalis]	gi|847091982|ref|XM_004910726.2|	2860	0	PREDICTED: Xenopus (Silurana) tropicalis wingless-type MMTV integration site family, member 2B (wnt2b), transcript variant X1, mRNA	P87387	727	0	Protein Wnt-2b-A	.	.	.	.	pfam00110	wnt	wnt family. Wnt genes have been identified in vertebrates and invertebrates but not in plants, unicellular eukaryotes or prokaryotes. In humans, 19 WNT proteins are known. Because of their insolubility little is known about Wnt protein structure, but all have 23 or 24 Cys residues whose spacing is highly conserved. Signal transduction by Wnt proteins (including the Wnt/beta-catenin, the Wnt/Ca++, and the Wnt/polarity pathway) is mediated by receptors of the Frizzled and LDL-receptor-related protein (LRP) families.	GO:0007275|multicellular organism development;GO:0016055|Wnt signaling pathway;	GO:0005578|proteinaceous extracellular matrix;	.	K00182	WNT2; wingless-type MMTV integration site family, member 2	15.96732302	7.263255534	10.16004929	7.591959853	7.407848772	3.780819838	0.766496337	0.451765824	0.963297392	0.71696862	0.238696131	0.436233812	11.82135247	8.936616756	9.640836087	4.557838058	8.926435089	6.457288651	0.366946646	0.344754214	0.654916687	0.289671362	0.192603103	0.435214432	7.003724009	6.050333145	3.255928703	7.597819725	5.163507282	5.931398248	0.352390715	0.648698971	1.086565345	0.45672672	0.394274199	0.614164967	8.50112063	11.09159646	11.3569915	10.17352281	8.888131386	7.61397795	0.61557843	0.307941565	1.425821143	0.691960475	0.873333964	1.196097517
itih6	protein_coding	chrNC_030684.1:8547722-8591530:-	gi|301620566|ref|XP_002939640.1|	5729	0	PREDICTED: inter-alpha-trypsin inhibitor heavy chain H6 [Xenopus tropicalis]	gi|847172987|ref|XM_002939594.3|	2859	0	PREDICTED: Xenopus (Silurana) tropicalis inter-alpha-trypsin inhibitor heavy chain family, member 6 (itih6), mRNA	Q6UXX5	194	9.00E-49	Inter-alpha-trypsin inhibitor heavy chain H6	alr4412	140	4.00E-33	COG2304	pfam08487	VIT	Vault protein inter-alpha-trypsin domain. Inter-alpha-trypsin inhibitors (ITIs) consist of one light chain and a variable set of heavy chains. ITIs play a role in extracellular matrix (ECM) stabilisation and tumor metastasis as well as in plasma protease inhibition. The vault protein inter-alpha-trypsin (VIT) domain described here is found to the N-terminus of a von Willebrand factor type A domain (pfam00092) in ITI heavy chains (ITIHs) and their precursors.	GO:0030212|hyaluronan metabolic process;	GO:0005576|extracellular region;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	10.15901966	6.218494712	8.576288177	3.948465633	6.075718705	1.748764689	4.255339531	3.022939277	3.214151103	1.441044142	2.886893552	2.165294438	6.31175112	3.388280293	4.224806235	2.976950754	4.694408029	2.337496616	3.847985871	4.729971629	5.246223585	5.218507388	3.8038293	3.587046383	3.774549591	4.686663783	2.444828542	5.156654175	4.121197256	2.961885979	2.879289726	4.518257853	4.954029173	3.863501427	3.996737702	2.637513811	11.52563944	5.301730204	8.374326081	7.349852304	8.456335453	8.542797902	4.526653545	1.783764653	5.000034915	3.353996888	6.215063026	4.849912121
gpi	protein_coding	chrNC_030680.1:19407485-19430385:-	gi|58332406|ref|NP_001011010.1|	2989	0	glucose-6-phosphate isomerase [Xenopus tropicalis]	gi|58332405|ref|NM_001011010.1|	2119	0	Xenopus (Silurana) tropicalis glucose-6-phosphate isomerase (gpi), mRNA	P06744	965	0	Glucose-6-phosphate isomerase	HI1576	722	0	COG0166	pfam00342	PGI	Phosphoglucose isomerase. Phosphoglucose isomerase catalyses the interconversion of glucose-6-phosphate and fructose-6-phosphate.	GO:0046185|aldehyde catabolic process;GO:0001525|angiogenesis;GO:0061621|canonical glycolysis;GO:0005975|carbohydrate metabolic process;GO:0034101|erythrocyte homeostasis;GO:0006094|gluconeogenesis;GO:0051156|glucose 6-phosphate metabolic process;GO:0042593|glucose homeostasis;GO:0007599|hemostasis;GO:0006959|humoral immune response;GO:0001701|in utero embryonic development;GO:0007611|learning or memory;GO:0001707|mesoderm formation;GO:0019242|methylglyoxal biosynthetic process;GO:0043154|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0046686|response to cadmium ion;GO:0032355|response to estradiol;GO:0035902|response to immobilization stress;GO:0043278|response to morphine;GO:0035994|response to muscle stretch;GO:0032570|response to progesterone;GO:0033574|response to testosterone;	GO:0060170|ciliary membrane;GO:0005737|cytoplasm;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0016020|membrane;GO:0043209|myelin sheath;GO:0043005|neuron projection;GO:0005654|nucleoplasm;GO:0005886|plasma membrane;	GO:0004347|glucose-6-phosphate isomerase activity;GO:0016866|intramolecular transferase activity;GO:0048029|monosaccharide binding;GO:0031625|ubiquitin protein ligase binding;	K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	56.52704191	150.4749012	63.13100221	147.1131855	58.82694857	88.1470924	290.1915595	406.1489399	345.8871797	361.6342511	75.79021685	303.7422851	173.6905174	101.5548027	109.3782077	136.8693236	85.61191114	78.40415934	192.9064212	211.4463216	189.8741354	224.1688806	277.2909049	142.2439468	98.54321115	219.658727	514.7873413	94.14848518	137.7876337	173.9187225	253.1927287	248.7177295	302.5233554	252.1019457	255.5668189	374.7718861	182.9484917	93.24788511	62.16507197	98.44745291	59.77158898	71.67393209	429.2373877	665.7583978	211.170643	304.4721039	394.3741812	270.9682258
lpl	protein_coding	chrNC_030677.1:77715979-77740078:+	gi|301608942|ref|XP_002934038.1|	2530	0	PREDICTED: lipoprotein lipase [Xenopus tropicalis]	gi|847094016|ref|XM_002933992.3|	4999	0	PREDICTED: Xenopus (Silurana) tropicalis lipoprotein lipase (lpl), mRNA	P11602	763	0	Lipoprotein lipase	.	.	.	.	pfam00151	Lipase	Lipase.	GO:0042632|cholesterol homeostasis;GO:0006633|fatty acid biosynthetic process;GO:0090197|positive regulation of chemokine secretion;GO:0010886|positive regulation of cholesterol storage;GO:0010744|positive regulation of macrophage derived foam cell differentiation;GO:0010890|positive regulation of sequestering of triglyceride;GO:0019433|triglyceride catabolic process;GO:0070328|triglyceride homeostasis;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0031225|anchored component of membrane;GO:0009986|cell surface;GO:0042627|chylomicron;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005886|plasma membrane;GO:0034361|very-low-density lipoprotein particle;	GO:0008201|heparin binding;GO:0004465|lipoprotein lipase activity;	K01059	LPL; lipoprotein lipase [EC:3.1.1.34]	51.064497	29.00147256	39.56217329	32.95313436	36.1291297	18.13570583	19.38949005	32.94821767	21.69944352	21.93655599	7.822108992	26.1205445	42.43313822	21.18605573	31.38517332	20.06489425	22.92035935	17.38456704	26.29127943	10.41811683	26.30943395	22.41836235	22.27065367	35.89873669	33.43404341	17.31941615	23.39852744	42.73091318	21.02742538	43.79478144	22.044836	12.1414889	13.24055717	21.00632274	16.64795661	27.52861558	85.74340652	45.6979195	53.96208104	41.50543305	62.00036151	54.83068623	24.34081749	39.07530567	17.9810851	42.61961604	27.61510297	13.03792711
fbn3	protein_coding	chrNC_030677.1:73530416-73636028:-	gi|847085603|ref|XP_012812127.1|	14486	0	PREDICTED: fibrillin-3 isoform X1 [Xenopus tropicalis]	gi|847085602|ref|XM_012956673.1|	13066	0	PREDICTED: Xenopus (Silurana) tropicalis fibrillin 3 (fbn3), transcript variant X1, mRNA	Q61555	160	8.00E-38	Fibrillin-2	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0060346|bone trabecula formation;GO:0043010|camera-type eye development;GO:0048048|embryonic eye morphogenesis;GO:0030326|embryonic limb morphogenesis;GO:0035108|limb morphogenesis;GO:0030501|positive regulation of bone mineralization;GO:0045669|positive regulation of osteoblast differentiation;GO:0035583|sequestering of TGFbeta in extracellular matrix;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0001527|microfibril;	GO:0005509|calcium ion binding;GO:0005201|extracellular matrix structural constituent;	.	.	16.03752794	10.47818147	6.866048686	15.07276642	9.891163815	9.02698004	1.857128081	2.395970468	1.154245984	4.941551265	1.174553548	3.253407965	9.669217398	11.8103211	7.760990838	5.452763965	6.933845427	8.92416115	1.148675107	0.67686968	0.677380485	0.665703039	0.840910625	1.051660096	11.64621457	7.914416052	6.790404249	6.999369599	6.380382909	6.161216371	1.828839934	1.002795713	1.266097837	1.078559991	0.630342473	1.821370217	5.887996406	20.61036373	9.005098171	13.48820676	7.684301415	7.697587291	0.851428088	2.696211141	1.480200013	3.029986125	1.377378175	1.539726652
bche	protein_coding	chrNC_030681.1:102059356-102093035:+	gi|301603877|ref|XP_002931610.1|	3150	0	PREDICTED: cholinesterase [Xenopus tropicalis]	gi|847129519|ref|XM_002931564.3|	3288	0	PREDICTED: Xenopus (Silurana) tropicalis butyrylcholinesterase (bche), transcript variant X1, mRNA	P32749	855	0	Cholinesterase	DR2626	253	6.00E-72	COG2272	pfam00135	COesterase	Carboxylesterase family.	.	GO:0072562|blood microparticle;GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0005641|nuclear envelope lumen;	GO:0003990|acetylcholinesterase activity;GO:0052689|carboxylic ester hydrolase activity;GO:0004104|cholinesterase activity;	K01050	BCHE; cholinesterase [EC:3.1.1.8]	16.10550758	11.07982361	12.7737146	8.120650154	10.18292232	5.758307365	2.817877823	2.895807941	2.659974439	3.015961865	3.37998949	1.849336827	12.28214373	4.826256681	14.94588506	8.042715336	14.72631394	11.34327017	1.30302051	0.678027106	1.884329559	0.89593189	2.735719717	1.141246602	9.741920371	8.236825584	6.904104832	12.73622981	6.469145954	9.091499103	1.116573773	1.218042364	0.76393199	1.357345138	1.24449789	2.013127412	10.83947854	10.15585078	11.81096256	13.01561844	11.09092488	11.13445275	2.869703823	3.441503879	1.829235867	2.116919227	2.368405541	1.651880516
bche	protein_coding	chrNC_030684.1:101024920-101038647:+	gi|512862784|ref|XP_002937472.2|	3019	0	PREDICTED: cholinesterase [Xenopus tropicalis]	gi|847157884|ref|XM_002937426.3|	3574	0	PREDICTED: Xenopus (Silurana) tropicalis butyrylcholinesterase (bche), mRNA	O62760	525	8.00E-171	Cholinesterase	BS_pnbA	212	5.00E-58	COG2272	pfam00135	COesterase	Carboxylesterase family.	.	GO:0072562|blood microparticle;GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0005641|nuclear envelope lumen;	GO:0003990|acetylcholinesterase activity;GO:0052689|carboxylic ester hydrolase activity;GO:0004104|cholinesterase activity;	K01050	BCHE; cholinesterase [EC:3.1.1.8]	0.0	0.0	0.0	0.032911085	0.016639539	0.0	0.0	0.0	0.0	0.0	0.0	0.017539675	0.017410319	0.0	0.016252813	0.017207251	0.01616692	0.067217743	0.0	0.051980813	0.0	0.017918202	0.0	0.0	0.0	0.0	0.0	0.0	0.121105483	0.0	0.0	0.0	0.0	0.0	0.017614003	0.0	0.0	0.0	0.0	0.0	0.0	0.050049417	0.036667546	0.035375492	0.0	0.0	0.018007273	0.0
calu	protein_coding	chrNC_030679.1:79497494-79505467:-	gi|47498076|ref|NP_998840.1|	1609	0	calumenin precursor [Xenopus tropicalis]	gi|847109171|ref|XM_012958790.1|	2445	0	PREDICTED: Xenopus (Silurana) tropicalis calumenin (calu), transcript variant X1, mRNA	Q28BT4	624	0	Calumenin	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	69.99275293	79.64299004	61.16270199	81.63405515	71.84049333	57.7227608	30.99895154	55.77091571	26.84368418	74.11010616	28.80007854	47.4418625	54.19931213	72.68834193	67.49053089	66.5925964	68.29209185	89.77056735	23.9320271	27.87159836	25.74659804	25.84353636	23.91909821	40.93330516	66.23051535	61.96256565	61.12697367	66.24524862	61.45882119	56.64472507	34.0910028	22.61635696	26.24062813	24.4753354	24.50002575	41.43831559	52.77475222	89.42049198	64.42791665	84.55742039	65.7190818	64.56426503	25.99683217	43.25179714	28.94724476	40.51601309	29.45278903	27.09502877
srpx2	protein_coding	chrNC_030684.1:43426654-43443985:+	gi|301622310|ref|XP_002940485.1|	2397	0	PREDICTED: sushi repeat-containing protein SRPX2 isoform X1 [Xenopus tropicalis]	gi|847161154|ref|XM_002940439.2|	2712	0	PREDICTED: Xenopus (Silurana) tropicalis sushi-repeat containing protein, X-linked 2 (srpx2), transcript variant X1, mRNA	Q6GP28	856	0	Sushi repeat-containing protein SRPX2	.	.	.	.	pfam13778	DUF4174	Domain of unknown function (DUF4174). This domain of unknown function is found in a putative tumor suppressor gene and in a ligand for the the urokinase-type plasminogen activator receptor, which plays a role in cellular migration and adhesion.	GO:0001525|angiogenesis;GO:0048870|cell motility;GO:0090050|positive regulation of cell migration involved in sprouting angiogenesis;GO:0051965|positive regulation of synapse assembly;	GO:0030054|cell junction;GO:0009986|cell surface;GO:0005737|cytoplasm;GO:0060076|excitatory synapse;GO:0005576|extracellular region;GO:0097060|synaptic membrane;	.	K19408	SRPX2; sushi repeat-containing protein SRPX2	6.256325893	3.593949527	3.376266418	3.836445666	4.407420694	2.380346634	0.796616612	0.781288613	0.408297763	0.637769666	0.609164266	0.749329904	3.017717348	4.355791891	4.88030673	3.276570952	5.584666045	4.820313392	0.337667988	0.951738868	0.348204082	0.503043725	0.590784365	0.314770058	3.958723207	2.917643302	3.136697859	3.639830409	4.054622931	3.285275777	0.302655243	0.353741812	0.370965645	0.739700744	0.408502901	0.559778286	3.665837665	5.931147025	3.295440297	4.43381646	3.289127799	4.418969213	0.783255341	0.906786946	0.699762631	1.06407829	0.725346257	0.633980704
eln1	protein_coding	chrNC_030678.1:37685141-37763603:-	gi|847100706|ref|XP_012812664.1|	324	4.00E-27	PREDICTED: elastin isoform X26 [Xenopus tropicalis]	gi|847100625|ref|XM_012957183.1|	5503	0	PREDICTED: Xenopus (Silurana) tropicalis elastin (eln), transcript variant X1, mRNA	Q99372	68.6	5.00E-10	Elastin	.	.	.	.	pfam03940	MSSP	Male specific sperm protein. This family of drosophila proteins are typified by the repetitive motif C-G-P.	GO:0007568|aging;GO:0035904|aorta development;GO:0001974|blood vessel remodeling;GO:0071280|cellular response to copper ion;GO:0071549|cellular response to dexamethasone stimulus;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071456|cellular response to hypoxia;GO:0071298|cellular response to L-ascorbic acid;GO:0071407|cellular response to organic cyclic compound;GO:0071300|cellular response to retinoic acid;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0048251|elastic fiber assembly;GO:0042493|response to drug;GO:0055093|response to hyperoxia;	GO:0071953|elastic fiber;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0030023|extracellular matrix constituent conferring elasticity;	K14211	ELN; elastin	203.9725964	113.1658535	96.05806859	152.2277471	114.0781422	91.33569141	27.7761859	53.65111607	32.60910808	48.28578532	42.10784471	44.10281051	102.1702252	80.78763064	86.8095006	89.04746011	80.71437002	172.5620439	22.34210147	34.32110396	21.05613659	32.79342104	20.97775797	24.22805599	112.3195008	82.33537863	92.08437119	72.00904909	96.39433305	73.65508293	19.2941598	22.75339301	24.55266953	20.70883572	18.06809563	29.89945835	74.37195297	204.2588854	83.20291124	138.1042256	93.12470137	92.73639612	19.15160226	35.71331029	36.13843132	41.15868892	36.86117328	49.54367584
