GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
mmp2	protein_coding	chrNC_030680.1:45322370-45354092:+	gi|62752843|ref|NP_001015789.1|	3410	0	72 kDa type IV collagenase precursor [Xenopus tropicalis]	gi|62752842|ref|NM_001015789.1|	2620	0	Xenopus (Silurana) tropicalis matrix metallopeptidase 2 (mmp2), mRNA	P08253	1101	0	72 kDa type IV collagenase	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0001525|angiogenesis;GO:0001955|blood vessel maturation;GO:0060346|bone trabecula formation;GO:0044267|cellular protein metabolic process;GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0007566|embryo implantation;GO:0035987|endodermal cell differentiation;GO:0048013|ephrin receptor signaling pathway;GO:0022617|extracellular matrix disassembly;GO:0060325|face morphogenesis;GO:0001957|intramembranous ossification;GO:0045089|positive regulation of innate immune response;GO:1904707|positive regulation of vascular smooth muscle cell proliferation;GO:0006508|proteolysis;GO:0001666|response to hypoxia;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;GO:0005578|proteinaceous extracellular matrix;GO:0030017|sarcomere;	GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K01398	MMP2; matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]	54.75833869	110.4222945	106.1972781	100.2248961	73.34027654	124.6749089	17.94469634	16.10056758	10.82854254	41.16462906	16.22342595	52.04536675	90.76106189	48.65353401	64.11352386	74.41017085	71.03563392	65.87868268	8.300163545	9.060393936	10.49640719	13.36470192	6.088251702	15.77151222	69.53426759	91.76610698	77.56658938	73.84389263	86.4035268	50.34050985	33.28687078	17.18698794	6.469899445	20.33150312	9.590375224	9.564296975	51.18890799	107.9667239	38.16512218	105.8948123	88.07661332	75.27141	10.34421852	26.43065677	28.70872142	77.44932524	37.94810349	64.52417859
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	3.845780656	24.61880808	6.432899053	16.08805967	3.005296276	9.020676126	2.149398057	1.376668516	0.944079912	6.703574774	1.734611362	4.917933489	11.97198098	16.37545337	7.24444483	16.24047544	5.582579908	8.372274427	2.243536683	0.988303012	3.311707423	3.300280064	1.126332834	4.263044458	18.6597449	26.61098333	9.138101789	16.09411552	15.03900616	16.6244112	7.930893282	3.439895223	2.012568096	4.932487998	1.511509863	2.352719566	3.867448374	13.88866582	2.611532411	11.76178712	6.770198339	5.081611893	0.954517448	4.121331501	1.574133569	6.629917362	1.69541929	3.801387359
adamtsl4	protein_coding	chrNC_030684.1:106731072-106842845:-	gi|301611992|ref|XP_002935503.1|	7398	0	PREDICTED: ADAMTS-like protein 4 [Xenopus tropicalis]	gi|847161803|ref|XM_002935457.3|	7950	0	PREDICTED: Xenopus (Silurana) tropicalis ADAMTS-like 4 (adamtsl4), mRNA	Q6UY14	808	0	ADAMTS-like protein 4	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	GO:0006915|apoptotic process;GO:0002064|epithelial cell development;GO:0030198|extracellular matrix organization;GO:0043065|positive regulation of apoptotic process;GO:0036066|protein O-linked fucosylation;	GO:0005788|endoplasmic reticulum lumen;GO:0005614|interstitial matrix;	GO:0004222|metalloendopeptidase activity;GO:0002020|protease binding;	.	.	18.90819111	15.88041607	19.11784773	13.78036988	13.7918711	20.63604098	1.450108329	0.910081299	0.943436671	1.692915944	1.987015605	2.998059812	12.76390032	9.974123547	15.94064598	17.44142745	16.80909544	15.189058	0.548879567	0.341715336	0.886747524	0.782646452	0.460013692	1.521682067	12.9088417	14.21123567	22.30757251	16.85001725	14.38508112	24.5048713	2.189137802	0.909265386	0.730326786	1.232747713	0.66364339	0.640001483	14.10077021	18.21079651	15.90839632	27.11954267	17.02775877	21.93206078	0.671854215	1.155632353	0.976800273	2.821009947	2.867117674	1.979373338
smpdl3a	protein_coding	chrNC_030681.1:68275178-68295361:+	gi|349732204|ref|NP_001025618.2|	2425	0	acid sphingomyelinase-like phosphodiesterase 3a precursor [Xenopus tropicalis]	gi|847127930|ref|XM_012963075.1|	2259	0	PREDICTED: Xenopus (Silurana) tropicalis sphingomyelin phosphodiesterase, acid-like 3A (smpdl3a), transcript variant X1, mRNA	Q92484	583	0	Acid sphingomyelinase-like phosphodiesterase 3a	.	.	.	.	pfam00149	Metallophos	Calcineurin-like phosphoesterase. This family includes a diverse range of phosphoesterases, including protein phosphoserine phosphatases, nucleotidases, sphingomyelin phosphodiesterases and 2'-3' cAMP phosphodiesterases as well as nucleases such as bacterial SbcD or yeast MRE11. The most conserved regions in this superfamily centre around the metal chelating residues.	GO:0009143|nucleoside triphosphate catabolic process;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0008081|phosphoric diester hydrolase activity;GO:0008270|zinc ion binding;	K01128	SMPDL3; sphingomyelin phosphodiesterase acid-like 3 [EC:3.1.4.-]	3.178191752	2.933156513	3.453498576	4.251110799	3.182402219	4.178462722	2.931099622	1.683810429	2.617442352	1.831031262	2.677272522	1.764639869	4.391646942	2.839839005	4.315621306	4.58728511	3.67632635	2.890474739	3.403576743	11.29322831	3.17659446	3.587563042	2.092554295	3.177406955	3.483457514	5.01233644	4.945957901	3.625268304	5.927542815	5.495554035	1.62678309	3.292576582	3.423813819	1.958419378	4.938713573	1.894584449	4.988331626	3.488989923	4.577041612	3.071681823	5.745094157	4.924784093	3.028331989	2.637503273	3.611185423	2.03873766	3.438476596	3.113745002
col8a1	protein_coding	chrNC_030678.1:23657814-23704186:-	gi|301623466|ref|XP_002941034.1|	991	6.00E-117	PREDICTED: collagen alpha-1(VIII) chain [Xenopus tropicalis]	gi|847106556|ref|XM_002940988.3|	2900	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VIII, alpha 1 (col8a1), mRNA	P14282	285	4.00E-81	Collagen alpha-1(VIII) chain	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0001525|angiogenesis;GO:0007155|cell adhesion;	GO:0005604|basement membrane;GO:0005581|collagen trimer;	.	.	.	9.920093111	7.824019682	6.865954042	11.64979601	1.432524492	14.85205423	0.723396983	0.615652342	0.288584899	0.784117876	0.302304981	1.067436472	2.226800083	6.140989599	2.512892815	3.347014386	1.252289721	3.403664314	0.219131633	0.110077998	0.095028514	0.225295805	0.052968568	0.578308088	4.219619227	2.803974023	4.829004805	2.576788392	2.287162305	5.476163975	0.614303097	0.067717474	0.15900521	0.090767882	0.067341282	0.389653728	2.328528449	17.08391872	3.328117025	21.30240618	3.835844084	3.27618438	0.314219693	1.02107803	0.174753437	0.774094715	0.665582664	0.338721306
c3	protein_coding	chrNC_030679.1:130561577-130587377:+	gi|197246359|gb|AAI68633.1|	8682	0	Unknown (protein for IMAGE:7685509), partial [Xenopus tropicalis]	gi|847170837|ref|XM_012953413.1|	5117	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 3 (c3), transcript variant X1, mRNA	Q0ZZJ6	1751	0	A.superbus venom factor 1	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006954|inflammatory response;	GO:0005615|extracellular space;	GO:0004866|endopeptidase inhibitor activity;GO:0046872|metal ion binding;	.	.	10.50540045	27.55750289	6.428137772	26.72854557	9.529420858	10.0792459	0.902160737	0.238792003	0.977033934	1.214852789	0.789925101	11.90996605	33.8858126	200.8168184	2.569630926	126.0231373	13.45169331	61.85683203	0.083503079	0.591448653	0.244430348	1.184757876	0.181659517	1.309010482	36.51406614	199.1705574	248.7918812	21.35676309	174.1093951	556.9118774	0.526699173	0.632214206	0.727093084	0.687443089	0.680024666	1.125994828	9.580391523	5.656926078	3.207588693	6.268728902	10.02308831	5.146218397	0.538819528	0.291821717	0.187290466	0.651412584	3.186218022	1.391582776
lox	protein_coding	chrNC_030677.1:161282725-161308889:+	gi|847088760|ref|XP_012821089.1|	2238	0	PREDICTED: protein-lysine 6-oxidase isoform X1 [Xenopus tropicalis]	gi|847088759|ref|XM_012965635.1|	3274	0	PREDICTED: Xenopus (Silurana) tropicalis lysyl oxidase (lox), transcript variant X1, mRNA	P16636	552	0	Protein-lysine 6-oxidase	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030199|collagen fibril organization;GO:0048251|elastic fiber assembly;GO:0007507|heart development;GO:0030324|lung development;GO:0042493|response to drug;GO:0009725|response to hormone;GO:0048545|response to steroid hormone;GO:0042060|wound healing;	GO:0005581|collagen trimer;GO:0005615|extracellular space;GO:0005634|nucleus;GO:0005578|proteinaceous extracellular matrix;	GO:0005507|copper ion binding;GO:0004720|protein-lysine 6-oxidase activity;	K00277	LOX; protein-lysine 6-oxidase [EC:1.4.3.13]	12.47739925	44.55764314	22.67115226	23.84127623	13.00790784	18.84525672	5.581701893	6.539704571	3.736069987	4.999666007	5.545201067	5.745696888	13.15390839	11.15331827	9.700011037	18.21838529	12.49548861	9.63974375	2.437465182	3.545522608	2.205975506	2.827456786	3.285346013	3.255500418	14.42129739	16.10180992	11.92032218	14.40041787	21.42847851	13.42672182	4.854240406	3.307711595	1.268822314	4.444600598	2.230886415	2.386968495	12.02502071	25.1529123	8.829020307	14.53687454	19.67727128	16.60026045	4.51005566	3.657318717	5.324413609	8.095724634	8.977713816	9.552338084
dcn	protein_coding	chrNC_030679.1:46045982-46203793:-	gi|154147680|ref|NP_001093704.1|	1756	0	decorin precursor [Xenopus tropicalis]	gi|847107955|ref|XM_012958377.1|	2934	0	PREDICTED: Xenopus (Silurana) tropicalis decorin (dcn), transcript variant X2, mRNA	Q9DE68	533	2.00E-180	Decorin	alr0124_1	60.8	1.00E-08	COG4886	pfam13855	LRR_8	Leucine rich repeat.	.	GO:0005578|proteinaceous extracellular matrix;	.	K04660	DCN; decorin	78.67234814	167.3501375	130.8386019	129.953797	84.59892103	118.7958548	48.4928486	33.22089428	28.12190964	116.2129879	37.34475899	108.6465298	113.8165117	40.54747333	69.13956228	86.49554065	88.14066498	76.98552816	22.83953297	9.604028898	26.98036557	30.44909814	18.45173043	39.54312233	83.4343944	129.420711	83.98761865	105.8643433	98.62698192	75.25382342	89.15417134	38.93560264	24.01778553	54.62064188	20.09560426	34.61929908	57.84545028	119.5556711	37.01360542	91.31879637	103.8246937	91.81153878	23.5884064	51.93999898	36.84377742	147.4403412	53.28551699	92.91094701
cetp	protein_coding	chrNC_030680.1:54043208-54070734:-	gi|147903954|ref|NP_001088804.1|	2307	0	cholesteryl ester transfer protein, plasma precursor [Xenopus laevis]	gi|147903953|ref|NM_001095335.1|	1082	0	Xenopus laevis cholesteryl ester transfer protein, plasma (cetp), mRNA	Q3V6R6	552	0	Cholesteryl ester transfer protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0008203|cholesterol metabolic process;GO:0030301|cholesterol transport;GO:0034375|high-density lipoprotein particle remodeling;GO:0043691|reverse cholesterol transport;GO:0034197|triglyceride transport;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0005615|extracellular space;GO:0034364|high-density lipoprotein particle;	GO:0017127|cholesterol transporter activity;GO:0008289|lipid binding;	.	.	3.609241025	6.588043238	3.333603903	4.28016735	9.532471529	9.764609622	1.322808783	0.60812557	0.446522463	1.219238576	1.493045478	0.50993957	8.226985275	12.13981555	12.4626099	4.377196949	11.10947734	11.28359979	0.459141876	0.304450212	0.209066798	0.311557972	0.266361409	0.232649607	11.77261203	6.131834844	3.597550799	9.508397764	8.164896692	3.04196819	0.744700279	0.34052878	0.114226372	0.370858843	0.451516042	0.163286643	2.72446421	5.455938224	12.79632093	6.226589531	9.242737416	6.068025928	0.395026726	1.337151999	1.153395118	0.810972141	0.49681958	0.345986349
thbs1	protein_coding	chrNC_030684.1:98501300-98515014:+	gi|301615580|ref|XP_002937245.1|	5815	0	PREDICTED: thrombospondin-1 [Xenopus tropicalis]	gi|847159617|ref|XM_002937199.3|	5537	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 1 (thbs1), mRNA	P35448	2152	0	Thrombospondin-1	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0006954|inflammatory response;GO:0016525|negative regulation of angiogenesis;GO:0006986|response to unfolded protein;	GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0016529|sarcoplasmic reticulum;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;	.	.	63.85834341	75.77495163	222.7603465	117.8299326	121.0941886	103.4652769	11.02677108	8.33015312	6.867142708	12.40523329	11.98467387	10.67087922	77.22386877	46.00838126	92.34516464	62.87399302	70.6731175	41.41489673	4.98685957	31.71594224	3.617871293	9.097352636	5.775735912	6.468552994	68.77385287	174.0502798	92.51668748	144.6400212	142.9868349	110.8903712	7.205972333	19.3671977	5.06220668	22.47986992	11.45809618	11.89990116	44.32061483	57.70368158	74.2210254	103.8349837	79.20887562	120.9304525	8.443623646	3.183054471	3.685870963	10.90753868	5.893462822	16.31046777
LOC101733634	protein_coding	chrNC_030683.1:32196004-32205067:+	gi|512852418|ref|XP_004915979.1|	590	4.00E-75	PREDICTED: beta-microseminoprotein-like isoform X2 [Xenopus tropicalis]	gi|847147041|ref|XM_012966838.1|	647	0	PREDICTED: Xenopus (Silurana) tropicalis beta-microseminoprotein-like (LOC101733634), transcript variant X1, mRNA	O02826	86.3	6.00E-20	Beta-microseminoprotein	.	.	.	.	pfam05825	PSP94	Beta-microseminoprotein (PSP-94). This family consists of the mammalian specific protein beta-microseminoprotein. Prostatic secretory protein of 94 amino acids (PSP94), also called beta-microseminoprotein, is a small, nonglycosylated protein, rich in cysteine residues. It was first isolated as a major protein from human seminal plasma. The exact function of this protein is unknown.	.	GO:0005576|extracellular region;	.	.	.	5.818463695	23.59179668	22.81461204	17.25946224	10.36639645	10.67631493	0.1877675	0.188336795	3.517706893	0.0	0.0	1.737213958	20.1443461	17.53374873	5.627946989	18.85623829	12.64930415	6.190321865	0.208554823	10.65458738	3.968133098	0.868406949	0.680561166	6.241478553	14.68936153	25.32960526	44.42726135	10.32057869	52.67367877	11.81755864	1.785278398	1.160081283	10.21480991	0.0	0.961363876	0.18542317	8.195320502	6.982333454	10.09200441	12.44590847	17.79716095	17.13739071	0.384497067	1.093267949	19.27217077	0.920914429	9.531548821	20.03745137
ptn	protein_coding	chrNC_030679.1:1055144-1089135:-	gi|134026006|gb|AAI35416.1|	672	5.00E-85	ptn protein, partial [Xenopus tropicalis]	gi|847110852|ref|XM_004912472.2|	945	0	PREDICTED: Xenopus (Silurana) tropicalis pleiotrophin (ptn), transcript variant X1, mRNA	P48532	224	4.00E-71	Pleiotrophin-A	.	.	.	.	pfam01091	PTN_MK_C	PTN/MK heparin-binding protein family, C-terminal domain.	GO:0042742|defense response to bacterium;GO:0007275|multicellular organism development;GO:0051781|positive regulation of cell division;GO:0008284|positive regulation of cell proliferation;GO:0009617|response to bacterium;	GO:0005615|extracellular space;	GO:0035374|chondroitin sulfate binding;GO:0008083|growth factor activity;GO:0008201|heparin binding;	K16642	PTN; pleiotrophin	7.013058128	2.27334914	7.36076372	2.664232017	9.137786498	4.079059897	0.204457945	0.54687425	0.345080356	0.128306228	1.141264142	1.393834825	12.36269585	2.83617562	7.59754559	1.536434231	3.305684817	7.827761842	0.908372117	0	0.517025509	0.420266079	0.082339499	0.431509628	9.330464824	1.831416051	2.015681302	5.785882179	4.024967266	2.969540376	0.341047335	0.491244296	0.211862724	0.211647648	1.256182132	0.067301743	6.737643237	5.782552213	31.11682093	6.520774204	21.29574814	4.354166677	0.209337292	0.462951736	1.018701583	1.136476621	1.810631358	0.197453015
bmp5	protein_coding	chrNC_030681.1:88268189-88340156:-	gi|301610724|ref|XP_002934893.1|	2441	0	PREDICTED: bone morphogenetic protein 5 [Xenopus tropicalis]	gi|847130080|ref|XM_002934847.3|	2793	0	PREDICTED: Xenopus (Silurana) tropicalis bone morphogenetic protein 5 (bmp5), transcript variant X1, mRNA	P22003	776	0	Bone morphogenetic protein 5	.	.	.	.	pfam00688	TGFb_propeptide	TGF-beta propeptide. This propeptide is known as latency associated peptide (LAP) in TGF-beta. LAP is a homodimer which is disulfide linked to TGF-beta binding protein.	GO:1905069|allantois development;GO:0030509|BMP signaling pathway;GO:0048738|cardiac muscle tissue development;GO:0060411|cardiac septum morphogenesis;GO:0051216|cartilage development;GO:0060710|chorio-allantoic fusion;GO:0003272|endocardial cushion formation;GO:0040007|growth;GO:0061384|heart trabecula morphogenesis;GO:0030902|hindbrain development;GO:0030539|male genitalia development;GO:0032348|negative regulation of aldosterone biosynthetic process;GO:0008285|negative regulation of cell proliferation;GO:2000065|negative regulation of cortisol biosynthetic process;GO:0010719|negative regulation of epithelial to mesenchymal transition;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043569|negative regulation of insulin-like growth factor receptor signaling pathway;GO:0071676|negative regulation of mononuclear cell migration;GO:0010894|negative regulation of steroid biosynthetic process;GO:0021502|neural fold elevation formation;GO:0001503|ossification;GO:0007389|pattern specification process;GO:0003344|pericardium morphogenesis;GO:0060037|pharyngeal system development;GO:1900006|positive regulation of dendrite development;GO:2000105|positive regulation of DNA-dependent DNA replication;GO:0050679|positive regulation of epithelial cell proliferation;GO:0010862|positive regulation of pathway-restricted SMAD protein phosphorylation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0042981|regulation of apoptotic process;GO:0043408|regulation of MAPK cascade;GO:0001501|skeletal system development;GO:0060395|SMAD protein signal transduction;GO:0003323|type B pancreatic cell development;	GO:0005615|extracellular space;	GO:0070700|BMP receptor binding;GO:0005125|cytokine activity;GO:0005160|transforming growth factor beta receptor binding;	K04663	BMP5; bone morphogenetic protein 5	3.77497148	4.333037646	15.91419254	11.86479265	6.884950021	10.51661382	0.115295834	0.0	0.046702605	0.043411882	0.0	0.112285297	10.23009762	6.436397083	12.24671752	4.371433688	7.257593733	6.375996488	0.0	0.0	0.024990492	0.0	0.027859229	0.0	15.19121414	15.88787849	15.87407818	17.97003314	16.61433857	18.53171814	0.023078391	0.0	0.023894292	0.0	0.0	0.045542533	6.184167025	16.66650387	5.059691847	13.71613162	11.00013457	7.366071445	0.0	0.044753659	0.022978231	0.067856853	0.0	0.311767919
ltbp1	protein_coding	chrNC_030681.1:56674598-56879202:+	gi|847131761|ref|XP_012819247.1|	8511	0	PREDICTED: latent-transforming growth factor beta-binding protein 1 isoform X1 [Xenopus tropicalis]	gi|847131760|ref|XM_012963793.1|	5632	0	PREDICTED: Xenopus (Silurana) tropicalis latent transforming growth factor beta binding protein 1 (ltbp1), transcript variant X1, mRNA	Q14766	1904	0	Latent-transforming growth factor beta-binding protein 1	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0035904|aorta development;GO:0060976|coronary vasculature development;GO:0035583|sequestering of TGFbeta in extracellular matrix;GO:0003281|ventricular septum development;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0001527|microfibril;GO:0043234|protein complex;GO:0005578|proteinaceous extracellular matrix;	GO:0005509|calcium ion binding;GO:0050436|microfibril binding;GO:0050431|transforming growth factor beta binding;GO:0005024|transforming growth factor beta-activated receptor activity;	K19559	LTBP1; latent transforming growth factor beta binding protein 1	14.03217258	75.67401559	37.37271544	38.62224579	13.69776103	26.30351977	3.460306059	2.923265198	2.379820078	3.074345135	3.208042322	3.829491599	34.42942419	30.57692681	15.81178825	44.92070098	23.73482648	18.07520283	2.949338503	2.982742116	2.737390481	2.786126831	2.302690746	3.329306617	44.59059044	75.29401017	26.42056346	39.96835338	62.04541104	44.9897525	2.676102069	3.124881114	1.639417559	3.917199349	2.131683871	2.329843067	15.05326288	41.5187415	13.75975481	24.74396139	35.86808504	25.1536631	2.453495615	3.160388811	3.180789961	4.156590468	4.959988034	4.065501132
clu	protein_coding	chrNW_016683964.1:36869-39048:+	gi|49522319|gb|AAH75303.1|	796	6.00E-101	MGC89163 protein [Xenopus tropicalis]	gi|56789335|gb|BC088762.1|	702	0	Xenopus tropicalis MGC89163 protein, mRNA (cDNA clone MGC:108473 IMAGE:6998203), complete cds	P14018	185	7.00E-54	Clusterin	.	.	.	.	pfam01093	Clusterin	Clusterin.	GO:0008219|cell death;	GO:0042583|chromaffin granule;GO:0005829|cytosol;GO:0005783|endoplasmic reticulum;GO:0005576|extracellular region;GO:0031966|mitochondrial membrane;GO:0005634|nucleus;	.	.	.	30.78940948	38.55949887	50.93082282	56.41414364	44.86198348	40.85335374	17.70658227	9.8463657	19.13868743	11.054075	19.42989292	17.06554176	65.52228801	106.5295233	29.71754044	101.8156285	35.99523467	25.46531497	16.81361852	39.15922839	14.71534141	41.20493382	13.85520417	17.81360261	45.61350719	85.49895394	36.11651776	49.62791938	52.91799912	124.8983606	15.60947419	22.3894035	10.74252658	30.20049124	22.92263975	16.85132111	33.3849671	37.28730249	38.83792903	49.70655035	36.12086512	35.58693918	27.89821989	7.478451126	15.99883897	26.90775529	37.95361885	33.93407265
psap	protein_coding	chrNC_030683.1:50935069-50955746:-	gi|62859755|ref|NP_001017285.1|	1972	0	prosaposin precursor [Xenopus tropicalis]	gi|77682256|ref|NM_001017285.2|	1521	0	Xenopus (Silurana) tropicalis prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy) (psap), mRNA	P26779	111	9.00E-25	Prosaposin	.	.	.	.	pfam05184	SapB_1	Saposin-like type B, region 1.	GO:0007193|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway;GO:0060742|epithelial cell differentiation involved in prostate gland development;GO:0006687|glycosphingolipid metabolic process;GO:0060736|prostate gland growth;GO:0019216|regulation of lipid metabolic process;	GO:0005737|cytoplasm;GO:0005615|extracellular space;GO:0005764|lysosome;	GO:0008047|enzyme activator activity;GO:0001664|G-protein coupled receptor binding;	K12382	PSAP, SGP1; saposin	107.9546765	147.674385	183.8474334	168.0835929	117.6018681	163.8731873	41.29402018	43.74930231	52.84944279	35.62831748	49.31658867	43.33630103	137.5027007	109.0726085	119.7540123	180.9987798	108.87791	97.71315272	79.89776767	169.5082322	68.32260599	87.80307122	54.5837142	67.49784704	142.403196	226.8406955	192.516108	90.36911915	164.1600922	230.1282988	49.66629077	70.52471753	63.04299471	61.77663145	129.8074399	47.8978722	175.4449723	147.3448006	124.7240166	157.7192473	139.0858685	142.8863255	63.76781038	52.58734416	73.75703554	45.10235685	53.16618336	100.6071001
a2m	protein_coding	chrNW_016683499.1:32552-61070:+	gi|847172643|ref|XP_012809557.1|	7666	0	PREDICTED: alpha-2-macroglobulin [Xenopus tropicalis]	gi|847172642|ref|XM_012954103.1|	4773	0	PREDICTED: Xenopus (Silurana) tropicalis alpha-2-macroglobulin (a2m), mRNA	P01023	1418	0	Alpha-2-macroglobulin	TM0984	86.7	5.00E-16	COG2373	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0007597|blood coagulation, intrinsic pathway;GO:0022617|extracellular matrix disassembly;GO:0001869|negative regulation of complement activation, lectin pathway;GO:0002576|platelet degranulation;GO:0051056|regulation of small GTPase mediated signal transduction;GO:0048863|stem cell differentiation;	GO:0072562|blood microparticle;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0031093|platelet alpha granule lumen;	GO:0048306|calcium-dependent protein binding;GO:0019899|enzyme binding;GO:0019838|growth factor binding;GO:0005096|GTPase activator activity;GO:0019966|interleukin-1 binding;GO:0019959|interleukin-8 binding;GO:0002020|protease binding;GO:0005102|receptor binding;GO:0004867|serine-type endopeptidase inhibitor activity;GO:0043120|tumor necrosis factor binding;	K03910	A2M; alpha-2-macroglobulin	1.829536963	1.244747922	5.44819837	1.710054681	3.951171002	2.567116837	0.134878016	0.094700868	0.396101661	0.139658978	0.491583625	0.236441091	3.998523031	1.34163312	3.333448458	1.644737853	2.849465698	4.288875795	0.299620122	0.189643066	0.058469901	0.31883013	0.45627291	0.355826002	1.06905684	1.246820377	2.627336318	1.130379156	1.659508755	1.371274666	0.337476159	0.083331493	0.307478257	0.111696769	0.234794252	0.079916416	3.900958084	1.55412398	4.783066461	2.254485801	4.340987739	4.939471543	0.303813075	0.039266064	0.147845068	0.158763719	0.524703904	0.989952917
